sgRNA,Gene,Ts13.initial,Ts13.final
126265379,SRPR,3065,400
31183887,FUS,818,688
86542156,MTHFSD,706,789
38222602,DPF1,149,70
21876973,POTEB,554,237
176123242,HOXD9,1653,1532
43094667,U2AF1,1219,109
41763185,JUP,1570,1316
33019713,NT5C3A,943,990
74493812,ISCA2,1135,147
23404297,MYH6,873,1244
38853088,RPL23,998,142
97546228,TMOD1,730,868
127119246,RSPO3,688,695
12291089,VPS13D,1561,236
19424799,ACER2,658,821
10236560,FAM173B,852,526
1772497,MRPS34,617,21
155321248,RUSC1-AS1,819,716
70689182,UTP3,1459,22
9690829,ZNF812,352,330
126340331,CENPW,1883,124
2364451,EIF3B,1679,36
52186093,MAGED4,583,762
86411570,WWP1,768,965
30557843,ZNF764,566,933
53888462,SELK,1092,1094
8684721,RPL27A,1012,16
95535380,GLRX5,731,84
5291712,ZBTB14,701,1208
129121353,RAB43,1087,992
151671765,PASD1,1247,2265
26438280,DHDDS,1852,125
137436910,ENTPD8,771,873
30645396,SMIM18,966,956
47669716,KPNB1,1477,64
51397582,GLDN,1240,1862
45304284,MATN4,361,284
79835053,CBX4,602,847
83678516,UBQLN1,695,468
69062165,UBA3,1879,281
6669970,TNFSF14,862,779
90519369,LYSMD3,671,1201
26709742,PDSS1,1833,1754
134417200,RXRA,464,873
149452690,ZC3H12D,750,490
155071490,HTR5A,545,788
116837032,APOA1,443,395
81922885,MAFG,1537,970
35776676,CLPSL2,447,351
50821858,KLK1,1006,1203
104212095,CFAP43,850,748
82659585,RAB40B,894,635
92242270,C1orf146,751,983
71811590,NR2E3,739,1133
119544853,CD80,1446,1062
11752498,GNAL,457,742
35777905,ARHGAP33,872,863
101239637,S1PR1,567,461
151344729,RFX5,969,457
130646179,POTEJ,1463,879
11186631,TAS2R42,1055,1126
115133991,TRIM36,847,1551
102474479,POLR2J,783,1
35039474,AGXT2,758,681
17275294,BASP1,355,345
19962687,COMT,989,865
11867486,ZNF439,801,1017
50382586,IKZF1,464,518
57482439,ACTBL2,713,842
35920985,CAPSL,576,978
27222538,CAD,439,356
740453,PALM,1505,1368
141355475,PCDHGA4,608,509
177090501,FGFR4,83,71
100806569,PAX2,791,838
33286627,HIPK3,903,663
203007783,TMEM183A,1159,765
6651567,DNAJC11,2667,66
42774832,C1orf50,534,500
64369873,ANKRD20A4,3417,337
105034376,CASP1,879,760
331647,LOC100506388,737,636
10130008,CLEC7A,552,588
139540357,CLEC2L,406,424
96937272,NEDD1,853,345
14948931,NPIPA1,845,435
201468575,PHLDA3,1093,999
225922251,PYCR2,1297,1394
1475170,C19orf25,1186,1382
22567163,SORBS3,1818,1879
108224838,WSCD2,285,239
122289985,BTBD16,702,595
19966403,CXorf23,1618,2081
59353300,LMAN1,681,748
38320651,MRPL45,747,4
60723552,SIX4,563,466
138124827,A4GNT,790,603
141095354,PCDHB2,1158,1678
80081901,TMEM254,766,993
54936665,TOM1L1,368,458
4573346,C11orf40,1461,1374
80620824,CDYL2,755,654
127677696,ABTB1,416,386
28848253,C10orf126,414,792
91482976,HECTD2,710,751
105450067,MTA1,395,457
68933909,IGHMBP2,825,1033
1031002,MUC6,390,180
135817862,LCT,530,704
99322119,TXNDC9,656,673
186656357,ITGAV,1925,762
35906379,HRCT1,468,366
39341274,C9,1532,1943
3590003,TRPV1,520,631
30893252,BCL7C,988,639
26861274,AQP4,818,712
145926504,RBM8A,1069,66
44637868,KRTAP10-10,862,1161
109669300,GSTM2,600,574
30986273,MUC21,596,325
158420701,OR10K2,919,1073
51323802,IGLON5,953,886
8364393,ANGPTL4,734,616
33413484,PHF1,744,535
35957829,OR2S2,1427,1225
139026802,SIL1,500,713
113948897,ZDHHC23,716,655
63801009,SERPINB7,703,555
32643634,SCG5,858,777
38561880,SRCIN1,879,788
31669368,CSNK2B,986,29
6363514,SCNN1A,494,475
46298333,LRRC41,336,142
24231460,GGT5,303,362
52454186,EFHC1,762,1019
41540785,POLR3H,1229,32
114580284,NXPE4,1374,1765
84150092,GHITM,483,526
41123965,KRTAP4-12,440,817
37699719,ZNF607,759,987
116431112,DSE,988,1067
50745220,ASAH2B,773,923
161328433,SDHC,536,330
175967251,THOC3,888,191
49047855,CGB8,1414,632
73125138,NUDT13,994,985
143927859,PLEC,481,369
100296253,PKD2L1,587,710
6602522,KLHL21,421,355
30634277,ARHGAP11B,1275,1308
3553703,PRMT8,672,1027
96534145,CDC14B,771,881
238163855,FAM132B,1537,2046
95152710,ZNF514,1834,1237
47781136,SEPW1,403,267
93477001,MRPL42,1126,922
28953248,LTN1,743,360
49102887,LMBR1L,297,486
174581406,WIPF1,548,416
48998194,DDN,1316,723
45522213,SLC30A4,1215,1480
135615999,NUP205,821,196
143222559,TAS2R40,472,597
247815560,OR14A16,670,536
39025290,APOBEC3D,95,102
103415512,DCAF13,1035,34
110762769,CHRDL1,540,1053
113901796,AP4B1,869,1116
119542594,RGS10,386,438
17817399,NCAPG,894,153
76452541,CNTNAP4,634,906
152033774,S100A11,1584,1559
206016114,CTSE,363,346
60787339,ELOVL7,589,514
100246840,CWF19L1,992,811
58153572,C20orf85,1057,1009
16577280,MED26,1766,521
65965359,SART1,828,314
176792196,VEGFC,1485,1462
228165950,IBA57,521,252
60040489,OOSP2,606,767
27865590,HIST1H2AL,576,356
18269318,SAA1,472,620
26862286,AQP4,1110,1170
119103859,COLEC10,1649,1576
1234326,C19orf26,625,660
149968778,ULBP1,1055,1018
62705336,BSCL2,596,643
64207464,FERMT3,703,717
82853196,PRCP,1013,1170
47032317,NPAS1,1127,851
50297470,NAT6,1187,1067
29861251,CDIPT,485,385
6672434,ZNF384,1658,1206
58563351,MZF1,2098,994
233169353,INPP5D,396,240
130914490,SNX19,1471,2292
10725010,TMEM14C,489,502
112568072,POLR1B,1859,66
65661818,RELA,862,1019
21102514,TMEM253,704,394
29269627,NDNL2,574,202
229499775,NUP133,664,65
25026904,LGI2,564,798
633049,EXOC2,873,850
27105765,USP12,758,1050
28706155,GOLGA8M,483,129
49177963,C3orf84,983,866
51301727,TTC39A,983,992
17215455,USE1,666,34
67825689,TSNAXIP1,1165,1332
196391865,UBXN7,172,333
91989153,C12orf79,604,995
28404297,FOSL2,542,432
17816667,MSGN1,899,810
154768338,DKC1,1036,85
100752772,ZAN,727,1337
157321600,ERMN,782,809
142667270,MTRNR2L6,707,737
55644687,ZNF581,687,972
9750983,OGG1,1130,1613
74074864,GOLGA6A,940,384
893059,LMF1,856,908
46261277,RAD54L,749,465
61876095,CCT4,1095,65
57291533,ZNF460,1126,1158
40878798,CYP2A7,1045,810
222634519,FARSB,914,298
16940459,TNFRSF13B,629,432
49255424,CCDC36,624,934
1836488,SYT8,761,501
154993650,LENEP,478,599
51830497,IQCF3,571,695
20538331,GOLGA6L6,1577,683
69097026,UGT2B7,1075,1167
68521425,YIPF6,656,1364
45599528,SRBD1,1145,146
33275855,RPS18,2019,80
64651559,NRXN2,1379,979
90613642,DIRAS2,554,753
40134397,MPLKIP,612,417
32022003,LRRC37B,619,334
100539623,GPR88,1740,2248
41065255,WBP4,977,342
112350100,RFPL4B,496,982
52403817,PAQR8,1438,930
32931487,CEP89,498,245
55790231,TGS1,984,393
44997206,EXOSC7,494,255
113110699,F7,863,1077
62067770,C2CD4A,735,919
72817307,SHQ1,1052,449
33270664,CHMP5,879,1119
77731516,CNOT6L,961,988
39785930,LEUTX,1095,827
39984456,PSMD3,817,463
184248766,ALG3,1066,646
81136635,C15orf26,843,1327
23452618,CST11,482,547
26391343,BNIP3L,604,546
140702872,NDUFB2,760,369
39131091,TTC21A,1134,1183
70593301,MED6,1132,74
247104080,ZNF669,1482,2401
57704928,DRC7,722,936
56179657,COL21A1,972,1176
53950483,BMP4,1075,1158
51125655,SIGLEC9,1556,1427
69088182,SRGN,560,737
20032395,GPR139,711,1008
22613045,CCAR2,927,1157
157336613,GRIA2,728,959
62302805,USP15,692,532
55733392,NLRP9,702,379
137985331,FAM13B,580,849
43509595,LRRC73,457,438
23995129,DHRS4L2,473,451
27724165,MRPS35,1380,105
153968657,CREB3L4,997,1018
16754024,TSPAN13,419,386
48562919,UCN2,1278,1265
139359767,NAA15,670,53
28334502,MED18,980,1170
140967281,PCDHAC2,431,442
13087240,GSG1,902,846
57142432,PRR20A,1169,1332
91226419,SV2B,726,499
50167186,CERS5,278,280
161509969,FCGR2A,2142,1559
101390970,RPL36A-HNRNPH2,1277,1511
57074036,SPATA12,846,1136
31970796,DXO,550,318
87114469,AFF1,754,535
5700889,LONP1,2619,132
179678915,CBY3,928,872
124015633,OR10G4,424,262
58258520,CCDC113,631,731
97864339,ASNS,993,138
22533899,NPIPB5,550,90
11171410,SMIM10L1,461,644
26499139,TFIP11,1434,573
52370577,XAGE2,821,1013
15573455,ACE2,1185,1124
39383069,DAB2,1067,999
46964686,DNAJA2,661,715
35643564,ETV2,892,1319
36486780,ZNHIT3,379,19
107474336,GPR22,768,683
75351247,HMGCR,1742,503
30339162,SF3A1,471,93
141431842,PCDHGA12,680,1156
43941546,PPY,1042,1238
27143444,HOXA5,1399,1580
271802,PDCD6,581,153
5880946,OCM,341,176
7254759,ELP5,3442,219
86158706,IMMT,1482,689
4491633,HDGFRP2,1002,755
44591774,KRTAP10-6,923,241
80107628,GAA,584,713
65016449,SLC1A4,592,752
984418,WDR18,2109,170
62621883,B3GAT3,629,336
65077120,KBTBD13,573,368
112182810,FBLN7,1552,1483
2420577,METTL16,1487,72
102475775,IGF1,832,515
168184048,TIPRL,569,599
47221745,MYL4,784,907
33288012,WDR46,1055,124
145856843,PIAS3,527,534
74535424,LOXL3,403,259
26473252,OTOF,474,595
13570925,FBLN2,609,748
116856678,ENO4,617,572
48296752,NME6,745,186
101882222,PPP2R5C,484,477
1969916,CSNK1G2,901,929
38730775,CISD3,401,372
103617587,AMY2A,542,627
31948006,CFB,1679,1478
86282383,ISCA1,2392,132
71719360,CARTPT,692,734
110067374,TMEM164,754,748
39332712,CCR8,2003,1593
218485711,USP37,2291,499
40549220,SPTBN4,288,500
30635287,KRTAP20-2,753,887
111521318,IMMP2L,896,836
212020123,INTS7,746,90
72772497,TMC1,678,1150
41149882,EP300,608,277
13877278,NANOS3,1155,1051
3054138,AES,619,233
54727774,KIR3DL3,631,1049
73860835,CAMK2G,655,618
200409484,ZNF281,641,731
57712803,TMX2,1582,467
42820779,BECN1,1044,329
39765731,IGSF5,822,1027
75481017,GLIPR1,1103,776
202884507,WDR12,939,2
89339868,SECISBP2,744,637
37592451,TOMM5,342,109
43444842,HECW1,424,601
83432170,HELQ,546,531
668551,RHOT2,752,315
53828047,NDC1,2470,474
40744607,C19orf54,892,586
18714141,IGSF22,498,762
22273791,ZNF645,694,1518
219574722,INHA,485,352
149895558,RNF13,895,531
1455830,ATAD3C,736,534
7855495,TMEM88,1048,1429
182873920,ATP11B,903,956
10147082,UBE4B,1121,929
94036747,ABCA4,730,715
141074592,TMEM178B,711,743
194341909,CPN2,1509,1476
123223121,MPHOSPH9,870,742
151396104,WDR86,508,697
93701454,FAM92A1,1165,1384
65979404,GUSB,1396,1217
64593734,SLC22A12,522,925
39572407,YAE1D1,2096,898
46663854,GRAMD4,339,176
237817633,RBM44,1036,933
37801337,DCAF10,797,658
111308176,COLCA2,742,741
65107617,VPS51,753,232
35619116,FKBP5,1540,2440
16754962,RSU1,449,487
10514776,S1PR5,1148,1042
32181518,TXLNA,994,1146
288784,PLCXD1,1263,1775
100479457,CERS3,978,1046
31079964,DSC2,771,637
60297232,MS4A4A,1080,775
126267235,SRPR,1648,812
185925587,TRA2B,485,561
127885771,PLK4,1080,111
10123447,RRM2,636,1
75012899,PARM1,578,528
35035183,CUL2,1080,400
160297393,COPA,1220,117
101625213,ARMCX3,788,720
43545284,ETV4,884,962
29655662,NF2,311,255
30218914,MAGEB2,731,612
30242527,MAGEB4,567,831
65041785,SAC3D1,518,614
97113940,KLHL32,1932,2913
57207633,RAB23,882,840
3029057,CARS,2131,27
14848683,FREM1,765,515
135941180,FBXL21,710,1202
36872421,NCF4,1061,1391
70833104,LARP6,1614,1925
56137322,OR8J3,885,1314
135762203,CT45A3,1052,1386
76293252,QRICH2,977,942
127448417,RPL12,578,76
176189144,HOXD1,455,453
156954543,TIMD4,485,661
174241549,RABGAP1L,677,811
9505043,STX8,994,1124
49932101,PARG,1604,703
14823246,C12orf60,784,655
94234286,PLCE1,928,994
69750927,PTAR1,1129,397
31069925,AP4S1,661,666
,Non-Targeting_Control-N490,1195,1427
38421803,FGFR1,853,862
43167229,EBNA1BP2,918,4
164799885,PBX1,677,634
113723438,NAA50,737,110
14841673,OR7A10,1350,1573
32995628,SPACA3,474,771
7024161,BCL6B,280,348
38146325,STAR,1131,1218
65278766,POLA2,1685,305
65535959,SCYL1,713,482
111885951,MAPKAPK5,467,403
9611291,ZNF561,675,485
43240894,TGM5,860,1136
150758889,DCTN4,1338,164
8530494,MYO1F,470,651
114045034,ADRB1,366,252
5653254,SAFB,1127,768
75287017,TSHZ1,523,748
157181111,ITK,817,712
87284693,GJB7,940,1031
73911983,C10orf55,667,665
20053504,TANGO2,419,476
12792090,JUNB,409,1020
17200595,XYLT1,433,810
84635273,CDS1,912,1270
41859608,PRDM15,731,777
79457313,KIAA1024,745,877
345521,PPP2R3B,364,372
182601971,RGS16,315,468
241159256,PPP1R7,651,235
171282139,FMO1,612,603
73292244,RPL7,1797,713
138262734,ARFGEF3,1448,2286
23729242,STK31,815,859
3781625,MATK,1445,994
66844976,RCE1,1895,1897
58390626,PXK,579,801
1593735,FBXL14,556,667
116679651,HSPA12A,1139,1233
64846657,JAK1,1441,1610
125019275,HEG1,775,1062
136383482,SNAPC4,891,201
98428777,KCNS2,969,845
44465221,C20orf62,323,311
101004177,RPL31,1391,131
38605311,FAM227A,1186,1062
3664200,TAX1BP3,550,712
25577131,ATP8A2,810,733
11133435,C2orf50,521,653
152709267,LCE4A,693,716
119465853,SCTR,584,457
44658749,ZNF35,690,592
31138259,PSORS1C2,390,469
110794111,ACOXL,624,571
46168113,ENPP5,348,380
579150,PIGQ,384,227
130092377,GPR107,753,588
98089309,ERICH5,832,1046
72098829,LAMTOR1,843,343
119870952,RNF113A,1595,99
56977420,NOA1,691,317
14634302,FAM84A,522,410
33491638,ZSCAN20,885,969
135501963,MRPS2,742,7
66495380,SNAPC5,1914,236
65044321,SAC3D1,532,766
1406989,MRPL20,585,2
76913812,ZNF236,360,161
86716357,LDB3,1093,1653
24169592,IFNLR1,843,435
119672395,PRKAB1,255,92
156592605,APOA1BP,1302,930
108779318,STXBP3,624,569
18922444,DDX49,589,152
3254341,MEFV,557,448
62065225,TAF4,1786,559
38866786,CBX6,435,367
71126138,MED12,1136,161
65393657,FRMD8,1114,1259
29121248,TMEM200B,829,901
6582227,ZBTB48,620,575
50843033,TMPRSS12,543,724
130987231,ADGRD1,650,486
44933978,ZDHHC3,503,1039
22660888,C1QB,474,379
36332890,LOC101060321,653,214
1218889,SDF4,1050,1204
21524463,SALL2,552,824
99227940,SEC61B,1019,473
13061561,HNRNPCL3,877,1006
717071,METRN,614,491
57518862,CTCFL,667,925
226888987,PSEN2,746,444
70456454,TGFA,731,1027
108830698,TRAT1,862,1380
62797166,MRGBP,979,148
143971092,FAM72C,757,365
1980598,PDYN,1031,943
47916469,SP2,1432,425
50974015,CDKN2C,639,527
123605949,DDX55,2122,736
79047677,C1QTNF1,453,412
76057498,SRP68,727,230
180803587,XPR1,516,548
22924654,PRMT5,2231,92
3903928,P2RX1,466,349
4902777,ARRDC5,1252,1738
27838303,HIST1H2AK,1949,815
43360295,CD177,1181,1712
24588632,KIAA0319,745,785
45165132,TRAPPC6A,614,649
48385435,SSX4,701,404
116444931,SLC6A14,546,300
92323878,RPAP2,438,194
12349907,CAMK1D,395,596
9358277,TSPY8,534,707
7137060,CLSTN3,639,974
76022702,CXCL10,1301,1743
25225726,KRAS,962,159
25771526,ASXL2,375,500
4596174,DYRK4,631,568
120502545,MTBP,639,198
52188275,MAGED4,613,661
148846485,EZH2,959,678
72990767,FCHO2,1008,530
19965111,CXorf23,1256,2207
132328095,MOXD1,918,1215
23192812,PTF1A,521,923
69021831,ABCA9,536,640
13308329,LOC645382,607,1146
140243307,CYSTM1,724,432
69807961,ANXA4,1563,1642
101391477,RPL36A-HNRNPH2,455,83
8697653,PLCB1,583,701
33201807,SLC39A7,1234,80
137221138,RNF208,823,467
86858062,CD8B,1138,360
45844070,SYMPK,2240,237
141215214,PCDHB13,477,786
55716182,BLOC1S1,603,648
152767352,MAGEA6,656,381
2246902,SF3A2,864,135
120443198,MRPL13,905,212
30244766,LIF,702,593
173391384,SCRG1,892,1506
90400091,CALM1,583,608
81096140,GCSH,362,151
45876793,ZSWIM3,703,468
28743364,YTHDF2,1144,560
39293235,MAP4K3,1707,2250
33417641,CUTA,468,491
241099466,MTERF4,2532,522
5794993,GDI2,985,505
219207675,ZFAND2B,725,923
38954846,RICTOR,463,148
54551872,GNL3L,2228,101
211978439,INTS7,821,210
130194262,TUBA3E,802,432
55359648,FAM71E2,842,1272
50839531,WFIKKN2,791,750
170289528,DLL1,519,713
181242186,GNB2L1,853,5
56511225,BBS2,687,556
886165,MED16,869,501
151186639,ASB10,789,937
37045267,SUPT20H,2291,1177
55450270,DYX1C1,1199,1382
112647426,LARP7,747,1332
30598816,KRTAP6-2,843,1168
165040916,TRIM60,1130,989
48939525,DHDH,1006,1580
3828966,PARP11,671,596
153817386,GATAD2B,347,125
133310225,ZNF511,436,700
128826119,C9orf114,1933,851
82444559,C17orf62,817,1026
24468819,HRH4,981,1026
178339717,OSBPL6,1089,956
75347255,HMGCR,1651,285
95457182,SYNE3,560,780
136046389,TGFBI,814,929
36471460,CSF3R,437,514
9895007,SHROOM2,344,472
56589620,MT3,774,693
28535992,RCC1,1942,205
8949423,CA6,715,707
71122231,MED12,2126,132
117365634,ROS1,1222,1094
197633830,RFTN2,346,189
40562777,C15orf57,623,579
49048321,CGB8,1401,523
121417620,RNF34,1004,1337
8843315,A2ML1,894,869
86887883,C4orf36,433,481
32950764,HLA-DMA,1121,1367
6555311,IFFO1,700,674
33093886,TMPPE,427,692
37182610,C1QTNF6,538,852
166330186,SFT2D1,1094,1523
140362153,SLC4A9,450,624
35910017,CAPSL,1066,1038
34489436,DNAI1,988,1465
54852240,KIR3DL2,690,741
15016174,NR2C2,1398,1584
13956377,DCAF15,230,333
113165065,PROZ,744,980
8585350,ANOS1,521,460
187698742,RTP2,602,738
56104420,CHCHD2,1459,723
28725330,TLCD1,1231,1421
102450858,C10orf95,1491,1356
18335809,GTF2H1,2188,85
35577439,PEX12,355,253
830631,CRACR2B,694,632
128798065,RAB7A,678,791
2042471,MKNK2,527,410
89575921,TICRR,1451,33
128246899,EEFSEC,1518,1253
171205321,FMO2,956,847
142667274,MTRNR2L6,416,554
108173496,NPAT,907,367
70668137,SMAP1,943,1127
46065032,NCOA5,704,572
2441545,METTL16,2064,531
51277243,UTP18,2381,281
17058816,HAUS8,992,181
100189898,DDIT4L,627,620
122011305,PTPRZ1,611,463
143707481,CCDC166,682,362
48681385,NCKIPSD,791,1362
58195020,EPX,349,343
14823207,C12orf60,1062,1073
7796121,ATP5C1,1026,94
36819497,RFXAP,792,882
158480339,OR10R2,1223,1751
36515063,ZNF260,20,1
128836040,CCBL1,603,518
50908627,KLK4,670,576
134206098,PPP2CA,1021,1555
14178877,LSM3,250,1
11867861,ZNF439,1049,1389
27095425,HOXA1,659,725
241099726,MTERF4,685,240
50422872,SPIB,631,1050
63831115,PSMC5,2374,287
103426141,DCAF13,814,516
12791215,CAMK1D,641,648
125629419,CHEK1,1097,8
18232458,SAA2-SAA4,1884,2513
75991504,TEN1,1021,56
184672429,PRIMPOL,609,599
121221930,P2RX4,755,476
66429648,RRS1,499,19
55234863,RPS27A,881,2
792731,CHTF18,944,564
84490415,RPF1,2309,196
125996594,FANK1,933,953
31583553,TINAGL1,822,734
26496778,TFIP11,1417,189
83166410,PCF11,1970,984
78618881,CHRNA3,887,1531
132882550,TG,579,740
100097302,MCM7,1084,43
23440123,OTUD1,571,871
44374038,SERP2,998,986
86958814,SNCG,599,560
51417337,SIGLEC10,951,1283
147669874,ACP6,533,883
118846413,EN1,1213,1201
80172244,FAH,780,640
109098572,UNG,273,192
46510534,DMBX1,381,356
171853549,TMEM212,677,947
47438979,FOXD2,227,162
184187427,ABCF3,1431,2630
144437707,UTRN,523,1000
117311556,NOS1,1255,1314
36744760,SIM2,530,532
6217910,FAM160A2,887,1332
68896543,MRPL21,1102,55
74457091,FAM69C,486,426
42735631,CDAN1,925,995
50262118,CFAP53,859,1346
100066216,RGS22,1354,1569
35454760,DPH6,872,530
32077313,TMEM39B,424,458
94890430,CCNE2,709,632
22523880,NPIPB5,2147,921
9762936,CAMK1,448,469
39539643,EID2,800,638
93062969,CYP26C1,503,430
41316733,CCDC97,975,1318
98231906,TECPR1,858,607
52666432,ERO1L,532,291
152701048,MAGEA3,351,207
75881985,RHBDD2,1304,1420
189463749,WDR75,1127,421
78133443,TMC8,777,761
27286296,EQTN,443,529
82917547,THAP9,595,1241
5488981,MIS12,1125,672
69294851,CCDC125,1015,1232
107695933,SLC26A4,589,962
17077222,RPS13,1156,1
99660576,CYP3A5,587,589
74525922,CD300LB,508,402
141095038,PCDHB2,502,647
37874469,EIF3L,549,354
30941521,MORC2,647,572
67250230,KDM2A,453,205
127687709,INTU,392,427
49682255,PRMT1,2200,81
35838487,TAF15,671,352
144442714,TONSL,766,249
28236425,ATPIF1,1021,994
126471010,ZXDC,950,765
88218889,SRI,931,819
89155431,ABHD2,524,521
38169850,LSM1,486,745
32419878,ZFR,1388,824
111348612,PIFO,516,694
61878517,FADS3,734,934
58645768,DACT1,431,517
77434409,GNA14,699,455
15555283,TVP23C,848,459
11149194,SPC24,1066,472
53258749,VN1R2,723,303
24218162,NEDD8,1927,147
99522501,C4orf17,741,1196
8961123,MUC16,778,920
125633347,CHEK1,1420,37
151403701,VMA21,1071,1131
115841423,ATG12,858,465
154976218,PAXIP1,485,148
44776735,RPS8,1247,4
21423651,ZNF493,376,332
120865167,WDR11,421,302
45211965,KIAA0930,961,798
18700982,TMEM86A,833,584
39949208,IDO2,564,591
56939301,HERPUD1,735,781
30665665,FBRS,729,588
35689193,TPM2,896,600
154552185,IKBKG,730,1264
55974761,CEP135,1053,1137
2895396,SERPINB9,922,1344
208180783,C2orf80,267,950
82032796,RAC3,1112,791
20188037,CFAP61,519,797
159535800,OR10J5,765,974
37359655,QPCT,729,736
24248653,ITSN2,387,529
47573655,KBTBD4,628,673
24074090,SF3B6,1879,2676
32708783,CNOT10,552,204
72378035,TRHDE,520,606
12431301,ZNF443,836,930
21591411,DNAH11,762,1386
136953005,LCN12,557,824
110472700,LIMS3L,1293,1184
19713393,OR11H2,1231,576
46247178,CDPF1,623,519
150727304,MTMR1,643,640
80687449,ZNF704,494,664
106867826,PIK3CG,398,536
18788986,RPS15A,1103,126
95482018,PTCH1,680,401
16503234,C19orf44,788,935
52677431,KRT1,422,383
52897371,TMEM110-MUSTN1,384,145
52841838,ZNF468,717,971
5820849,OR52N2,599,932
143795011,SLC9A9,948,684
43891747,PNPLA5,666,624
110456571,SLC22A16,1875,2183
152600831,LCE3C,692,824
65729474,MSN,584,602
84645620,WDR73,2414,548
169988313,SEC62,483,233
8589728,TMEM114,503,792
121686299,ANXA5,415,587
150080840,CSF1R,651,712
67473655,TMEM229B,538,702
2172224,TRAF7,635,402
148509888,HTR4,939,813
32727694,CNOT10,1009,1012
92506253,PEX1,619,507
6974692,EMG1,1489,88
6466245,VAMP1,470,523
94601877,PIWIL4,373,394
34007923,AMACR,416,257
44632350,RNF220,480,483
114363988,KCNN2,793,520
21984555,PDZD9,980,1144
78714756,NRXN3,695,1187
21882340,RBMY1D,922,818
63760919,CCDC47,581,395
71294505,NONO,987,440
54755867,SEC61G,1628,123
20646366,ZNF626,527,30
191381562,MYO1B,535,538
43771231,VEGFA,540,351
148783996,CUL1,839,35
3015859,CLDN6,395,214
130522059,CFC1B,776,398
145338488,NBPF20,1458,9
113330985,WDR31,527,292
67367377,LRRC36,699,710
192799316,MB21D2,1004,1002
95185428,SESN3,813,1020
66988857,SPATA31A3,886,480
75414660,CFDP1,555,419
35577907,PEX12,1152,1012
27134292,PREB,1261,4
86974440,RGPD1,1175,572
100071987,ZNF3,940,1878
241335175,SEPT2,687,600
114331624,ORM2,696,1165
81914482,SIRT7,555,420
155250708,FAM189B,767,620
90885831,RPP30,1776,1209
97117893,SDHAF3,413,532
152736292,MAGEA12,565,433
69197070,SUPV3L1,1008,742
143215118,GPIHBP1,297,133
54105985,NDUFA3,1210,807
46548337,LRRC37A2,1619,1293
128252046,LEP,958,680
6654009,DNAJC11,1071,30
45973272,NOVA2,1824,1580
52465077,EFHC1,1102,1682
11887952,ZNF69,791,742
177304073,PRELID1,2343,74
159841127,C1orf204,781,268
19524435,CLDN5,454,435
32270521,MIS18A,1070,1256
16403833,SPATA21,728,390
48303953,CCDC114,652,636
119339834,C1QTNF5,591,582
132054675,STK26,962,889
,Non-Targeting_Control-N677,1210,1757
118406963,ATP5L,1983,923
22006171,CDKN2B,525,622
36692159,C15orf41,2668,919
26597056,ABT1,1088,490
197024465,MFI2,533,643
100917081,FAM178A,612,285
4963524,AKR1C1,595,489
40861841,CITED4,637,447
63988394,OTUB1,723,804
24172757,REC8,773,715
190226119,BRINP3,551,697
130145223,GLRX3,2263,323
135895704,IL9,730,831
22886103,REM2,546,367
41436931,TOB2,564,626
89889089,AP3S2,808,1118
28009722,CDH2,683,529
42562807,COASY,1636,170
37553933,SYNRG,458,452
72709701,BBS4,424,540
64317264,TRMT112,1619,60
57161065,PRR20D,742,750
160031551,PIGM,525,241
49516978,ERCC6-PGBD3,1179,340
73261773,CPSF4L,1033,827
91630496,PPP1R3C,661,531
108692788,PRPF38B,1631,26
39539718,EID2,415,566
25791221,OXSM,1085,144
44573937,KRTAP10-4,805,305
189795810,PMS1,715,743
37571864,LGALS2,1314,1562
127804655,FPGS,685,410
196322479,HECW2,473,977
10702615,PAK1IP1,1074,162
125160893,PPP6C,762,214
9914310,VAPA,838,503
131492244,MZT2A,1852,1390
120581204,POP5,716,138
46305595,GABRA2,442,391
220762920,MARC2,462,452
140836127,PCDHA7,705,710
40775074,DNAJC17,2473,574
40775797,MIA,594,645
17821397,INSL3,339,245
78266871,FRAS1,650,686
74588516,CD300LD,1270,1055
19581577,C16orf62,1495,467
24428348,CBLN3,523,341
192575834,RGS1,691,1179
58241241,FANCL,797,778
57053684,KIAA1586,644,677
158809257,MFSD1,606,554
102110956,LDB1,769,996
8989664,KLRG1,751,724
42758890,P3H1,485,223
113398560,SDS,576,244
23118964,CEBPE,679,766
33105634,CSTF3,1351,95
84468588,HDX,745,1064
17477214,MED9,1769,283
96856140,VRK1,2026,619
4594169,OR52I1,564,490
156272351,SMG5,1568,86
127710581,MGLL,548,638
141896959,MAGEC3,411,816
6574977,TAS1R1,512,364
106592291,RTN4IP1,439,143
132223628,PLXNA4,522,395
72060403,HP,534,689
179032482,ZNF879,897,860
24163080,IRF9,886,1007
6602089,KLHL21,429,254
42773503,VPS25,764,20
43776205,CSTB,907,800
74421190,CLEC18B,2776,1570
99434948,PTCD1,808,457
54612610,FAM151A,663,723
169697327,CLCN3,1021,692
37008959,FAM47C,518,694
222524944,SGPP2,545,815
23013966,C1orf234,493,651
1235892,UNCX,510,585
14474176,PTGER1,579,382
12308737,TUBB6,418,282
51719427,HAS1,1149,1399
39165720,ARL5C,1191,1278
5914692,CAPS,770,840
141426972,PTP4A3,805,673
100167775,CMSS1,643,880
40459237,BAHD1,651,721
46963649,TCEB3CL2,522,589
19945928,WDR35,715,818
