sgRNA,Gene,Snu-1_clone_114_D=0,Snu-1_clone_114_D=10
TBX18_E2_83.1,TBX18,1408,1803
TBX18_E3_102.2,TBX18,1093,1174
TBX18_E3_102.5,TBX18,1306,2220
TBX18_E4_172.20,TBX18,1692,2264
TBX18_E5_168.16,TBX18,1727,2575
TBX18_E5_168.17,TBX18,576,457
TBX18_E6_63.2,TBX18,513,716
TBX18_E6_63.3,TBX18,665,858
TBX19_E2_265.41,TBX19,1162,907
TBX19_E2_265.6,TBX19,926,1514
TBX19_E2_265.7,TBX19,1039,1197
TBX19_E2_265.8,TBX19,544,622
TBX19_E3_135.10,TBX19,1288,2419
TBX19_E3_135.12,TBX19,1196,1072
TBX19_E3_135.2,TBX19,1800,1751
TBX2_E2_268.36,TBX2,1141,1386
TBX2_E2_268.5,TBX2,545,912
TBX2_E3_147.13,TBX2,401,643
TBX2_E5_139.0,TBX2,422,513
TBX2_E5_139.26,TBX2,556,601
TBX2_E6_95.0,TBX2,1462,1345
TBX2_E6_95.1,TBX2,543,331
TBX20_E2_86.5,TBX20,666,462
TBX20_E3_165.10,TBX20,1427,1520
TBX20_E3_165.11,TBX20,556,503
TBX20_E3_165.21,TBX20,1080,1203
TBX20_E3_165.4,TBX20,1087,1950
TBX20_E4_109.7,TBX20,1955,3335
TBX20_E6_60.4,TBX20,436,129
TBX21_E1_86.5,TBX21,904,769
TBX21_E2_155.13,TBX21,549,570
TBX21_E3_122.0,TBX21,1582,1351
TBX21_E3_122.18,TBX21,472,447
TBX21_E4_159.13,TBX21,1059,720
TBX21_E4_159.2,TBX21,940,782
TBX21_E4_159.9,TBX21,614,456
TBX22_E4_102.10,TBX22,436,1099
TBX22_E4_102.12,TBX22,770,1074
TBX22_E5_175.12,TBX22,1409,2010
TBX22_E6_165.0,TBX22,675,1465
TBX22_E6_165.13,TBX22,1701,1393
TBX22_E6_165.3,TBX22,1099,1407
TBX3_E1_80.5,TBX3,733,181
TBX3_E2_268.13,TBX3,1342,2152
TBX3_E3_60.0,TBX3,1002,2126
TBX3_E3_60.1,TBX3,1152,2674
TBX3_E3_60.5,TBX3,1616,2292
TBX3_E6_133.6,TBX3,1279,909
TBX3_E7_134.15,TBX3,131,66
TBX4_E2_86.8,TBX4,877,1290
TBX4_E3_120.3,TBX4,1192,1668
TBX4_E3_120.4,TBX4,949,809
TBX4_E3_120.5,TBX4,1055,1148
TBX4_E5_153.1,TBX4,1012,697
TBX4_E5_153.12,TBX4,760,746
TBX4_E6_63.4,TBX4,733,486
TBX5_E3_86.6,TBX5,1981,3479
TBX5_E4_120.5,TBX5,437,488
TBX5_E5_148.13,TBX5,673,390
TBX5_E5_148.14,TBX5,544,591
TBX5_E5_148.16,TBX5,530,623
TBX5_E6_153.3,TBX5,325,499
TBX5_E7_60.3,TBX5,667,732
TBX6_E3_86.9,TBX6,695,200
TBX6_E4_268.10,TBX6,465,348
TBX6_E4_268.9,TBX6,197,141
TBX6_E5_147.0,TBX6,2063,926
TBX6_E5_147.22,TBX6,233,186
TBX6_E5_147.23,TBX6,601,470
TBX6_E6_63.4,TBX6,729,572
TCF12_E19_183.0,TCF12,656,946
TCF12_E19_183.1,TCF12,733,1222
TCF12_E19_183.11,TCF12,447,239
TCF12_E19_183.3,TCF12,1789,1899
TCF12_E19_183.4,TCF12,1717,1147
TCF12_E19_183.6,TCF12,1438,1718
TCF15_E1_168.1,TCF15,200,174
TCF15_E1_168.15,TCF15,422,275
TCF15_E1_168.16,TCF15,314,387
TCF15_E1_168.17,TCF15,932,1349
TCF15_E1_168.21,TCF15,113,106
TCF15_E1_168.9,TCF15,821,908
TCF21_E1_180.0,TCF21,621,799
TCF21_E1_180.1,TCF21,356,879
TCF21_E1_180.11,TCF21,1342,2085
TCF21_E1_180.28,TCF21,705,1308
TCF21_E1_180.29,TCF21,339,354
TCF21_E1_180.30,TCF21,318,393
TCF23_E2_150.1,TCF23,603,884
TCF23_E2_150.13,TCF23,291,645
TCF23_E2_150.14,TCF23,824,1702
TCF23_E2_150.5,TCF23,724,1075
TCF23_E2_150.6,TCF23,957,1372
TCF23_E2_150.8,TCF23,1078,917
TCF3_E18_183.0,TCF3,570,978
TCF3_E18_183.1,TCF3,346,95
TCF3_E18_183.2,TCF3,672,1589
TCF3_E18_183.26,TCF3,1075,1169
TCF3_E18_183.27,TCF3,822,1123
TCF3_E18_183.3,TCF3,627,397
TCF4_Ex_220.2,TCF4,674,948
TCF4_Ex_220.27,TCF4,534,216
TCF4_Ex_220.28,TCF4,1120,590
TCF4_Ex_220.29,TCF4,470,363
TCF4_Ex_220.3,TCF4,1059,704
TCF4_Ex_220.6,TCF4,834,1193
TCF7_E7_114.5,TCF7,1262,1308
TCF7_E7_114.6,TCF7,417,310
TCF7_E8_99.0,TCF7,238,209
TCF7_E8_99.1,TCF7,940,855
TCF7_E8_99.2,TCF7,958,1000
TCF7_E8_99.9,TCF7,594,553
TCF7L1_E10_99.1,TCF7L1,1049,622
TCF7L1_E10_99.10,TCF7L1,1513,2115
TCF7L1_E10_99.2,TCF7L1,1457,1467
TCF7L1_E10_99.3,TCF7L1,646,329
TCF7L1_E10_99.9,TCF7L1,442,70
TCF7L1_E9_117.7,TCF7L1,913,183
TCF7L2_E10_105.2,TCF7L2,1223,1715
TCF7L2_E10_105.4,TCF7L2,1081,1101
TCF7L2_E11_99.0,TCF7L2,258,859
TCF7L2_E11_99.2,TCF7L2,217,113
TCF7L2_E11_99.4,TCF7L2,855,1436
TCF7L2_E11_99.5,TCF7L2,682,1146
TEAD1_E10_174.18,TEAD1,1299,1187
TEAD1_E11_141.10,TEAD1,1528,2200
TEAD1_E12_153.8,TEAD1,1190,1758
TEAD1_E3_187.19,TEAD1,1861,3625
TEAD1_E3_187.20,TEAD1,467,689
TEAD1_E6_135.20,TEAD1,1052,1342
TEAD1_E7_47.0,TEAD1,1232,2127
TEAD2_E10_168.14,TEAD2,763,1190
TEAD2_E11_153.1,TEAD2,521,536
TEAD2_E11_153.8,TEAD2,1343,1440
TEAD2_E2_109.8,TEAD2,1021,1132
TEAD2_E2_109.9,TEAD2,1031,1823
TEAD2_E4_63.1,TEAD2,578,776
TEAD2_E8_143.10,TEAD2,2528,2233
TEAD3_E10_174.29,TEAD3,193,142
TEAD3_E12_153.10,TEAD3,404,165
TEAD3_E12_153.7,TEAD3,1243,1113
TEAD3_E2_169.24,TEAD3,902,1077
TEAD3_E2_169.25,TEAD3,1221,1142
TEAD3_E4_63.1,TEAD3,151,72
TEAD3_E6_138.16,TEAD3,345,258
TEAD4_E10_174.1,TEAD4,138,539
TEAD4_E10_174.20,TEAD4,569,744
TEAD4_E3_196.20,TEAD4,978,963
TEAD4_E3_196.31,TEAD4,799,1242
TEAD4_E4_65.1,TEAD4,1221,1563
TEAD4_E5_63.1,TEAD4,636,827
TEAD4_E6_129.5,TEAD4,510,445
TEF_E4_174.11,TEF,534,476
TEF_E4_174.13,TEF,565,664
TEF_E4_174.14,TEF,633,615
TEF_E4_174.2,TEF,496,385
TEF_E4_174.3,TEF,565,573
TEF_E4_174.4,TEF,600,816
TERF1_E10_144.1,TERF1,1433,1050
TERF1_E10_144.2,TERF1,821,114
TERF1_E10_144.3,TERF1,1977,1374
TERF1_E10_144.4,TERF1,1472,110
TERF1_E10_144.5,TERF1,559,163
TERF1_E10_144.9,TERF1,1349,218
TERF2_E10_144.1,TERF2,772,25
TERF2_E10_144.11,TERF2,1261,232
TERF2_E10_144.12,TERF2,1860,96
TERF2_E10_144.14,TERF2,953,968
TERF2_E10_144.15,TERF2,1142,214
TERF2_E10_144.3,TERF2,475,102
TFAM_E3_71.0,TFAM,1159,75
TFAM_E3_71.2,TFAM,1165,160
TFAM_E3_71.3,TFAM,1275,716
TFAM_E3_71.4,TFAM,453,30
TFAM_E4_150.2,TFAM,517,1061
TFAM_E5_96.2,TFAM,1379,1723
TFAM_E5_96.3,TFAM,1786,2304
TFAP2A_E4_140.12,TFAP2A,479,671
TFAP2A_E4_140.13,TFAP2A,456,519
TFAP2A_E4_140.7,TFAP2A,537,1182
TFAP2A_E4_140.8,TFAP2A,776,1728
TFAP2A_E7_217.12,TFAP2A,459,865
TFAP2A_E7_217.23,TFAP2A,822,1323
TFAP2A_E7_217.24,TFAP2A,145,212
TFAP2B_E4_140.0,TFAP2B,305,221
TFAP2B_E5_119.3,TFAP2B,577,679
TFAP2B_E5_119.4,TFAP2B,543,1007
TFAP2B_E7_217.2,TFAP2B,550,606
TFAP2B_E7_217.21,TFAP2B,508,921
TFAP2B_E7_217.25,TFAP2B,420,665
TFAP2B_E7_217.5,TFAP2B,1204,1388
TFAP2C_E4_140.12,TFAP2C,589,794
TFAP2C_E4_140.3,TFAP2C,1484,1288
TFAP2C_E5_119.12,TFAP2C,1102,831
TFAP2C_E5_119.7,TFAP2C,968,552
TFAP2C_E5_119.9,TFAP2C,456,495
TFAP2C_E7_217.28,TFAP2C,863,713
TFAP2C_E7_217.7,TFAP2C,906,744
TFAP2D_E4_134.12,TFAP2D,535,492
TFAP2D_E4_134.17,TFAP2D,433,881
TFAP2D_E4_134.18,TFAP2D,1218,1834
TFAP2D_E5_119.3,TFAP2D,273,146
TFAP2D_E5_119.5,TFAP2D,2075,2443
TFAP2D_E6_142.2,TFAP2D,973,1819
TFAP2E_E4_140.1,TFAP2E,262,264
TFAP2E_E5_119.11,TFAP2E,370,439
TFAP2E_E5_119.14,TFAP2E,2255,2914
TFAP2E_E6_142.12,TFAP2E,381,157
TFAP2E_E6_142.18,TFAP2E,1099,1322
TFAP2E_E6_142.19,TFAP2E,324,423
TFAP2E_E7_217.3,TFAP2E,368,587
TFAP4_E2_111.0,TFAP4,506,707
TFAP4_E2_111.1,TFAP4,787,1569
TFAP4_E2_111.13,TFAP4,571,1207
TFAP4_E2_111.2,TFAP4,485,2793
TFAP4_E2_111.4,TFAP4,1625,3332
TFAP4_E2_111.5,TFAP4,823,1226
TFCP2_E2_152.0,TFCP2,1115,1117
TFCP2_E2_152.1,TFCP2,1361,2532
TFCP2_E3_77.0,TFCP2,1838,3290
TFCP2_E4_106.0,TFCP2,1557,1137
TFCP2_E4_106.1,TFCP2,1678,2157
TFCP2_E4_106.6,TFCP2,93,84
TFCP2_E4_106.9,TFCP2,1817,2413
TFCP2L1_E2_152.17,TFCP2L1,458,679
TFCP2L1_E2_152.18,TFCP2L1,490,475
TFCP2L1_E3_77.0,TFCP2L1,815,534
TFCP2L1_E4_106.1,TFCP2L1,1301,1343
TFCP2L1_E4_106.18,TFCP2L1,1419,863
TFCP2L1_E6_153.15,TFCP2L1,1095,1583
TFCP2L1_E7_69.5,TFCP2L1,1356,1693
TFDP1_E6_144.12,TFDP1,1002,54
TFDP1_E6_144.6,TFDP1,964,465
TFDP1_E6_144.9,TFDP1,738,640
TFDP1_E7_105.1,TFDP1,1371,2474
TFDP1_E7_105.8,TFDP1,1065,104
TFDP1_E7_105.9,TFDP1,165,73
TFDP2_E8_141.1,TFDP2,3666,4929
TFDP2_E9_108.0,TFDP2,4785,4956
TFDP3_E1_249.0,TFDP3,922,1265
TFDP3_E1_249.21,TFDP3,960,779
TFDP3_E1_249.22,TFDP3,720,951
TFDP3_E1_249.23,TFDP3,883,1232
TFDP3_E1_249.24,TFDP3,369,519
TFDP3_E1_249.32,TFDP3,726,618
TFE3_E8_76.0,TFE3,788,871
TFE3_E8_76.1,TFE3,1951,2527
TFE3_E8_76.2,TFE3,1245,716
TFE3_E9_76.2,TFE3,1601,3269
TFE3_E9_76.4,TFE3,1252,1228
TFE3_E9_76.5,TFE3,944,1261
TFEB_E7_76.0,TFEB,2651,3325
TFEB_E7_76.2,TFEB,946,711
TFEB_E8_76.2,TFEB,1562,761
TFEB_E8_76.3,TFEB,223,60
TFEB_E8_76.4,TFEB,1012,707
TFEB_E8_76.6,TFEB,1157,870
TFEC_E6_76.0,TFEC,2337,3536
TFEC_E6_76.1,TFEC,477,834
TFEC_E6_76.2,TFEC,977,1143
TGIF1_E2_138.0,TGIF1,800,251
TGIF1_E2_138.11,TGIF1,246,79
TGIF1_E2_138.3,TGIF1,1230,679
TGIF1_E2_138.4,TGIF1,505,1241
TGIF1_E2_138.5,TGIF1,845,538
TGIF1_E3_36.0,TGIF1,658,221
TGIF2_E2_138.12,TGIF2,1075,1064
TGIF2_E2_138.2,TGIF2,1026,1876
TGIF2_E2_138.3,TGIF2,802,806
TGIF2_E2_138.4,TGIF2,1607,2443
TGIF2_E3_36.1,TGIF2,718,603
TGIF2_E3_36.2,TGIF2,587,348
TGIF2LX_E2_171.8,TGIF2LX,1005,1200
TGIF2LY_E2_171.0,TGIF2LY,1703,2058
TGIF2LY_E2_171.10,TGIF2LY,1877,1905
TGIF2LY_E2_171.11,TGIF2LY,2731,3898
TGIF2LY_E2_171.12,TGIF2LY,1546,2187
TGIF2LY_E2_171.13,TGIF2LY,1733,3917
TGIF2LY_E2_171.4,TGIF2LY,1623,2879
THAP1_E1_62.0,THAP1,239,1
THAP1_E1_62.1,THAP1,1195,21
THAP1_E1_62.2,THAP1,342,12
THAP1_E1_62.3,THAP1,369,186
THAP1_E1_62.4,THAP1,192,9
THAP1_E2_187.11,THAP1,720,50
THAP10_E1_276.11,THAP10,719,705
THAP10_E1_276.13,THAP10,273,318
THAP10_E1_276.14,THAP10,365,264
THAP10_E1_276.15,THAP10,730,593
THAP10_E1_276.39,THAP10,1083,1258
THAP10_E1_276.40,THAP10,375,411
THAP11_E1_234.14,THAP11,255,2
THAP11_E1_234.15,THAP11,842,134
THAP11_E1_234.5,THAP11,575,12
THAP11_E1_234.6,THAP11,650,75
THAP11_E1_234.7,THAP11,473,190
THAP11_E1_234.8,THAP11,947,65
THAP2_E2_184.10,THAP2,1656,1741
THAP2_E2_184.13,THAP2,984,1935
THAP2_E2_184.3,THAP2,448,283
THAP2_E2_184.4,THAP2,276,367
THAP2_E2_184.5,THAP2,1231,1887
THAP2_E2_184.9,THAP2,751,1023
THAP3_E2_190.11,THAP3,398,750
THAP3_E2_190.12,THAP3,1650,2091
THAP3_E2_190.13,THAP3,879,652
THAP3_E2_190.4,THAP3,631,899
THAP3_E2_190.5,THAP3,583,537
THAP3_E2_190.6,THAP3,667,466
THAP4_E1_68.0,THAP4,1018,1001
THAP4_E1_68.1,THAP4,1027,1008
THAP4_E1_68.2,THAP4,633,809
THAP4_E2_196.11,THAP4,506,459
THAP4_E2_196.12,THAP4,600,535
THAP4_E2_196.14,THAP4,891,1663
THAP5_E1_74.0,THAP5,613,1559
THAP5_E1_74.1,THAP5,509,434
THAP5_E1_74.2,THAP5,569,472
THAP5_E1_74.4,THAP5,213,321
THAP5_E1_74.5,THAP5,810,898
THAP5_E2_187.2,THAP5,876,554
THAP6_E2_74.1,THAP6,799,1157
THAP6_E2_74.3,THAP6,621,627
THAP6_E3_202.3,THAP6,1207,1530
THAP6_E3_202.4,THAP6,1740,2493
THAP6_E3_202.5,THAP6,1607,1845
THAP6_E3_202.7,THAP6,594,734
THAP7_E1_71.2,THAP7,333,108
THAP7_E1_71.5,THAP7,371,395
THAP7_E2_156.19,THAP7,737,816
THAP7_E2_156.2,THAP7,663,353
THAP7_E2_156.20,THAP7,792,2572
THAP7_E2_156.21,THAP7,615,577
THAP7_E2_156.30,THAP7,996,1086
THAP8_E1_77.2,THAP8,528,784
THAP8_E1_77.3,THAP8,1256,1997
THAP8_E1_77.6,THAP8,446,449
THAP8_E2_187.11,THAP8,551,415
THAP8_E2_187.24,THAP8,937,768
THAP8_E2_187.33,THAP8,713,282
THAP9_E1_74.3,THAP9,478,591
THAP9_E1_74.5,THAP9,935,1277
THAP9_E2_184.1,THAP9,1102,1513
THAP9_E2_184.15,THAP9,6,56
THAP9_E2_184.16,THAP9,530,349
THAP9_E2_184.3,THAP9,939,762
THRA_E4_69.0,THRA,948,1039
THRA_E4_69.1,THRA,873,966
THRA_E4_69.2,THRA,879,1508
THRA_E5_148.0,THRA,1131,1281
THRA_E5_148.1,THRA,1125,1186
THRA_E6_44.1,THRA,542,323
THRA_E6_44.2,THRA,228,33
THRB_E5_69.2,THRB,662,1120
THRB_E5_69.4,THRB,788,1047
THRB_E5_69.5,THRB,512,618
THRB_E6_148.1,THRB,843,1272
TLX1_E2_167.10,TLX1,318,248
TLX1_E2_167.12,TLX1,1538,2862
TLX1_E2_167.13,TLX1,465,534
TLX1_E2_167.25,TLX1,804,839
TLX1_E2_167.5,TLX1,410,582
TLX1_E2_167.9,TLX1,1426,1794
TLX2_E2_167.11,TLX2,1317,1133
TLX2_E2_167.12,TLX2,348,647
TLX2_E2_167.13,TLX2,783,967
TLX2_E2_167.14,TLX2,200,161
TLX2_E2_167.15,TLX2,1304,1310
TLX2_E2_167.16,TLX2,1242,2427
TLX3_E2_167.0,TLX3,867,795
TLX3_E2_167.13,TLX3,828,1280
TLX3_E2_167.15,TLX3,808,933
TLX3_E2_167.16,TLX3,358,734
TLX3_E2_167.26,TLX3,699,901
TLX3_E2_167.8,TLX3,1096,1503
TOX_E5_147.10,TOX,1408,1789
TOX_E5_147.11,TOX,1455,2179
TOX_E5_147.15,TOX,248,435
TOX_E5_147.2,TOX,2837,3388
TOX_E5_147.3,TOX,497,624
TOX_E5_147.8,TOX,1098,1159
TOX2_E5_144.12,TOX2,574,572
TOX2_E5_144.13,TOX2,1489,2952
TOX2_E5_144.14,TOX2,275,140
TOX2_E5_144.2,TOX2,1628,1283
TOX2_E5_144.20,TOX2,1437,1484
TOX2_E5_144.4,TOX2,528,668
TOX2_E6_54.2,TOX2,438,319
TOX3_E5_144.10,TOX3,1179,1438
TOX3_E5_144.13,TOX3,3281,3431
TOX3_E5_144.3,TOX3,1154,1511
TOX3_E5_144.6,TOX3,686,1055
TOX3_E5_144.8,TOX3,532,899
TOX3_E5_144.9,TOX3,1575,2486
TOX4_E5_144.0,TOX4,2102,2592
TOX4_E5_144.1,TOX4,1770,438
TOX4_E5_144.2,TOX4,1046,168
TOX4_E5_144.4,TOX4,1021,931
TOX4_E5_144.8,TOX4,814,686
TP53_E5_184.10,TP53,813,22960
TP53_E5_184.16,TP53,975,9788
TP53_E5_184.17,TP53,451,13606
TP53_E5_184.18,TP53,240,9052
TP53_E5_184.4,TP53,1624,48386
TP53_E5_184.8,TP53,438,2767
TP63_E4_51.0,TP63,686,981
TP63_E4_51.1,TP63,1078,1274
TP63_E4_51.3,TP63,111,107
TP63_E5_187.4,TP63,1049,1198
TP63_E5_187.7,TP63,1076,1328
TP63_E6_116.0,TP63,1794,3013
TP63_E8_82.10,TP63,531,832
TP63_E8_82.11,TP63,424,677
TP73_E4_51.2,TP73,693,388
TP73_E5_187.10,TP73,143,96
TP73_E5_187.11,TP73,214,118
TP73_E5_187.12,TP73,160,175
TP73_E5_187.33,TP73,548,451
TP73_E5_187.9,TP73,547,1027
TP73_E7_110.5,TP73,784,719
TRERF1_E14_81.1,TRERF1,1138,1910
TRERF1_E15_54.0,TRERF1,687,143
TRERF1_E15_54.1,TRERF1,1694,370
TRERF1_E15_54.2,TRERF1,1196,49
TRERF1_E17_212.23,TRERF1,367,164
TRERF1_E17_212.27,TRERF1,1560,161
TRERF1_E7_69.3,TRERF1,625,72
TRERF1_E7_69.4,TRERF1,1020,128
TRPS1_E6_102.3,TRPS1,810,920
TRPS1_E6_102.4,TRPS1,1851,3739
TRPS1_E6_102.5,TRPS1,547,876
TRPS1_E6_102.7,TRPS1,870,962
TRPS1_E7_69.1,TRPS1,1378,1762
TRPS1_E7_69.2,TRPS1,1235,2671
TSC22D1_E3_138.1,TSC22D1,1491,1976
TSC22D1_E3_138.4,TSC22D1,428,428
TSC22D1_E3_138.5,TSC22D1,1895,1244
TSC22D1_E3_138.6,TSC22D1,1404,2480
TSC22D1_E3_138.7,TSC22D1,878,2277
TSC22D1_E3_138.9,TSC22D1,883,772
TSC22D2_E4_168.0,TSC22D2,700,355
TSC22D2_E4_168.1,TSC22D2,1256,1284
TSC22D2_E4_168.2,TSC22D2,1848,1908
TSC22D2_E4_168.3,TSC22D2,464,701
TSC22D2_E4_168.4,TSC22D2,1453,3018
TSC22D3_E3_168.12,TSC22D3,565,921
TSC22D3_E3_168.13,TSC22D3,891,1141
TSC22D3_E3_168.14,TSC22D3,540,865
TSC22D3_E3_168.15,TSC22D3,488,658
TSC22D3_E3_168.17,TSC22D3,540,1137
TSC22D3_E3_168.6,TSC22D3,830,871
TSC22D4_E5_162.1,TSC22D4,552,405
TSC22D4_E5_162.13,TSC22D4,60,49
TSC22D4_E5_162.2,TSC22D4,898,522
TSC22D4_E5_162.25,TSC22D4,705,630
TSC22D4_E5_162.27,TSC22D4,774,324
TSC22D4_E5_162.3,TSC22D4,820,1234
TSHZ1_E2_221.3,TSHZ1,513,1030
TSHZ1_E2_221.31,TSHZ1,533,1203
TSHZ1_E2_221.32,TSHZ1,635,726
TSHZ1_E2_221.33,TSHZ1,969,1119
TSHZ1_E2_221.7,TSHZ1,1392,2442
TSHZ1_E2_221.9,TSHZ1,1252,1275
TSHZ3_E2_207.12,TSHZ3,1099,1437
TSHZ3_E2_207.19,TSHZ3,1449,1935
TSHZ3_E2_207.20,TSHZ3,900,845
TSHZ3_E2_207.21,TSHZ3,1490,1476
TSHZ3_E2_207.30,TSHZ3,743,849
TSHZ3_E2_207.6,TSHZ3,530,382
TTF1_E6_130.10,TTF1,1496,197
TTF1_E6_130.11,TTF1,552,134
TTF1_E6_130.12,TTF1,660,6
TTF1_E6_130.3,TTF1,791,91
TTF1_E6_130.6,TTF1,869,87
TTF1_E7_44.0,TTF1,1531,62
TUB_E10_118.4,TUB,481,386
TUB_E11_99.8,TUB,1224,992
TUB_E12_172.0,TUB,1240,1332
TUB_E12_172.5,TUB,1508,1446
TUB_E13_113.10,TUB,1773,1551
TUB_E8_114.19,TUB,1008,2276
TUB_E9_113.1,TUB,1769,1122
TUB_E9_113.3,TUB,1957,1184
TULP1_E10_108.16,TULP1,1598,1376
TULP1_E11_113.1,TULP1,834,498
TULP1_E11_113.12,TULP1,594,405
TULP1_E13_99.11,TULP1,615,892
TULP1_E13_99.12,TULP1,1141,684
TULP1_E13_99.9,TULP1,762,467
TULP1_E15_113.1,TULP1,457,751
TULP1_E15_113.14,TULP1,1150,968
TULP2_E10_115.16,TULP2,932,1104
TULP2_E12_172.0,TULP2,1197,1215
TULP2_E12_172.1,TULP2,2146,1762
TULP2_E13_113.2,TULP2,661,353
TULP2_E8_114.1,TULP2,757,1687
TULP2_E8_114.13,TULP2,349,376
TULP2_E9_113.6,TULP2,1050,1467
TULP2_E9_113.8,TULP2,499,663
TULP3_E10_172.13,TULP3,1312,1223
TULP3_E10_172.5,TULP3,992,759
TULP3_E11_113.2,TULP3,305,787
TULP3_E6_114.2,TULP3,981,980
TULP3_E6_114.3,TULP3,1702,2400
TULP3_E7_113.1,TULP3,456,562
TULP3_E8_115.16,TULP3,263,252
TULP3_E8_115.18,TULP3,795,753
TULP4_E13_120.16,TULP4,1294,1267
TULP4_E13_120.19,TULP4,631,1271
TULP4_E13_120.6,TULP4,719,639
TULP4_E14_114.1,TULP4,929,2165
TULP4_E14_114.3,TULP4,1116,759
TULP4_E14_114.9,TULP4,716,1018
TWIST1_E1_168.17,TWIST1,515,938
TWIST1_E1_168.18,TWIST1,330,691
TWIST1_E1_168.2,TWIST1,779,1140
TWIST1_E1_168.21,TWIST1,151,255
TWIST1_E1_168.3,TWIST1,751,479
TWIST1_E1_168.9,TWIST1,788,570
TWIST2_Ex_176.0,TWIST2,661,2313
TWIST2_Ex_176.1,TWIST2,723,751
TWIST2_Ex_176.14,TWIST2,531,760
TWIST2_Ex_176.15,TWIST2,473,598
TWIST2_Ex_176.16,TWIST2,563,1115
TWIST2_Ex_176.8,TWIST2,759,1181
UBP1_E2_152.2,UBP1,583,408
UBP1_E3_77.0,UBP1,473,682
UBP1_E3_77.2,UBP1,920,1337
UBP1_E4_106.4,UBP1,274,185
UBP1_E4_106.7,UBP1,2174,1676
UBP1_E5_107.7,UBP1,766,842
UBP1_E6_153.10,UBP1,1,1
UBP1_E6_153.2,UBP1,1585,2429
UBTF_E10_142.10,UBTF,1580,790
UBTF_E12_114.3,UBTF,722,61
UBTF_E17_178.19,UBTF,720,1197
UBTF_E17_178.8,UBTF,1403,28
UBTF_E5_141.13,UBTF,1447,1249
UBTF_E8_111.15,UBTF,2129,216
UBTF_E9_134.4,UBTF,1688,88
UBTF_E9_134.9,UBTF,365,328
UBTFL1_E1_558.0,UBTFL1,1875,3507
UBTFL1_E1_558.21,UBTFL1,1727,3510
UBTFL1_E1_558.63,UBTFL1,798,1105
UBTFL1_E1_558.64,UBTFL1,701,1049
UBTFL1_E1_558.65,UBTFL1,373,823
UBTFL1_E1_558.9,UBTFL1,1257,1766
UNCX_E2_135.0,UNCX,2205,2135
UNCX_E2_135.1,UNCX,1214,2102
UNCX_E2_135.10,UNCX,627,1098
UNCX_E2_135.11,UNCX,455,966
UNCX_E2_135.12,UNCX,895,845
UNCX_E2_135.6,UNCX,836,1143
USF1_E10_63.0,USF1,605,374
USF1_E10_63.2,USF1,593,237
USF1_E9_95.0,USF1,1228,1160
USF1_E9_95.1,USF1,726,470
USF1_E9_95.2,USF1,1082,1048
USF1_E9_95.5,USF1,1449,1000
USF1_E9_95.6,USF1,1008,307
USF1_E9_95.7,USF1,916,795
USF2_E8_95.3,USF2,493,333
USF2_E8_95.4,USF2,681,1567
USF2_E9_63.1,USF2,1424,1027
USF2_E9_63.3,USF2,641,196
USF2_E9_63.4,USF2,559,220
USF2_E9_63.5,USF2,701,484
VAX1_E1_46.0,VAX1,397,690
VAX1_E1_46.1,VAX1,1,1
VAX1_E2_188.19,VAX1,1255,641
VAX1_E2_188.23,VAX1,660,706
VAX1_E2_188.24,VAX1,764,1046
VAX1_E3_123.10,VAX1,1113,1039
VAX1_E3_123.7,VAX1,266,211
VAX2_E2_129.0,VAX2,492,1071
VAX2_E2_129.10,VAX2,1233,1072
VAX2_E2_129.11,VAX2,500,391
VAX2_E2_129.4,VAX2,1482,1981
VAX2_E2_129.5,VAX2,629,763
VAX2_E2_129.9,VAX2,723,1072
VAX2_E3_48.0,VAX2,842,975
VDR_E3_101.1,VDR,452,258
VDR_E3_101.13,VDR,326,300
VDR_E3_101.2,VDR,852,1050
VDR_E4_131.10,VDR,538,855
VDR_E4_131.16,VDR,760,446
VDR_E4_131.17,VDR,1356,868
VENTX_E2_129.2,VENTX,1300,1666
VENTX_E2_129.26,VENTX,878,719
VENTX_E2_129.3,VENTX,982,497
VENTX_E2_129.4,VENTX,1046,893
VENTX_E3_48.0,VENTX,1528,2615
VENTX_E3_48.2,VENTX,721,841
VEZF1_E2_78.0,VEZF1,1180,610
VEZF1_E2_78.1,VEZF1,1998,2545
VEZF1_E2_78.2,VEZF1,1604,2611
VEZF1_E2_78.3,VEZF1,2588,3051
VEZF1_E2_78.4,VEZF1,950,1269
VEZF1_E2_78.5,VEZF1,1267,2043
VSX1_E3_124.10,VSX1,855,891
VSX1_E3_124.11,VSX1,1463,983
VSX1_E3_124.4,VSX1,600,593
VSX1_E3_124.9,VSX1,1671,3072
VSX1_E4_42.2,VSX1,411,1004
VSX1_E4_42.3,VSX1,762,1233
VSX2_E3_123.12,VSX2,420,899
VSX2_E3_123.13,VSX2,197,150
VSX2_E3_123.3,VSX2,643,794
VSX2_E4_42.0,VSX2,1118,1933
VSX2_E4_42.4,VSX2,1289,1097
VSX2_E4_42.5,VSX2,434,820
WHSC1_E7_39.0,WHSC1,2125,3348
WHSC1_E8_111.0,WHSC1,503,197
WHSC1_E8_111.1,WHSC1,785,589
WHSC1_E8_111.2,WHSC1,623,163
WHSC1_E8_111.4,WHSC1,1372,1832
WHSC1_E8_111.5,WHSC1,656,400
