sgRNA,Gene,DLD1__Ts2.8_D0,DLD1__Ts2.8_D10
SCAF11_4392.75,SCAF11,981,1476
SCAF11_4392.284,SCAF11,550,820
TRIM37_2895.1,TRIM37,1888,2013
TRIM37_2895.3,TRIM37,483,422
TRIM37_2895.251,TRIM37,814,439
TRIM37_2895.250,TRIM37,1797,1620
TRIM37_2895.249,TRIM37,999,941
TRIM37_2895.4,TRIM37,1827,1306
TRIM37_2895.242,TRIM37,2263,1627
TRIM37_2895.24,TRIM37,500,424
TRIM37_2895.41,TRIM37,431,334
TRIM51_1359.139,TRIM51,726,515
TRIM51_1359.138,TRIM51,1716,1602
TRIM51_1359.5,TRIM51,424,328
TRIM51_1359.136,TRIM51,849,476
TRIM51_1359.7,TRIM51,1249,1467
TRIM51_1359.25,TRIM51,509,244
TRIM51_1359.29,TRIM51,987,1011
TRIM51_1359.50,TRIM51,1024,974
TRIM51_1359.64,TRIM51,682,881
TRIM60_1416.119,TRIM60,1584,1956
TRIM60_1416.116,TRIM60,429,774
TRIM60_1416.115,TRIM60,965,1351
TRIM60_1416.4,TRIM60,649,804
TRIM60_1416.112,TRIM60,775,766
TRIM60_1416.109,TRIM60,558,684
TRIM60_1416.108,TRIM60,401,593
TRIM60_1416.96,TRIM60,1781,2106
TRIM60_1416.14,TRIM60,1121,1467
TRIM60_1416.32,TRIM60,1531,1832
TRIM61_630.59,TRIM61,333,263
TRIM61_630.58,TRIM61,736,846
TRIM61_630.57,TRIM61,495,459
TRIM61_630.56,TRIM61,721,671
TRIM64C_1353.0,TRIM64C,1485,335
TRIM64C_1353.137,TRIM64C,485,601
TRIM64C_1353.136,TRIM64C,1144,1344
TRIM64C_1353.1,TRIM64C,988,1329
TRIM64C_1353.130,TRIM64C,162,119
TRIM64C_1353.129,TRIM64C,1463,2099
TRIM64C_1353.25,TRIM64C,1042,1384
TRIM64C_1353.48,TRIM64C,577,353
TTC3_6078.41,TTC3,983,1206
TTC3_6078.484,TTC3,1264,1266
TTC3_6078.71,TTC3,1471,2097
TTC3_6078.274,TTC3,1037,1377
TTC3_6078.249,TTC3,1272,1357
TTC3_6078.273,TTC3,906,1510
TTC3_6078.255,TTC3,1225,1887
TTC3_6078.258,TTC3,347,650
TTC3_6078.259,TTC3,798,916
UHRF2_2409.7,UHRF2,593,708
UHRF2_2409.218,UHRF2,1443,2067
UHRF2_2409.195,UHRF2,2810,4366
UHRF2_2409.90,UHRF2,1490,2049
UHRF2_2409.128,UHRF2,782,1081
UHRF2_2409.146,UHRF2,756,781
UHRF2_2409.129,UHRF2,1343,1650
UHRF2_2409.144,UHRF2,297,413
UHRF2_2409.142,UHRF2,761,1035
UHRF2_2409.140,UHRF2,1262,1545
UHRF2_2409.136,UHRF2,367,446
VPS18_2922.89,VPS18,355,131
VPS18_2922.103,VPS18,486,145
VPS18_2922.454,VPS18,557,448
VPS18_2922.182,VPS18,337,125
VPS18_2922.189,VPS18,1109,574
VPS18_2922.197,VPS18,1053,469
VPS18_2922.203,VPS18,456,218
VPS8_4287.357,VPS8,1754,1967
VPS8_4287.97,VPS8,1,1
VPS8_4287.107,VPS8,1122,1337
VPS8_4287.171,VPS8,792,988
VPS8_4287.220,VPS8,1740,2161
VPS8_4287.219,VPS8,955,1279
VPS8_4287.218,VPS8,1332,1631
ZFP36_999.24,ZFP36,869,1004
ZFP36_999.26,ZFP36,482,464
ZFP36_999.29,ZFP36,713,940
ZFP36_999.30,ZFP36,744,974
ZFP36_999.189,ZFP36,720,714
ZFP36_999.181,ZFP36,956,898
ZFP36_999.36,ZFP36,2858,3454
ZFP36_999.178,ZFP36,282,270
ZFP36_999.175,ZFP36,598,719
ZFP36L1_1017.220,ZFP36L1,706,871
ZFP36L1_1017.214,ZFP36L1,566,904
ZFP36L1_1017.198,ZFP36L1,260,443
ZFP36L1_1017.32,ZFP36L1,506,725
ZFP36L1_1017.182,ZFP36L1,1437,1857
ZFP36L1_1017.180,ZFP36L1,3129,4256
ZFP36L1_1017.167,ZFP36L1,349,413
ZFP36L1_1224.189,ZFP36L1,416,295
ZFP36L2_1485.6,ZFP36L2,665,863
ZFP36L2_1485.13,ZFP36L2,284,471
ZFP36L2_1485.292,ZFP36L2,506,557
ZFP36L2_1485.43,ZFP36L2,432,508
ZFP36L2_1485.44,ZFP36L2,1003,1543
ZFP36L2_1485.270,ZFP36L2,620,747
ZFP36L2_1485.269,ZFP36L2,848,1038
ZFP36L2_1485.46,ZFP36L2,496,835
ZFP36L2_1485.265,ZFP36L2,471,708
ZFP36L2_1485.262,ZFP36L2,1175,2129
ZFP36L2_1485.50,ZFP36L2,878,957
ZFP36L2_1485.254,ZFP36L2,583,818
ZFPL1_933.62,ZFPL1,1270,1374
ZFPL1_933.83,ZFPL1,473,432
ZNF598_2715.605,ZNF598,894,846
ZNF598_2715.33,ZNF598,680,588
ZNF598_2715.47,ZNF598,718,474
ZNF598_2715.530,ZNF598,386,278
ZNF598_2715.520,ZNF598,1,1
ZNF598_2715.119,ZNF598,519,532
ZNF598_2715.470,ZNF598,727,447
ZNF598_2715.145,ZNF598,448,368
ZNF645_1278.12,ZNF645,793,939
ZNF645_1278.118,ZNF645,1105,1513
ZNF645_1278.117,ZNF645,1140,1751
ZNF645_1278.14,ZNF645,856,1110
ZNF645_1278.16,ZNF645,778,850
ZNF645_1278.114,ZNF645,774,977
ZNRF2_729.81,ZNRF2,892,1397
ZNRF2_729.77,ZNRF2,964,1307
ZNRF2_729.80,ZNRF2,1356,1489
ZNRF2_729.78,ZNRF2,1498,1879
MSL2_1734.150,MSL2,1236,1135
MSL2_1734.147,MSL2,1078,1038
MSL2_1734.146,MSL2,1005,731
MSL2_1734.4,MSL2,986,767
MSL2_1734.142,MSL2,1484,1532
MSL2_1734.141,MSL2,1613,1485
MSL2_1734.45,MSL2,1527,2086
MSL2_1734.74,MSL2,1254,1139
RNF144A_879.5,RNF144A,558,817
RNF144A_879.119,RNF144A,878,859
RNF144A_879.118,RNF144A,994,1438
RNF144A_879.8,RNF144A,752,1065
RNF144A_879.14,RNF144A,1013,1198
RNF144A_879.16,RNF144A,630,975
RNF144A_879.101,RNF144A,97,194
RNF144A_879.99,RNF144A,209,288
RNF144A_879.21,RNF144A,152,215
RNF144A_879.89,RNF144A,721,821
RNF144A_879.85,RNF144A,376,295
RNF144A_879.74,RNF144A,954,1400
RNF144A_879.70,RNF144A,1083,1675
RNF144A_879.31,RNF144A,434,552
RNF144A_879.33,RNF144A,1200,1459
RNF144A_879.36,RNF144A,1319,1809
RNF144A_879.50,RNF144A,538,557
RNF144B_912.109,RNF144B,1302,1852
RNF144B_912.4,RNF144B,684,720
RNF144B_912.105,RNF144B,456,688
RNF144B_912.6,RNF144B,713,960
RNF144B_912.102,RNF144B,1244,1610
RNF144B_912.15,RNF144B,1507,2157
RNF144B_912.92,RNF144B,468,649
RNF144B_912.88,RNF144B,518,474
RNF144B_912.18,RNF144B,1196,1309
RNF144B_912.82,RNF144B,913,889
RNF144B_912.22,RNF144B,342,494
RNF144B_912.68,RNF144B,1243,1679
RNF144B_912.66,RNF144B,648,788
RNF144B_912.28,RNF144B,814,1214
RNF144B_912.43,RNF144B,653,915
RNF208_786.119,RNF208,695,760
RNF208_786.116,RNF208,541,758
RNF208_786.113,RNF208,530,518
RNF208_786.112,RNF208,466,638
RNF208_786.108,RNF208,949,726
RNF208_786.105,RNF208,701,1010
RNF208_786.99,RNF208,340,437
RNF216_2772.93,RNF216,349,380
RNF216_2772.229,RNF216,873,735
RNF216_2772.219,RNF216,809,1048
RNF216_2772.108,RNF216,579,732
RNF216_2772.110,RNF216,758,755
RNF216_2772.213,RNF216,776,847
RNF216_2772.211,RNF216,745,842
RNFT1_1308.81,RNFT1,1445,1309
RNFT1_1308.37,RNFT1,1566,2375
RNFT1_1308.75,RNFT1,1448,1539
RNFT1_1308.45,RNFT1,756,1314
RNFT1_1308.52,RNFT1,537,565
RNFT1_1308.60,RNFT1,1431,1986
RNFT1_1308.66,RNFT1,1171,1152
RNFT1_1,RNFT1,1391,2501
TRAF6_1,TRAF6,706,911
TRAF6_2,TRAF6,1223,1849
TRAF6_3,TRAF6,819,1030
TRAF6_4,TRAF6,458,495
TRAF6_1569.169,TRAF6,972,1123
TRAF6_1569.168,TRAF6,576,313
TRAF6_1569.16,TRAF6,1228,1276
TRAF6_1569.156,TRAF6,1180,1525
TRAF6_1569.141,TRAF6,1315,1496
TRAF6_1569.140,TRAF6,285,346
TRAF6_1569.138,TRAF6,1908,2143
TRAF6_1569.31,TRAF6,1988,2850
TRAF6_1569.50,TRAF6,867,1153
TRAF6_1569.111,TRAF6,629,641
TRAF6_1569.108,TRAF6,845,833
TRAF6_1569.99,TRAF6,696,664
TRAF7_1,TRAF7,136,265
TRAF7_2,TRAF7,714,828
TRAF7_3,TRAF7,1407,2041
TRAF7_4,TRAF7,393,533
TRAF7_2013.24,TRAF7,592,692
TRAF7_2013.25,TRAF7,844,586
TRAF7_2013.275,TRAF7,443,371
TRAF7_2013.268,TRAF7,889,894
TRAF7_2013.261,TRAF7,976,920
TRAF7_2013.64,TRAF7,950,1173
TRAF7_2013.67,TRAF7,680,486
TRAF7_2013.247,TRAF7,645,575
TRAF7_2013.243,TRAF7,644,556
TRAF7_2013.93,TRAF7,888,888
TRAF7_2013.103,TRAF7,607,647
TRAF7_2013.213,TRAF7,1054,1062
TRAF7_2013.212,TRAF7,519,563
TRAF7_2013.210,TRAF7,544,536
TRAF7_2013.202,TRAF7,421,602
TRAF7_2013.197,TRAF7,1,1
TRAF7_2013.187,TRAF7,1038,1147
TRAF7_2013.178,TRAF7,607,475
TRAF7_2013.164,TRAF7,501,473
TRIM14_1329.10,TRIM14,102,193
TRIM14_1329.11,TRIM14,207,138
TRIM14_1329.220,TRIM14,291,257
TRIM14_1329.12,TRIM14,456,467
TRIM14_1329.14,TRIM14,658,800
TRIM14_1329.16,TRIM14,839,1140
TRIM14_1329.162,TRIM14,431,546
TRIM14_1329.55,TRIM14,428,495
TRIM14_1329.157,TRIM14,596,679
TRIM14_1329.75,TRIM14,107,55
TRIM14_1329.132,TRIM14,194,227
TRIM16_1695.254,TRIM16,1308,1894
TRIM16_1695.30,TRIM16,853,1049
TRIM16_1695.31,TRIM16,439,654
TRIM16_1695.245,TRIM16,453,659
TRIM16_1695.236,TRIM16,846,1059
TRIM16_1695.34,TRIM16,951,1150
TRIM16_1695.36,TRIM16,1554,1854
TRIM16_1695.207,TRIM16,1045,1307
TRIM16_1695.84,TRIM16,1116,1208
TRIM16_1695.109,TRIM16,279,202
TRIM16_1695.159,TRIM16,602,737
TRIM42_2172.249,TRIM42,729,860
TRIM42_2172.247,TRIM42,890,1102
TRIM42_2172.244,TRIM42,449,596
TRIM42_2172.242,TRIM42,598,568
TRIM42_2172.16,TRIM42,163,215
TRIM42_2172.237,TRIM42,619,628
TRIM42_2172.206,TRIM42,515,573
TRIM42_2172.203,TRIM42,531,714
TRIM42_2172.200,TRIM42,1368,1730
TRIM42_2172.38,TRIM42,633,827
TRIM42_2172.44,TRIM42,1193,1348
TRIM42_2172.113,TRIM42,1202,1839
TRIM42_2172.110,TRIM42,1230,1560
TRIM42_2172.182,TRIM42,991,1373
TRIM43_1341.160,TRIM43,479,308
TRIM43_1341.1,TRIM43,621,487
TRIM43_1341.27,TRIM43,940,1098
TRIM43_1341.29,TRIM43,687,789
TRIM43_1,TRIM43,388,480
TRIM43_2,TRIM43,954,1117
TRIM43_3,TRIM43,944,1144
TRIM43_4,TRIM43,1106,944
TRIM43_5,TRIM43,1531,2114
TRIM43_6,TRIM43,727,456
TRIM44_1035.57,TRIM44,1290,1121
TRIM44_1035.122,TRIM44,1799,1890
TRIM44_1035.121,TRIM44,1215,1465
TRIM44_1035.119,TRIM44,535,613
TRIM44_1035.118,TRIM44,584,603
TRIM44_1035.65,TRIM44,941,741
TRIM45_1689.270,TRIM45,747,537
TRIM45_1689.265,TRIM45,1012,1037
TRIM45_1689.263,TRIM45,449,493
TRIM45_1689.16,TRIM45,846,1027
TRIM45_1689.19,TRIM45,438,462
TRIM45_1689.21,TRIM45,648,563
TRIM45_1689.261,TRIM45,566,663
TRIM45_1689.22,TRIM45,876,1082
TRIM45_1689.234,TRIM45,418,434
TRIM45_1689.231,TRIM45,798,1022
TRIM45_1689.228,TRIM45,759,808
TRIM45_1689.220,TRIM45,1201,578
TRIM45_1689.209,TRIM45,1070,1218
TRIM45_1689.201,TRIM45,612,556
TRIM45_1689.186,TRIM45,577,837
TRIM45_1689.117,TRIM45,982,1182
TRIM48_675.0,TRIM48,1369,1421
TRIM48_675.72,TRIM48,412,226
TRIM48_675.13,TRIM48,1164,1290
TRIM48_1,TRIM48,844,703
TRIM49B_1359.134,TRIM49B,1597,166
TRIM49B_1359.133,TRIM49B,647,862
TRIM49B_1359.53,TRIM49B,623,370
TRIM49B_1359.92,TRIM49B,655,548
TRIM49B_1359.71,TRIM49B,557,423
TRIM49B_1,TRIM49B,1932,1499
TRIM49B_2,TRIM49B,706,519
TRIM49B_3,TRIM49B,1412,526
TRIM49B_4,TRIM49B,1226,1198
TRIM71_2607.2,TRIM71,458,483
TRIM71_2607.495,TRIM71,223,262
TRIM71_2607.492,TRIM71,319,400
TRIM71_2607.6,TRIM71,721,790
TRIM71_2607.478,TRIM71,138,118
TRIM71_2607.21,TRIM71,208,307
TRIM71_2607.390,TRIM71,2033,3334
TRIM71_2607.74,TRIM71,594,616
TRIM71_2607.389,TRIM71,1528,1433
TRIM71_2607.378,TRIM71,654,821
TRIM71_2607.106,TRIM71,676,1006
TRIM71_2607.365,TRIM71,261,416
VPS41_2565.102,VPS41,1229,1299
VPS41_2565.173,VPS41,2097,1983
VPS41_2565.170,VPS41,882,949
VPS41_2565.163,VPS41,1830,1592
VPS41_2565.110,VPS41,776,593
VPS41_2565.123,VPS41,1359,1376
VPS41_2565.141,VPS41,552,676
VPS41_2565.125,VPS41,731,756
VPS41_2565.126,VPS41,738,1061
VPS41_2565.28,VPS41,791,495
VPS41_2565.35,VPS41,651,375
TRIM49_1,TRIM49,741,625
TRIM49_2,TRIM49,2158,2016
TRIM49_3,TRIM49,1932,1499
TRIM49_4,TRIM49,845,412
TRIM49_5,TRIM49,1035,277
TRIM49_6,TRIM49,970,669
TRIM49_7,TRIM49,470,115
TRIM49_8,TRIM49,1347,555
TRIM49D1_1,TRIM49D1,328,338
TRIM49D1_2,TRIM49D1,1158,1338
TRIM49D1_3,TRIM49D1,1656,914
TRIM49D1_4,TRIM49D1,903,586
TRIM49D1_5,TRIM49D1,253,1
TRIM49D1_6,TRIM49D1,212,75
TRIM64_1350.133,TRIM64,1086,1809
TRIM64_1350.132,TRIM64,1014,1222
TRIM64_1,TRIM64,1,1
TRIM64_2,TRIM64,986,610
TRIM64_3,TRIM64,1061,1025
TRIM64B_1,TRIM64B,204,187
TRIM64B_2,TRIM64B,704,433
TRIM73_1,TRIM73,1500,1355
TRIM73_2,TRIM73,2030,1714
TRIM73_3,TRIM73,713,594
TRIM73_4,TRIM73,270,190
TRIM73_5,TRIM73,995,777
TRIM73_6,TRIM73,581,526
TRIM73_7,TRIM73,348,118
TRIM73_8,TRIM73,404,227
UHRF1_1,UHRF1,725,683
UHRF1_2,UHRF1,444,510
UHRF1_3,UHRF1,720,33
UHRF1_4,UHRF1,43,3
UHRF1_5,UHRF1,139,229
UHRF1_6,UHRF1,395,16
UHRF1_7,UHRF1,523,759
UHRF1_8,UHRF1,739,994
UHRF1_9,UHRF1,251,7
UHRF1_10,UHRF1,429,118
UHRF1_11,UHRF1,727,208
UHRF1_12,UHRF1,309,13
UHRF1_2381.359,UHRF1,516,48
UHRF1_2381.355,UHRF1,845,170
XIAP_1,XIAP,967,1080
XIAP_2,XIAP,1204,1422
XIAP_3,XIAP,760,1298
XIAP_1494.4,XIAP,469,702
XIAP_1494.117,XIAP,849,907
XIAP_1494.10,XIAP,707,858
XIAP_1494.102,XIAP,452,504
XIAP_1494.25,XIAP,941,1118
XIAP_1494.96,XIAP,1174,1201
XIAP_1494.61,XIAP,654,639
XIAP_1494.63,XIAP,1233,1674
XIAP_1494.40,XIAP,1414,2247
RNF5_1,RNF5,1133,1605
RNF5_2,RNF5,1916,2313
RNF5_3,RNF5,1302,1566
RNF5_4,RNF5,1114,1790
RNF5_5,RNF5,931,1265
RNF5_6,RNF5,343,255
RNF5_543.73,RNF5,615,636
NFX1_3366.71,NFX1,845,722
NFX1_3366.72,NFX1,1037,854
NFX1_3366.360,NFX1,839,875
NFX1_3366.358,NFX1,716,874
NFX1_3366.355,NFX1,1308,1096
NFX1_3366.117,NFX1,401,620
NFX1_3366.289,NFX1,2226,2485
NFX1_3366.173,NFX1,328,306
NFX1_3366.214,NFX1,338,316
PCGF6_1053.93,PCGF6,828,911
PCGF6_1053.91,PCGF6,2115,3030
PCGF6_1,PCGF6,1442,2514
RAD18_1,RAD18,1492,2121
RAD18_1488.94,RAD18,1167,1572
RAD18_1488.70,RAD18,1235,1629
RAD18_1488.69,RAD18,1228,1850
RAD18_1488.25,RAD18,1069,1571
RAD18_1488.64,RAD18,1,1
RFPL4A_864.80,RFPL4A,1757,1616
RFPL4A_864.70,RFPL4A,1683,1919
RFPL4A_1,RFPL4A,458,611
RFPL4A_2,RFPL4A,2078,2127
RFPL4A_3,RFPL4A,1193,1740
RFPL4A_4,RFPL4A,765,1138
RFPL4A_5,RFPL4A,253,261
UBR3_RING_E28_111.1,UBR3,2119,2798
UBR3_RING_E28_111.5,UBR3,1,7
UBR3_RING_E28_111.8,UBR3,3129,4120
UBR3_RING_E29_62.1,UBR3,763,877
UBR3_RING_E29_62.2,UBR3,810,777
UBR3_RING_E29_62.3,UBR3,1087,1294
ZFPL1_933.184,ZFPL1,551,606
ZFPL1_933.5,ZFPL1,969,885
ZFPL1_933.178,ZFPL1,191,128
ZFPL1_933.172,ZFPL1,588,566
ZFPL1_933.8,ZFPL1,805,1050
ZFPL1_933.167,ZFPL1,331,410
ZFPL1_933.166,ZFPL1,381,434
ZFPL1_933.61,ZFPL1,217,226
ZFPL1_933.82,ZFPL1,351,327
ZNF598_2715.17,ZNF598,480,365
ZNF598_2715.20,ZNF598,282,105
ZNF598_2715.605,ZNF598,894,846
ZNF598_2715.602,ZNF598,1053,860
ZNF598_2715.601,ZNF598,733,577
ZNF598_2715.25,ZNF598,312,255
ZNF598_2715.33,ZNF598,680,588
ZNF598_2715.36,ZNF598,1412,1076
ZNF598_2715.48,ZNF598,785,673
ZNF598_2715.50,ZNF598,802,1194
ZNF598_2715.55,ZNF598,873,709
ZNF598_2715.551,ZNF598,209,215
UBA52_387.34,UBA52,879,301
UBA52_387.27,UBA52,604,19
UBA52_387.17,UBA52,1166,47
UBB_690.2,UBB,700,215
UBB_690.76,UBB,846,602
UBB_690.30,UBB,1026,1241
UBC_2058.287,UBC,1149,883
UBC_2058.236,UBC,878,440
UBC_2058.230,UBC,551,844
UBC_2058.135,UBC,844,308
PPIL2_1563.250,PPIL2,1270,27
PPIL2_1563.247,PPIL2,427,36
PPIL2_1563.246,PPIL2,367,27
PPIL2_1563.244,PPIL2,1429,584
PPIL2_1563.7,PPIL2,1161,304
PPIL2_1563.238,PPIL2,1514,547
PPIL2_1563.235,PPIL2,614,1
PPIL2_1563.229,PPIL2,366,8
PPIL2_1563.23,PPIL2,637,13
PPIL2_1563.49,PPIL2,757,148
PPIL2_1563.180,PPIL2,862,347
PPIL2_1563.57,PPIL2,502,122
PPIL2_1563.168,PPIL2,234,46
PPIL2_1563.72,PPIL2,668,3
PPIL2_1563.75,PPIL2,727,391
PPIL2_1563.84,PPIL2,899,259
PPIL2_1563.148,PPIL2,2031,195
PRPF19_1515.229,PRPF19,508,6
PRPF19_1515.2,PRPF19,827,88
PRPF19_1515.4,PRPF19,715,29
PRPF19_1515.5,PRPF19,921,3
PRPF19_1515.217,PRPF19,770,22
PRPF19_1515.216,PRPF19,395,16
PRPF19_1515.207,PRPF19,570,111
PRPF19_1515.202,PRPF19,582,18
PRPF19_1515.11,PRPF19,820,20
PRPF19_1515.163,PRPF19,610,13
PRPF19_1515.157,PRPF19,864,1289
PRPF19_1515.156,PRPF19,902,76
PRPF19_1515.152,PRPF19,924,1
PRPF19_1515.53,PRPF19,458,6
PRPF19_1515.134,PRPF19,727,1
PRPF19_1515.115,PRPF19,564,2
PRPF19_1515.110,PRPF19,984,27
STUB1_696.111,STUB1,152,62
STUB1_696.4,STUB1,426,642
STUB1_696.9,STUB1,1717,1313
STUB1_696.41,STUB1,896,940
STUB1_696.44,STUB1,286,321
STUB1_696.45,STUB1,1464,1781
STUB1_696.49,STUB1,582,662
STUB1_696.51,STUB1,958,924
STUB1_696.53,STUB1,1027,1149
STUB1_912.13,STUB1,920,916
STUB1_912.145,STUB1,324,325
STUB1_912.33,STUB1,1171,1339
UBE4A_3201.329,UBE4A,285,574
UBE4A_3201.25,UBE4A,1162,1518
UBE4A_3201.307,UBE4A,612,878
UBE4A_3201.301,UBE4A,433,714
UBE4A_3201.48,UBE4A,1069,1420
UBE4A_3201.57,UBE4A,1248,1545
UBE4A_3201.69,UBE4A,597,955
UBE4A_3201.229,UBE4A,808,1109
UBE4A_3201.198,UBE4A,1020,1327
UBE4A_3201.174,UBE4A,1101,1517
UBE4A_3201.168,UBE4A,763,928
UBE4A_3201.155,UBE4A,773,948
UBE4A_3201.148,UBE4A,1037,1281
UBE4A_3201.131,UBE4A,1615,2121
UBE4A_3201.140,UBE4A,780,1018
UBE4A_3201.137,UBE4A,323,391
UBE4B_3909.316,UBE4B,767,461
UBE4B_3909.308,UBE4B,772,672
UBE4B_3909.285,UBE4B,457,397
UBE4B_3909.123,UBE4B,713,652
UBE4B_3909.239,UBE4B,860,1221
UBE4B_3909.145,UBE4B,875,863
UBE4B_3909.160,UBE4B,729,476
UBE4B_3909.194,UBE4B,319,392
UBE4B_3909.192,UBE4B,506,385
UBE4B_3909.187,UBE4B,694,459
UBE4B_3909.184,UBE4B,624,527
UBE4B_3909.180,UBE4B,286,165
UBE4B_3909.177,UBE4B,769,569
UBE4B_3909.170,UBE4B,332,275
WDSUB1_1431.53,WDSUB1,981,1015
WDSUB1_1155.101,WDSUB1,670,1038
WDSUB1_1155.98,WDSUB1,1239,1461
WDSUB1_1155.5,WDSUB1,776,756
WDSUB1_1155.82,WDSUB1,663,678
WDSUB1_1155.80,WDSUB1,1402,2166
WDSUB1_1155.33,WDSUB1,953,1566
WDSUB1_1155.41,WDSUB1,666,1018
WDSUB1_1155.46,WDSUB1,587,545
WDSUB1_1155.62,WDSUB1,643,1141
WDSUB1_1155.56,WDSUB1,1808,2160
AREL1_2472.299,AREL1,979,1336
AREL1_2472.18,AREL1,1148,1833
AREL1_2472.24,AREL1,462,589
AREL1_2472.29,AREL1,904,1159
AREL1_2472.71,AREL1,515,532
AREL1_2472.197,AREL1,266,396
AREL1_2472.187,AREL1,481,545
AREL1_2472.94,AREL1,600,709
AREL1_2472.105,AREL1,1008,1429
AREL1_2472.161,AREL1,1744,1946
AREL1_2472.148,AREL1,202,221
AREL1_2472.138,AREL1,965,869
G2E3_1983.146,G2E3,1860,2298
G2E3_1983.22,G2E3,1920,2380
G2E3_1983.29,G2E3,1546,2161
G2E3_1983.114,G2E3,1036,1085
G2E3_1983.48,G2E3,472,640
G2E3_1983.53,G2E3,1273,1683
G2E3_1983.59,G2E3,1356,1662
G2E3_1983.100,G2E3,1087,1453
G2E3_1983.63,G2E3,888,1042
G2E3_1983.69,G2E3,917,1335
HACE1_2730.12,HACE1,5,4
HACE1_2730.18,HACE1,994,1256
HACE1_2730.213,HACE1,528,775
HACE1_2730.209,HACE1,1337,1457
HACE1_2730.75,HACE1,902,997
HACE1_2730.161,HACE1,689,1132
HACE1_2730.83,HACE1,894,1375
HACE1_2730.87,HACE1,1256,1517
HACE1_2730.151,HACE1,1111,1541
HACE1_2730.148,HACE1,770,1088
HACE1_2730.137,HACE1,1528,1895
HACE1_2730.123,HACE1,961,1219
HECTD1_7833.62,HECTD1,1356,1343
HECTD1_7833.662,HECTD1,1646,1909
HECTD1_7833.92,HECTD1,1970,1771
HECTD1_7833.173,HECTD1,699,634
HECTD1_7833.183,HECTD1,832,758
HECTD1_7833.208,HECTD1,325,314
HECTD1_7833.220,HECTD1,837,1381
HECTD1_7833.485,HECTD1,1211,1002
HECTD1_7833.475,HECTD1,1138,946
HECTD1_7833.469,HECTD1,1094,1052
HECTD1_7833.366,HECTD1,1096,1007
HECTD1_7833.450,HECTD1,901,1013
HECTD1_7833.390,HECTD1,1135,912
HECTD1_7833.407,HECTD1,836,726
HECTD1_7833.417,HECTD1,920,609
HECTD2_2343.45,HECTD2,659,697
HECTD2_2343.58,HECTD2,2047,2152
HECTD2_2343.65,HECTD2,624,720
HECTD2_2343.72,HECTD2,635,623
HECTD2_2343.82,HECTD2,521,782
HECTD2_2343.90,HECTD2,418,677
HECTD3_2586.82,HECTD3,700,676
HECTD3_2586.88,HECTD3,410,490
HECTD3_2586.97,HECTD3,945,1099
HECTD3_2586.373,HECTD3,555,452
HECTD3_2586.114,HECTD3,530,393
HECTD3_2586.307,HECTD3,525,473
HECTD3_2586.287,HECTD3,1685,1989
HECTD3_2586.184,HECTD3,310,299
HECTD3_2586.196,HECTD3,6,3
HECTD3_2586.211,HECTD3,650,769
HECTD3_2586.262,HECTD3,202,188
HECTD3_2586.244,HECTD3,1321,1468
HECTD4_12855.1471,HECTD4,1037,955
HECTD4_12855.1461,HECTD4,807,895
HECTD4_12855.416,HECTD4,565,376
HECTD4_12855.1441,HECTD4,975,1020
HECTD4_12855.435,HECTD4,625,625
HECTD4_12855.1437,HECTD4,508,509
HECTD4_12855.964,HECTD4,311,558
HECTD4_12855.947,HECTD4,490,456
HECTD4_12855.925,HECTD4,1088,1270
HECTD4_12855.907,HECTD4,525,630
HECTD4_12855.797,HECTD4,644,769
HECTD4_12855.879,HECTD4,643,785
HECTD4_12855.864,HECTD4,721,906
HECTD4_12855.832,HECTD4,771,1005
HECW1_4719.54,HECW1,1623,2456
HECW1_4719.65,HECW1,1119,1666
HECW1_4719.551,HECW1,356,280
HECW1_4719.268,HECW1,65,70
HECW1_4719.307,HECW1,390,577
HECW1_4719.445,HECW1,292,239
HECW1_4719.328,HECW1,520,731
HECW1_4719.427,HECW1,976,1094
HECW1_4719.422,HECW1,526,583
HECW1_4719.355,HECW1,191,213
HECW1_4719.375,HECW1,587,563
HECW1_4719.385,HECW1,632,632
HECW2_4719.624,HECW2,336,665
HECW2_4719.55,HECW2,1485,1421
HECW2_4719.568,HECW2,735,901
HECW2_4719.545,HECW2,696,891
HECW2_4719.514,HECW2,891,1184
HECW2_4719.501,HECW2,536,706
HECW2_4719.194,HECW2,667,713
HECW2_4719.196,HECW2,655,671
HECW2_4719.466,HECW2,1227,1636
HECW2_4719.221,HECW2,414,637
HECW2_4719.265,HECW2,987,1339
HECW2_4719.362,HECW2,639,693
HECW2_4719.350,HECW2,849,1019
HECW2_4719.296,HECW2,715,843
HECW2_4719.304,HECW2,240,255
HECW2_4719.310,HECW2,654,1145
HECW2_4719.324,HECW2,918,1395
HERC1_14586.1637,HERC1,1364,1581
HERC1_14586.93,HERC1,1009,1140
HERC1_14586.1617,HERC1,1519,1661
HERC1_14586.362,HERC1,850,1051
HERC1_14586.378,HERC1,436,417
HERC1_14586.1298,HERC1,816,989
HERC1_14586.617,HERC1,2070,2337
HERC1_14586.623,HERC1,725,914
HERC1_14586.634,HERC1,566,871
HERC1_14586.658,HERC1,706,806
HERC1_14586.1167,HERC1,926,1242
HERC1_14586.792,HERC1,2176,2614
HERC1_14586.809,HERC1,589,653
HERC1_14586.1075,HERC1,757,795
HERC1_14586.1034,HERC1,1531,1984
