sgRNA	Gene	Cont1.initial	Cont1.final
73675403	AGAP5	1933	2381
109223979	SARS	1287	50
122183276	LRRC43	427	388
63370377	SLC22A9	508	564
81204658	PRKG2	361	362
128330851	RBM28	576	185
156344676	TSACC	842	723
153543091	ATP2B3	874	741
122717875	PKIB	899	700
57015719	TAC3	544	431
154200550	C1orf189	1279	1140
16853820	RBBP7	773	603
68030588	PREX2	1426	1560
67629046	NUDT8	1706	1946
131498247	MRPL3	865	919
44457020	LRRC3	825	610
60359455	LOC729159	589	487
998800	TIMM22	809	673
38497727	EXOG	606	648
28715481	RAB34	1917	1364
46612684	LOC100132146	1727	1802
1181531	TMEM74B	1463	2106
7077375	HDHD1	2121	2191
24134284	IL22RA1	433	481
121177273	FAM72B	874	762
NA	Non-Targeting_Control-N940	1309	1275
50182007	LIMA1	661	582
206195817	FAM72A	916	1300
62356352	ASRGL1	1449	1122
122172642	IL31	1361	1271
22534724	NPIPB5	997	867
94734685	DPY19L4	2113	1678
27822434	PBK	1064	1194
36723102	SIM2	571	629
113621964	NRAP	1114	1034
NA	Non-Targeting_Control-N941	2138	3602
4475478	HDGFRP2	1605	1704
43303325	SNRK	837	772
153937773	DENND4B	832	587
3829363	C17orf85	1104	832
108514288	PNPLA8	886	765
247256710	VN1R5	1427	1558
63566400	REEP3	1302	1479
84185142	PRKACB	1334	1090
22591732	PIP4K2A	901	977
192184299	RGS18	722	793
14941694	OR7C2	2408	2712
69362903	YEATS4	906	373
69705061	SLCO5A1	1082	1076
91845807	TNKS2	758	965
123253883	C12orf65	466	332
5863108	C20orf196	1721	1941
64636271	SERTAD2	390	431
37184288	RPN2	254	81
152719580	C1orf68	1470	1693
NA	Non-Targeting_Control-N942	2331	2592
109739446	GSTM3	1154	1575
112913835	IL37	1558	1381
107687080	PAPSS1	2797	3337
78273508	CYSLTR1	1659	1838
108735641	RANBP2	448	323
176584836	CDHR2	2728	3213
7462824	SPAG11B	789	579
126690962	LMX1B	685	655
187484882	TFPI	778	695
23731087	ELAVL2	961	1219
7981148	ELAVL1	1932	1873
25096383	PABPC3	2682	2753
108173160	NPAT	495	656
181155037	OR2V2	1666	1848
111910395	CRYAB	617	695
218890327	WNT10A	572	489
165544707	LRRC52	901	1594
41811001	P3H4	706	962
96341720	MAML2	2104	2060
184363542	POLR2H	445	173
36009042	AGO3	874	834
68047568	TCIRG1	320	432
39464850	SUPT5H	1870	411
262463	ITFG3	2175	2349
4507723	HMOX2	1528	1179
8461879	STK33	909	855
154799675	LARP1	1312	1245
75931997	ASB17	1244	1890
119898467	SEC23IP	1010	971
14609542	LOC388813	1063	1163
75516846	THAP6	583	745
97570163	UBTD1	1153	1161
109452330	MICAL1	440	328
75654910	C14orf1	820	831
88431180	ZNF469	1211	981
56354794	AASDH	1521	1521
155713214	GUCY1A3	937	1205
2918195	ARSD	705	793
12002319	DKK3	998	1250
1593264	FBXL14	588	317
47978723	HUS1	2061	622
35102154	MAPRE2	1790	2029
42929544	PSG7	1598	2081
43198099	PSG4	1823	1768
42871869	PSG1	1309	1432
44945810	KLHL28	810	673
149790102	FCGR1A	762	432
101900528	ANGPTL5	1248	1477
158150528	SERAC1	1756	2039
40516233	ZNF620	1629	2187
27622982	POLR1D	813	809
38057150	EIF4EBP1	572	835
57468109	GLI1	1878	1985
14864667	NOMO1	1074	1255
218360649	CATIP	1465	1846
75635810	ANKDD1B	463	824
130091281	ALG1L2	919	889
137587037	ZMYND19	922	1378
73004026	PABPC1L2B	780	659
33937288	RXFP3	971	1187
21415809	KCNJ12	886	631
21703253	KCNJ18	1606	1963
43260091	TGM5	360	342
58410002	ZNF584	669	460
85581343	AKAP13	808	935
26385264	BTN2A2	2991	2780
5905356	NPHP4	1808	1264
13662636	TCEANC	642	944
72434351	CLPB	591	362
121628867	HAS2	496	562
120075905	RHOXF2B	457	498
73772967	FUT11	1560	983
100429846	LNP1	238	297
83107815	PLAC8	1493	1523
53259133	VN1R2	877	991
29461885	SULT1A4	921	500
171834033	SLC25A12	1236	1335
143026577	OR9A2	376	373
137204337	IFNGR1	880	1152
173890409	CPEB4	631	732
108260810	SNX3	1420	1416
236249912	ERO1LB	1830	2375
45688487	SNRPD2	425	36
2472360	NTN3	787	808
46384805	ANXA8L1	838	1249
44951922	SETBP1	1328	1588
74347803	KIF19	2083	1977
142187725	GK5	1692	1941
158120535	SERAC1	1300	1481
10802441	TAS2R7	1421	1521
23562346	AP1G2	1281	849
53852086	IL17RB	832	794
62570455	MIR1-1HG	3651	2990
57927591	ZNF418	1429	1744
139167062	HECA	785	654
3264252	PSMG4	616	584
39569612	PABPC4	1952	2345
169906135	UBR3	499	456
6170265	OR52B2	1570	1722
95682555	SPATA9	699	821
39131091	TTC21A	1895	1937
44077303	ACCS	2196	2090
76832997	F2RL1	2645	2465
50925187	METTL7A	2833	1950
66363490	PDE4B	2389	2703
48771030	GLOD5	2874	2972
75810779	MSH4	2095	2273
20698408	KIF17	891	1365
120186714	GPR156	1394	947
112712379	PPM1J	2255	2396
48025107	NIPAL1	651	780
80437081	ZFYVE16	1155	1101
25675946	ZNF337	1930	1913
84489419	TLDC1	2567	2147
26429743	DRC1	1026	1006
36393789	ZFP82	1092	925
69647476	UGT2A1	2153	2097
107180058	HBP1	2140	1669
178495533	PLEKHA3	888	814
125007459	SQLE	700	883
15826337	USP25	1363	981
45595868	LIMD1	1963	2354
138874356	LRRTM2	2866	2590
11005416	ELOVL2	887	1040
145630741	GPR89A	1528	194
1718327	TMEM129	1612	1467
28526084	GPX5	875	1038
31585096	SFI1	1498	1235
136207139	FHL1	1249	1138
246634506	CNST	1356	1735
248453354	OR2T2	1289	1620
53218419	C1orf123	845	510
89583019	LRRC8B	1935	1737
67886082	NRN1L	1020	1011
17028706	SDHB	1009	266
NA	Non-Targeting_Control-N943	2129	2943
119179632	HSPB8	968	999
219541034	CHPF	792	863
43671787	KDM4A	795	874
113171663	PROZ	877	809
130370600	PTPN18	1807	1789
73242216	KHDC1	940	922
27532549	RAB18	919	704
151056812	TNIP1	674	688
67163090	FBXL8	474	364
45531487	SLC19A1	964	1009
20014716	OR4K14	2306	3212
20960460	NELL1	1513	1709
138873881	LRRTM2	1299	1226
102875713	TRAF3	678	897
99679833	ENTPD7	1288	1416
43033075	FAM198A	1307	1327
149884370	MAGEA8	716	746
38014945	TBC1D1	2585	3161
130931212	ARHGEF4	566	518
23566705	MKRN3	809	995
73224327	KHDC1L	1026	850
155131383	EFNA1	665	843
314977	GTPBP6	1957	1652
152115444	MAGEA10-MAGEA5	1381	1619
14972523	MEIG1	595	521
46557621	ARL17A	899	178
178450260	PRKRA	1298	928
60372294	MC4R	639	620
87681675	AKIRIN2	1314	211
78194631	ACSBG1	771	1044
58168674	CSNK2A2	735	757
131437833	MKLN1	1015	631
221563815	EPHA4	999	1292
82490196	TMEM150C	2592	3531
112889943	SLC46A2	856	965
48992073	CWH43	1513	1267
8751031	NXPH1	1137	1306
83400234	SEMA3E	1018	930
31908651	ARHGAP12	1219	1316
200882404	PPIL3	966	790
69122345	DCAF5	346	270
206149068	NDUFS1	828	327
200848939	CAMSAP2	2419	2715
5741663	RNF216	993	1309
10613504	MAGOHB	406	165
75461430	JDP2	688	857
74779290	NCF1	282	299
56093873	OR8I2	754	306
177537973	FAM193B	373	370
70925162	SMN1	1162	279
23029615	TNFRSF10B	1874	1597
23146966	TNFRSF10D	542	596
132674116	IL4	627	591
108292328	CMKLR1	553	808
190294551	HIBCH	540	586
129131622	PPP2R4	1479	661
157768438	FCRL2	717	721
101898040	ZMAT1	537	722
141331405	PCDHGA1	2027	2790
107533505	SOBP	648	749
76088845	EXOC7	1887	1148
44967941	C1QL1	402	472
150628054	GIMAP6	548	401
47680195	GLTSCR1	499	497
67179838	KIAA0895L	819	627
137301850	NRARP	516	549
77565100	ROBO2	738	840
9720163	PIK3CD	674	829
30194978	SLX1A	1140	867
60648771	SIX1	803	683
85579058	VAMP8	592	697
38870201	RINL	753	929
88011491	GPR65	885	915
3786917	LRRC47	407	334
77320455	POMT2	814	707
4717911	ARRB2	819	690
89197170	GBP4	1427	1451
15123498	ILVBL	455	339
203709416	ATP2B4	819	581
36822144	CPNE5	1466	1876
50591605	ATL1	1079	829
100472976	CERS3	1000	1097
111936772	TMEM116	753	729
132601067	ACKR4	3251	4035
108756537	RETNLB	1344	1374
75427534	SMIM21	547	445
57824298	CTDSP2	2173	1625
27503615	GCKR	1092	806
32443218	HLA-DRA	788	899
5857158	OR52E8	1458	1348
151018693	ATG9B	1507	1384
70386694	KIF4A	830	123
8773353	RIMKLB	3180	3095
104349364	DCSTAMP	1492	1477
74482120	CCDC142	428	367
9781576	DHRS7C	321	297
21031587	SLC7A4	1119	1657
37971429	CTDSPL	1994	1432
4640248	OR51D1	555	561
78304852	PSAT1	1536	1567
48818074	HDAC6	1347	1394
136849513	PHPT1	1336	1186
95057558	NR2C1	1470	1666
93126434	NINJ1	672	727
53828047	NDC1	2804	2095
97553335	TMOD1	415	496
130094446	ALG1L2	644	111
20242844	RTN4R	722	850
64926130	ANKDD1A	553	580
51246781	SMAGP	1524	1215
120686104	PRR16	632	589
128972707	ARHGAP32	867	886
75029583	GCNT4	1168	1213
76061158	SRP68	1272	181
26954780	ADAMTS5	1949	2309
214394907	PTPN14	1547	1820
135204276	WDR91	602	756
116896334	SIK3	2486	2564
143572677	CTAGE15	1219	587
52397318	MYO5A	704	719
52985502	GSTA4	1727	2093
7935106	TNFRSF9	1835	2030
61996441	SYT16	1255	1775
52267870	PTGDR	2144	2119
9763006	CAMK1	1008	1065
116460979	PNLIPRP3	541	678
37128278	ZNF420	611	719
37635870	ZFP30	786	998
118263062	MPZL2	515	538
67754021	GNRHR	711	575
7135395	CLSTN3	537	396
9761636	CAMK1	581	597
93110717	C9orf89	830	785
88521699	PIGY	299	274
110900500	BBIP1	1079	1064
57291327	ZNF460	1292	1528
53993142	CACNG6	996	1225
3935015	RNF24	855	657
32759379	NRG1	596	760
39086005	POU6F2	879	1190
56614085	BAZ2A	980	876
50529201	TYMP	1010	837
101705687	TARSL2	1168	1314
34541123	SPDEF	676	287
117594992	CFTR	914	908
66557827	LCTL	1261	1496
43077265	FNTA	1149	797
113185012	PSD4	1877	1066
47736828	SULF2	1233	2030
26583874	DPYSL2	409	311
184257551	ECE2	1891	2057
72955129	GXYLT2	1225	1430
146206706	PLSCR4	1424	1172
207560340	CREB1	1281	1334
53484301	MAP3K12	1124	781
105460773	MTA1	470	313
18013692	LOC339862	541	576
42079157	ZNF574	845	331
58190643	OR9Q2	2043	2270
17168877	PIK3C2A	897	1011
248522230	OR2G6	2425	2498
184138020	EIF2B5	1263	128
64487948	ZBTB25	733	1066
130277896	CPA2	348	380
19072015	COQ7	2001	1653
100712771	PABPC1	2176	792
198706773	PTPRC	1266	1230
94153563	PANX1	1737	2007
51153259	PRKG1	695	880
23354067	NXT1	1141	616
30718710	KRTAP21-3	2916	2864
26286246	TAF4B	1300	1282
35551660	RASD2	1007	913
169767884	ACTRT3	633	477
187370833	RTP4	909	1051
25768617	MYO18B	756	733
85983556	MGAT4C	491	491
30480217	KRTAP19-1	415	421
30487308	KRTAP19-2	608	782
680518	MYL5	467	434
10990843	PHF14	923	1159
94111738	IFI27	1072	1318
73324681	TRIM50	2332	2286
63946217	UCKL1	2028	2266
95035572	NDUFAF6	3115	2254
8949423	CA6	784	1011
152600878	LCE3C	736	956
152566063	LCE3E	1102	1342
50462091	SBF1	575	382
50302146	HYAL1	1588	1348
18877458	ALDH4A1	1103	828
147509252	SAMD5	875	875
42154902	AP3M2	557	513
144004109	OR6B1	2397	2461
131504327	POMT1	501	442
155803454	SHH	847	772
74866795	FDXR	578	117
57358881	CCL22	900	994
38866786	CBX6	292	191
57047690	MYO1A	580	515
86658616	OPN4	496	444
13091134	SPTLC3	1557	1806
30598765	KRTAP6-2	1338	1414
88626556	AEN	1174	1260
72106179	LRTOMT	603	440
131509370	PODXL	1520	1010
152827643	LCE1A	673	728
5654177	SAFB	1911	414
99887597	COX6C	922	484
136466097	SEC16A	530	218
30718656	KRTAP21-3	2985	2278
33414521	PHF1	759	1182
71527327	KRTAP5-7	598	674
53873990	MYADM	401	703
52156664	ZNF836	947	1185
48343469	ZNF641	1208	1342
40035999	ZNF780B	1624	1871
37739975	ZNF573	1905	1880
37739303	ZNF573	705	692
43847420	ZNF283	1098	1180
31078020	ADCYAP1R1	1179	1023
48380753	FBXW12	858	968
77828887	DLG5	1792	963
160718821	PLG	553	544
3758633	C20orf27	1350	1449
24119822	DCAF11	2336	2732
50012297	TRIM13	552	684
49462618	ALDH16A1	2995	2129
105702225	CBLB	1477	1349
83122960	DOPEY1	713	586
50007671	VRK3	756	1435
57813297	ZNF552	325	406
48295221	NME6	764	329
31806100	LSM2	526	85
68685288	CDH3	640	417
11708419	GATA4	1043	1240
45595172	LIMD1	961	885
161223043	APOA2	799	592
62812620	OGFR	1028	809
169111457	ATP1B1	2800	2709
36393633	ZFP82	1054	1400
32194418	RFPL2	1434	1598
98707991	IGF1R	1252	1956
115504289	CADM1	579	565
132543430	IL5	348	251
67406674	TBC1D10C	418	201
38317431	RPGR	1033	779
51105090	TNFAIP8L3	2607	2246
154512889	FAM3A	1166	1266
67877841	EDC4	2235	2269
133106126	ZNF140	856	935
196814531	PAK2	1536	1605
103618964	AMY2A	454	357
150133723	PDGFRB	367	420
36355238	STK40	2419	2634
151055682	CDC42SE1	581	530
169510839	KLHL41	1107	1182
27312751	MPV17	335	184
45849666	ARID2	1196	1148
31369525	FABP3	509	548
58186986	ZNF274	951	1026
50523027	MYCBPAP	474	398
78629787	CHRNB4	528	567
35910449	CAPSL	1464	1475
160438819	TRIM59	1193	1415
23833895	LAMA3	636	457
326087	SOX12	1468	1803
32754450	NRG1	706	587
120936503	CT47A11	965	837
120875267	CT47B1	1324	1228
56470392	OR5M3	1948	1682
48019794	ELSPBP1	1285	1337
18400248	NAT2	1540	1981
55351322	GFRAL	1311	1323
112230226	PTS	704	871
2512513	RNF4	3412	2653
155237417	GBA	1418	1657
21015968	HACD4	739	1070
72319425	ADAMTS3	1051	1124
127590094	ARF5	402	331
59023978	TUBB1	1897	2349
93498862	FAM120A	2143	1493
46022838	PGLYRP1	709	510
65051569	SLC51B	2081	2285
38009712	PLCD1	678	490
98264646	OR5H6	622	974
111665696	BRAP	633	493
98169013	OR5H15	1851	2585
175004801	CACYBP	2490	1944
7077997	CLEC10A	1413	2034
73426066	MSS51	1068	845
6943120	ZNF215	1797	2175
39014003	ADAM9	909	1093
21920815	DNAJC1	414	506
57072850	TMEM194A	605	541
128218966	PTPRK	584	627
87614553	KLHL4	2160	2470
60922097	ERCC8	519	758
206101759	C1orf186	1669	1890
100532506	NR1H4	683	1045
59962997	RNFT1	774	797
49034209	TFE3	499	616
137692341	KLHL3	1541	1705
48581048	STON1-GTF2A1L	488	477
23116647	TNFRSF10C	467	583
150736725	MTMR1	917	1143
94487759	ABCD3	1653	1450
114235605	COL27A1	794	1132
48267985	ZNF589	727	665
165435357	PDE10A	712	1061
41887490	LRFN5	1186	947
131529511	UCK1	840	595
88059517	SPACA1	877	967
150410111	TSC22D2	283	223
52354375	ZNF610	986	948
45182918	PRDM11	1896	1423
138462106	ESYT3	1222	1634
32220172	NOTCH4	971	919
9877200	CIDEC	890	908
28084697	KIF18A	1625	498
10874627	GCM2	650	899
110159409	ZC3H12C	1118	1086
34594294	SCGB2B2	1713	1968
218643299	ZNF142	1033	1313
160093824	PWWP2A	1490	1760
50197029	COL1A1	1174	1681
59654059	PATL1	1841	1926
176727846	VEGFC	1169	1650
4852262	PLIN3	534	578
35836207	TAF15	872	908
207899845	CD34	887	895
175179202	ATP5G3	965	1246
46753878	ANKRD66	2042	2936
75286680	SLC25A19	1521	949
39572448	SMIM14	349	375
121518827	FGFR2	2302	2369
50749809	PARD6B	534	608
45693330	TMEM69	364	284
44242383	TOPAZ1	973	1375
132617995	TAAR2	638	592
173090934	CREBRF	1620	1946
111357450	POU2AF1	588	504
62393573	CABLES2	1401	1519
58368886	ZNF837	411	274
1286274	SCNN1D	729	432
120330082	TMEM136	676	585
123557409	NDUFA5	1025	591
89673285	PLIN1	2072	1416
176695785	PAPPA2	1354	1466
102764343	TMEM182	1344	1092
144851083	COMMD5	813	697
105524464	ALCAM	883	781
108941427	CLCC1	415	428
155202321	THBS3	616	978
120099030	RAB35	1568	847
129571764	PLXND1	521	505
19407247	HIRA	1346	799
103918454	RIMS2	897	839
49426370	NICN1	3006	2680
24339752	GRHL3	718	873
44705731	CEACAM16	580	376
34983302	LIG3	262	291
70288099	SNRPG	1803	571
133049908	SLA	729	530
241815083	NEU4	621	712
124488483	LHPP	1414	938
85553344	GGCX	402	334
169735478	PHOSPHO2-KLHL23	505	640
57841298	ZNF587B	1016	1327
57808647	ZNF552	589	736
2852874	ZNF555	1734	1929
109082015	USP30	897	697
12075455	ZNF844	2734	3250
952437	TMEM175	1196	1089
107594026	BCAP29	639	595
189869326	TP63	1265	1027
76195843	SCARB2	683	994
72306011	ADAMTS3	654	547
56956816	C8B	1191	1376
NA	Non-Targeting_Control-N944	2110	3040
78570318	DNAH17	668	614
66640097	RBM4	535	574
28329222	PNOC	1452	1069
16254711	GMPR	1946	2613
101958317	CEP126	678	941
6936136	DEFA4	892	1127
110914204	MYL2	1583	2092
53292317	DCP1A	560	594
46672923	TEX38	2987	3096
32495165	EVA1C	406	171
11474449	THSD7A	519	618
59152555	FAM111A	924	910
117163846	PAFAH1B2	796	581
32353047	ZNF507	1190	1499
107298208	COG5	664	502
158693380	NCAPG2	683	220
88568120	ZC3H14	733	778
20582947	MED15	1944	1781
165419917	RXRG	1342	1310
32464073	PSMD11	1101	786
22567883	PIP4K2A	346	443
111444059	WDR77	373	469
157106828	HAVCR2	1715	1822
31562171	NUBPL	1224	906
96384114	CCDC82	573	645
47693253	SMARCC1	1455	1348
62525593	AHNAK	1384	1803
183987908	ABCC5	1618	1713
122982914	PSTK	2140	1459
46303507	GABRA2	1146	1503
207063187	PFKFB2	1518	1336
41260737	MTRF1	1544	1870
41603361	DESI1	1743	2104
81945631	SPATA31D3	1455	1497
99463570	SETD3	1778	1804
884161	CHID1	272	302
114657989	ABLIM1	526	321
54063347	LYPLA1	1599	1427
74738361	GFM2	1008	1079
103825429	RAB9B	665	815
2948925	SERPINB6	1386	1601
72352184	RGS6	1061	1549
38207689	STARD3NL	2373	2937
108515265	PNPLA8	708	583
211783313	LPGAT1	1698	1925
32126999	SPAST	951	1020
49792157	ACAA2	653	548
183235581	LAMC2	1495	1387
43306453	CRIP3	626	524
151436476	RMND1	1184	625
12688641	ARL4A	783	609
112479679	BTLA	1931	2206
146549627	RAB32	582	666
52609252	FAM214A	815	859
9777227	DHRS7C	1305	1026
36108076	RECK	1650	1561
206730094	MAPKAPK2	1956	1459
185802674	FSIP2	1611	1531
152760491	KPRP	2233	2583
75656072	ANKDD1B	2160	2411
31304858	EVI2B	1426	1728
14723162	NLGN4Y	2004	2341
79767073	HEY1	265	269
43797907	RRP1	656	211
119663622	SEPT6	2364	2728
77000481	CLN5	674	991
49324061	C10orf71	2752	3264
31697016	PPP1R17	798	1127
31620939	HCRTR1	564	662
34197349	ABTB2	1710	2255
71761545	AP1G1	1012	992
57052821	KIAA1586	1581	1484
12045202	ZNF878	1669	1581
126690263	GYPC	2665	2655
34134582	NAT10	2320	571
88950882	LOC100129697	1169	1306
61965379	FTH1	1564	1200
410699	DECR2	1086	1359
1344278	BAIAP3	1374	892
15742854	TMEM82	1061	1015
18006731	SERGEF	2605	3097
57765425	CYP27B1	1407	1164
47943391	PNPO	2275	1618
42964228	PTGES3L-AARSD1	801	579
33758514	FBXO3	1402	1191
80672341	MSH3	714	886
121141991	CPED1	1182	1280
133086837	HSPA4	2697	1629
105917588	NRK	1781	1947
139121057	SIL1	744	693
47142710	NDUFB11	553	370
151438054	CRYGN	585	764
81642414	TSPAN10	2199	2412
155079040	EFNA3	1016	787
107670519	EFNA5	1660	1767
4938827	SLC25A11	863	1142
41690841	TFEB	413	382
155176874	TIAM2	470	381
49636662	RRAS	667	563
73232144	FAM104A	700	717
179570209	ACTL6A	1421	657
56895570	TRIM25	465	453
112440584	ZDHHC6	983	925
104599096	OR13C5	1432	2137
72275672	RPS4X	2696	534
104605310	OR13C2	1564	2172
37553544	SYNRG	739	838
140828488	PCDHA6	523	786
224730522	CNIH3	810	1273
152340734	TMEM14E	908	1030
121255788	CAMKK2	1378	1423
155382192	F8A2	606	405
50581815	CHKB	1363	1540
49269999	PPP1R3F	622	881
40067696	CAP1	1989	1130
40116091	LRRC4C	1080	1143
139016154	CCRN4L	1629	1893
2834050	KIAA0020	540	324
133225240	FSTL4	1304	1270
48149986	ASB8	1068	985
8988206	NRIP3	697	819
49968799	DEFB113	435	448
88045719	C12orf29	2471	2850
3299759	TIGD7	1512	1241
99550223	CCNC	1119	1047
NA	Non-Targeting_Control-N945	2953	3101
31466647	DSG3	821	450
49797947	BRD1	1276	1875
144074782	OR2A25	1115	1276
11393971	PRB2	1961	2211
140128561	IGIP	935	1097
31411342	MICA	376	495
46369896	EPAS1	696	588
55024774	GZMK	931	1067
125957140	HINT3	304	191
128268521	GOLGA2	1142	973
49317275	ZNF652	1505	1458
102110615	LDB1	646	397
41229027	TREML4	870	880
82044454	MEX3B	378	560
58733564	MALT1	619	492
128479358	METTL2B	863	733
141614174	AGK	829	587
7128744	RBP5	604	514
120579806	POP5	905	522
43526005	MAP1A	1021	946
8785840	KIDINS220	1825	1620
109554751	EBAG9	498	569
55263342	PAGE3	534	722
124817688	SCARB1	856	460
14162785	ADGRL1	421	403
55324194	SKIV2L2	831	118
157216906	UBE3C	2382	2446
169827972	UBR3	1486	1501
90241274	GDPGP1	1665	1591
72917078	ALDH1A1	1855	1766
7231498	LRRC30	1339	1681
68977737	GKN1	1832	1839
120861991	GRIK4	1450	1422
112123751	GCSAM	1802	2082
49016596	LHB	422	549
56265460	KLF8	787	786
43625925	CADM4	878	814
28856348	ERAL1	1625	1848
113850297	DCLRE1A	1449	1483
5059414	OR52E2	943	903
4069508	FAM217A	583	524
100543925	BEGAIN	1935	2037
104780120	AKT1	806	650
19747143	CDH18	1674	1837
51965975	ZNF350	2934	3091
2634370	CACNA1C	876	652
53432034	HSD17B10	643	330
55181643	CLHC1	1577	1085
122566011	DTX3L	1221	1351
533817	HRAS	1566	1093
154320867	TKTL1	1986	1634
5217097	WIPI2	668	935
65877425	RAB11A	1348	1595
41569692	CASK	1797	2220
38972543	STOML3	1931	1514
40092483	PPT1	986	731
12591772	RAF1	1544	961
52062262	SPATA18	1102	881
57379647	CX3CL1	2252	2701
130874649	RAN	1814	1239
1091944	GPER1	1484	1573
1937289	RTN4RL1	773	925
64468900	AKAP5	1158	1448
73983086	ENTPD5	448	348
135866137	MCM6	1503	254
123029310	PPIC	820	1020
119606816	PDE5A	437	380
52112649	BCL2L10	1495	1639
120913417	TRAF1	1333	1224
42851952	AOC3	783	829
1980471	NOXO1	1424	1114
50224681	PAPD5	1572	2201
27635202	GPN1	1157	160
165652031	MGST3	1272	1400
118527580	TTC36	676	706
113694633	TMPRSS5	1605	1863
143475475	ZC3H3	663	645
107743275	PRDM4	1358	1223
118692005	METTL14	1052	626
5947469	OR56A3	1342	1902
33293644	RGL2	477	434
15536381	BMX	2511	3113
63895570	CSH1	1423	1014
73199937	COG1	2312	2075
144427827	NBPF15	1243	656
30504390	RBPMS	459	388
86618074	COX7C	486	90
132328491	MOXD1	649	565
120913661	TRAF1	698	514
75622111	FLVCR2	1009	1316
77360851	GSAP	3335	3965
113316971	SLC8B1	842	687
87873742	DCAF4L2	1318	1342
63910259	CSHL1	1161	949
30088983	TBX6	765	652
33558753	RNF122	541	891
117075825	TTF2	366	134
133312713	FSTL4	1057	970
206707320	DYTN	1903	1702
1565726	DUSP8	941	1000
4529121	PLIN5	1892	2031
64348665	MTMR8	1048	1216
16382072	UBB	2497	2722
32335373	C17orf75	2795	1874
13116307	HNRNPCL2	1328	1231
149890043	RAET1E	908	1304
88837688	GALNS	718	949
13937834	PODNL1	1140	1288
149832747	HIST2H4A	1175	885
7184382	INSR	2493	3227
155061922	CMC4	838	1105
61160126	SMIM15	2187	2141
165353260	LMX1A	1803	2385
115866670	AP3S1	2029	2317
146157411	LARS	1529	664
121958304	WDR66	1322	1142
43617863	STRC	587	462
40797205	KRT28	1208	1078
3653507	PIP5K1C	490	753
168306636	DDX60	760	936
34524786	EAPP	1007	1039
141583512	DIAPH1	2130	2346
203955832	ICOS	1133	1048
134161125	SKP1	1009	922
85259425	CA13	1891	2167
150572628	GIMAP4	2959	2923
119029979	SYNPO2	630	702
134449049	AKR1B1	962	1013
112462300	IFRD1	1226	1038
3562360	ATRN	914	774
2838926	PCED1A	963	870
12570081	MKRN2	1213	1327
9013626	SLC2A7	2099	2117
11222165	ROCK2	1800	1782
16294830	FBXO42	903	713
55567241	CAPNS2	877	1036
185962655	HMCN1	454	446
151344729	RFX5	796	579
115271543	CCDC112	866	955
57709189	POLR2M	1148	1252
150082777	VPS45	738	758
55955005	MRPS17	1961	2286
78114271	ALG8	858	1105
203014898	TMEM183A	1087	1113
70339180	PPFIA1	402	310
27136320	YME1L1	1589	613
34658483	NPSR1	1583	1891
73959627	DNAJB13	750	636
141246132	PCDHB15	1288	1523
92711678	LGMN	851	1011
108269993	TNFSF13B	1458	1972
99706655	CYP46A1	2005	2394
23355651	SACS	597	583
98926686	FBXL4	838	889
30660065	DHX16	328	528
23227443	DAZ2	593	752
48039270	CABP5	1519	1706
79285792	SYT1	670	951
72097144	RIMS1	1582	1514
11514439	PTCHD2	365	327
36420718	ANLN	1321	1560
32434938	WT1	1240	1187
112548633	ATG3	1535	1461
74145268	BOLA3	1287	1484
49619368	SPOP	709	454
41150832	TREML1	1872	2180
40709072	RAD51	709	165
123735546	ATP6V0A2	1347	1452
33662808	RYR3	714	719
45330610	FAM118A	1168	1148
74302735	CNTN3	2145	1993
9363910	USP17L30	337	65
96382416	GSKIP	1151	1478
40639114	CXorf38	652	456
45566905	AKR1A1	2861	2747
30945045	ADAP2	620	285
97022205	DLX5	1942	2484
148126923	NBPF11	978	458
NA	Non-Targeting_Control-N946	2307	2401
127687709	INTU	693	788
180492284	ACBD6	1214	1642
58602538	TEX14	1289	1484
69258150	CDK7	651	352
186401129	OCLM	1192	1424
13369647	ARNTL	945	577
64838756	TBC1D30	515	559
161418295	TBR1	1172	1193
80650031	MTRNR2L2	584	533
23152186	KLHL7	1164	1115
144184113	CTAGE4	1552	1745
133070142	CHCHD3	1071	1146
91507898	CDC7	1318	548
83111132	XRCC4	1245	1502
39570613	YAE1D1	1268	523
119799825	REG4	1145	1146
172063842	METAP1D	1973	2525
99999344	SLC35A3	2728	2804
47122296	SETD2	944	658
103357868	WBP5	1102	1094
1418323	DAZAP1	871	1078
103253782	TCEAL8	447	476
46596332	SLC13A3	962	1157
5950289	TRMT6	786	474
17033134	SDHB	1208	698
39687795	COG6	3144	3234
135287828	ZNF75D	730	588
161334891	GABRB2	750	861
149079159	NBPF9	1744	551
46124033	IGFL3	1261	1381
99525962	ZKSCAN5	1029	1191
49217309	GALK2	1003	724
117558511	KSR2	1171	898
159303963	FCER1A	2390	2774
29556337	UBD	1522	2059
12748655	TMEM40	936	1256
56633552	TFAP2C	915	977
122251880	RBM18	602	394
173890583	CPEB4	599	764
18493959	RBBP9	2743	2734
170160549	METTL11B	1081	1101
113942243	ACTR3	1851	1571
27566702	C9orf72	1774	2160
79439103	HOMER1	1976	1744
44788077	UBE2G2	1642	1515
156508	CBWD1	659	204
1800992	SMYD4	881	1224
18934546	MRGPRX1	668	496
152971972	SPRR4	352	582
46711091	CERK	1859	1627
