sgRNA,Gene,DLD1-Ts5.15.initial,DLD1-Ts5.15.final
ZBTB26_E2_300.20,ZBTB26,1209,1068
ZBTB26_E2_300.24,ZBTB26,2984,2674
ZBTB26_E2_300.25,ZBTB26,3297,3274
ZBTB26_E2_300.26,ZBTB26,2914,2770
ZBTB3_E2_75.0,ZBTB3,3914,2579
ZBTB3_E2_75.1,ZBTB3,4933,2342
ZBTB3_E2_75.2,ZBTB3,2331,1711
ZBTB3_E2_75.3,ZBTB3,2594,2131
ZBTB3_E2_75.4,ZBTB3,587,776
ZBTB32_E6_161.13,ZBTB32,1764,1675
ZBTB32_E6_161.14,ZBTB32,4913,4873
ZBTB32_E6_161.23,ZBTB32,1473,1234
ZBTB32_E6_161.24,ZBTB32,880,433
ZBTB32_E6_161.25,ZBTB32,1702,1178
ZBTB32_E6_161.26,ZBTB32,1679,1624
ZBTB33_E3_657.1,ZBTB33,1292,1962
ZBTB33_E3_657.35,ZBTB33,2705,2644
ZBTB33_E3_657.36,ZBTB33,1932,1836
ZBTB33_E3_657.44,ZBTB33,1122,660
ZBTB33_E3_657.45,ZBTB33,1609,1700
ZBTB33_E3_657.9,ZBTB33,2897,3120
ZBTB34_E2_156.1,ZBTB34,2996,2044
ZBTB34_E2_156.16,ZBTB34,1719,1386
ZBTB34_E2_156.17,ZBTB34,3411,2969
ZBTB34_E2_156.23,ZBTB34,4227,2979
ZBTB34_E2_156.6,ZBTB34,2512,2516
ZBTB34_E2_156.9,ZBTB34,1115,813
ZBTB37_E5_156.0,ZBTB37,3219,2393
ZBTB37_E5_156.1,ZBTB37,3609,3755
ZBTB37_E5_156.14,ZBTB37,663,376
ZBTB37_E5_156.16,ZBTB37,1473,2094
ZBTB37_E5_156.18,ZBTB37,724,620
ZBTB37_E5_156.3,ZBTB37,3304,3672
ZBTB38_E8_2331.125,ZBTB38,1992,1859
ZBTB38_E8_2331.147,ZBTB38,2690,3065
ZBTB38_E8_2331.157,ZBTB38,3051,2895
ZBTB38_E8_2331.84,ZBTB38,1954,1573
ZBTB38_E8_2331.85,ZBTB38,2779,2827
ZBTB38_E8_2331.86,ZBTB38,1376,1215
ZBTB4_E3_164.1,ZBTB4,0,0
ZBTB4_E3_164.12,ZBTB4,1976,2387
ZBTB4_E3_164.19,ZBTB4,1628,1836
ZBTB4_E3_164.5,ZBTB4,1351,1325
ZBTB4_E4_1267.129,ZBTB4,1207,1249
ZBTB4_E4_1267.176,ZBTB4,1306,1411
ZBTB4_E4_1267.177,ZBTB4,714,837
ZBTB40_E13_207.20,ZBTB40,1275,822
ZBTB40_E13_207.21,ZBTB40,1392,505
ZBTB40_E14_165.21,ZBTB40,705,662
ZBTB40_E14_165.22,ZBTB40,1310,820
ZBTB40_E15_215.8,ZBTB40,1028,1609
ZBTB40_E17_87.7,ZBTB40,3962,1454
ZBTB40_E18_164.19,ZBTB40,2840,1757
ZBTB41_E10_41.0,ZBTB41,5300,5797
ZBTB41_E6_89.3,ZBTB41,1837,1159
ZBTB41_E6_89.4,ZBTB41,3448,2890
ZBTB41_E7_107.0,ZBTB41,3460,2417
ZBTB41_E7_107.2,ZBTB41,1670,1660
ZBTB41_E8_106.3,ZBTB41,5233,6047
ZBTB41_E8_106.4,ZBTB41,2614,1995
ZBTB42_E1_159.10,ZBTB42,3258,3163
ZBTB42_E1_159.11,ZBTB42,287,165
ZBTB42_E1_159.14,ZBTB42,3028,3289
ZBTB42_E1_159.5,ZBTB42,658,831
ZBTB42_E1_159.7,ZBTB42,590,749
ZBTB42_E1_159.9,ZBTB42,1291,1380
ZBTB43_E3_216.2,ZBTB43,2298,2050
ZBTB43_E3_216.20,ZBTB43,1819,1318
ZBTB43_E3_216.3,ZBTB43,3573,3743
ZBTB43_E3_216.4,ZBTB43,1992,2094
ZBTB43_E3_216.5,ZBTB43,1515,1691
ZBTB43_E3_216.6,ZBTB43,3338,3206
ZBTB44_E4_31.0,ZBTB44,2284,2217
ZBTB44_E4_69.2,ZBTB44,2724,2997
ZBTB44_E4_69.3,ZBTB44,1617,1251
ZBTB44_E4_69.4,ZBTB44,1147,826
ZBTB44_E5_47.1,ZBTB44,2235,1897
ZBTB45_E2_31.0,ZBTB45,2691,1319
ZBTB45_E2_31.1,ZBTB45,1296,835
ZBTB45_E2_69.3,ZBTB45,4512,2565
ZBTB45_E3_212.0,ZBTB45,1306,586
ZBTB45_E3_212.23,ZBTB45,2556,347
ZBTB45_E3_212.6,ZBTB45,1916,1192
ZBTB46_E4_144.1,ZBTB46,1561,2156
ZBTB46_E4_144.12,ZBTB46,2068,2150
ZBTB46_E4_144.7,ZBTB46,2066,1435
ZBTB46_E5_96.1,ZBTB46,1901,2218
ZBTB46_E5_96.2,ZBTB46,1440,1417
ZBTB46_E5_96.9,ZBTB46,3460,3131
ZBTB47_E2_162.0,ZBTB47,1824,1971
ZBTB47_E3_148.4,ZBTB47,2067,2017
ZBTB47_E3_148.5,ZBTB47,2331,2194
ZBTB47_E6_155.11,ZBTB47,2411,3224
ZBTB47_E6_155.13,ZBTB47,2062,1866
ZBTB47_E6_155.15,ZBTB47,1400,1247
ZBTB47_E6_155.6,ZBTB47,2143,2090
ZBTB48_E10_86.1,ZBTB48,5175,3839
ZBTB48_E4_112.7,ZBTB48,1409,1991
ZBTB48_E5_93.1,ZBTB48,878,748
ZBTB48_E5_93.2,ZBTB48,1779,1885
ZBTB48_E7_155.13,ZBTB48,1168,1155
ZBTB48_E7_155.8,ZBTB48,1569,931
ZBTB48_E9_165.14,ZBTB48,3970,2681
ZBTB48_E9_165.9,ZBTB48,789,801
ZBTB49_E5_74.0,ZBTB49,1698,2042
ZBTB49_E5_74.1,ZBTB49,1374,1440
ZBTB49_E6_83.4,ZBTB49,2042,1409
ZBTB49_E7_162.7,ZBTB49,4041,3350
ZBTB49_E7_162.9,ZBTB49,1039,698
ZBTB49_E8_101.0,ZBTB49,1187,1367
ZBTB49_E8_101.7,ZBTB49,1343,1507
ZBTB6_E2_75.0,ZBTB6,3912,4956
ZBTB6_E2_75.1,ZBTB6,4145,2793
ZBTB6_E2_75.2,ZBTB6,1920,2005
ZBTB6_E2_75.4,ZBTB6,2307,3233
ZBTB6_E2_75.6,ZBTB6,1822,2639
ZBTB6_E2_75.7,ZBTB6,1041,618
ZBTB7A_E2_68.1,ZBTB7A,3121,1238
ZBTB7A_E2_68.2,ZBTB7A,2138,1094
ZBTB7A_E2_68.3,ZBTB7A,4184,1671
ZBTB7A_E3_169.10,ZBTB7A,966,454
ZBTB7A_E3_169.13,ZBTB7A,1377,596
ZBTB7A_E3_169.14,ZBTB7A,2532,1091
ZBTB7B_E4_113.10,ZBTB7B,1778,419
ZBTB7B_E4_113.8,ZBTB7B,2555,325
ZBTB7B_E4_113.9,ZBTB7B,2893,516
ZBTB7B_E5_196.20,ZBTB7B,1527,211
ZBTB7B_E5_196.8,ZBTB7B,683,253
ZBTB7B_E5_196.9,ZBTB7B,2113,1373
ZBTB7C_E2_113.11,ZBTB7C,4397,5126
ZBTB7C_E2_113.12,ZBTB7C,1246,930
ZBTB7C_E2_113.17,ZBTB7C,638,429
ZBTB7C_E3_196.10,ZBTB7C,2925,2339
ZBTB7C_E3_196.14,ZBTB7C,955,905
ZBTB7C_E3_196.8,ZBTB7C,2981,2086
ZBTB8A_E4_144.1,ZBTB8A,2898,2868
ZBTB8A_E4_144.11,ZBTB8A,2353,2462
ZBTB8A_E4_144.12,ZBTB8A,1677,2312
ZBTB8A_E4_144.14,ZBTB8A,2649,2463
ZBTB8A_E4_144.2,ZBTB8A,3320,3035
ZBTB8A_E4_144.4,ZBTB8A,2438,3202
ZEB1_E6_69.0,ZEB1,3123,4021
ZEB1_E7_1811.174,ZEB1,2529,2273
ZEB1_E7_1811.175,ZEB1,1085,1458
ZEB1_E7_1811.69,ZEB1,2524,1857
ZEB1_E8_181.0,ZEB1,1484,1222
ZEB1_E9_131.5,ZEB1,3182,4058
ZEB2_E10_131.6,ZEB2,1563,1581
ZEB2_E10_131.7,ZEB2,1037,619
ZEB2_E8_1970.181,ZEB2,2866,2298
ZEB2_E8_1970.182,ZEB2,1091,632
ZEB2_E8_1970.216,ZEB2,3677,3274
ZEB2_E8_1970.33,ZEB2,2190,2004
ZEB2_E8_1970.34,ZEB2,2541,2034
ZFAT_E10_131.0,ZFAT,4096,3359
ZFAT_E6_1390.15,ZFAT,1014,854
ZFAT_E6_1390.204,ZFAT,859,195
ZFAT_E6_1390.211,ZFAT,636,357
ZFAT_E7_233.2,ZFAT,2873,1778
ZFAT_E7_233.9,ZFAT,816,785
ZFAT_E9_150.10,ZFAT,4077,3158
ZFHX3_E9_2580.169,ZFHX3,3065,2487
ZFHX3_E9_2580.217,ZFHX3,1609,1312
ZFHX3_E9_2580.222,ZFHX3,995,1168
ZFHX3_E9_2580.249,ZFHX3,1368,1257
ZFHX3_E9_2580.354,ZFHX3,1200,967
ZFHX3_E9_2580.93,ZFHX3,2579,2156
ZFHX4_E10_2571.103,ZFHX4,1644,1351
ZFHX4_E10_2571.110,ZFHX4,888,864
ZFHX4_E10_2571.111,ZFHX4,2452,2752
ZFHX4_E10_2571.180,ZFHX4,1054,1005
ZFHX4_E10_2571.51,ZFHX4,1087,1016
ZFHX4_E8_201.13,ZFHX4,1850,1409
ZFP1_E4_723.20,ZFP1,3422,3077
ZFP1_E4_723.21,ZFP1,3492,2844
ZFP1_E4_723.22,ZFP1,1985,1631
ZFP1_E4_723.52,ZFP1,1278,2326
ZFP1_E4_723.7,ZFP1,1031,1093
ZFP1_E4_723.8,ZFP1,1508,1520
ZFP14_E5_1077.22,ZFP14,2651,2989
ZFP14_E5_1077.69,ZFP14,2504,2451
ZFP14_E5_1077.70,ZFP14,2817,3202
ZFP14_E5_1077.76,ZFP14,3386,3707
ZFP14_E5_1077.84,ZFP14,5073,4812
ZFP14_E5_1077.87,ZFP14,3306,2605
ZFP2_E5_1059.0,ZFP2,2631,2917
ZFP2_E5_1059.28,ZFP2,3992,4344
ZFP2_E5_1059.45,ZFP2,2399,3943
ZFP2_E5_1059.48,ZFP2,2254,2393
ZFP2_E5_1059.49,ZFP2,5677,7960
ZFP2_E5_1059.72,ZFP2,2778,3278
ZFP28_E8_1170.102,ZFP28,4925,4273
ZFP28_E8_1170.103,ZFP28,1829,2558
ZFP28_E8_1170.109,ZFP28,1716,1927
ZFP28_E8_1170.12,ZFP28,2442,2563
ZFP28_E8_1170.13,ZFP28,3280,3253
ZFP28_E8_1170.8,ZFP28,5501,5478
ZFP3_E2_1071.17,ZFP3,1356,2418
ZFP3_E2_1071.25,ZFP3,1118,936
ZFP3_E2_1071.5,ZFP3,3479,2340
ZFP3_E2_1071.56,ZFP3,1114,954
ZFP3_E2_1071.82,ZFP3,2652,2948
ZFP3_E2_1071.97,ZFP3,2683,2516
ZFP30_E6_1074.18,ZFP30,2601,1839
ZFP30_E6_1074.62,ZFP30,3520,3574
ZFP30_E6_1074.65,ZFP30,1643,1678
ZFP30_E6_1074.67,ZFP30,2594,2206
ZFP30_E6_1074.71,ZFP30,2267,2110
ZFP30_E6_1074.76,ZFP30,2856,2539
ZFP36_E2_195.14,ZFP36,5859,4337
ZFP36_E2_195.2,ZFP36,2464,2209
ZFP36_E2_195.24,ZFP36,717,495
ZFP36_E2_195.3,ZFP36,1478,1338
ZFP36_E2_195.30,ZFP36,1105,1207
ZFP36_E2_195.4,ZFP36,1254,1255
ZFP36L1_E2_189.11,ZFP36L1,2444,3084
ZFP36L1_E2_189.13,ZFP36L1,1234,2226
ZFP36L1_E2_189.17,ZFP36L1,2327,3983
ZFP36L1_E2_189.26,ZFP36L1,434,444
ZFP36L1_E2_189.27,ZFP36L1,6361,7736
ZFP36L1_E2_189.4,ZFP36L1,2044,2903
ZFP37_E4_906.32,ZFP37,2221,1604
ZFP37_E4_906.48,ZFP37,4527,3591
ZFP37_E4_906.49,ZFP37,3228,2621
ZFP37_E4_906.56,ZFP37,2835,2590
ZFP37_E4_906.66,ZFP37,3419,3247
ZFP37_E4_906.70,ZFP37,2368,2541
ZFP41_E2_237.1,ZFP41,2293,2336
ZFP41_E2_237.17,ZFP41,1919,1180
ZFP41_E2_237.18,ZFP41,1630,688
ZFP41_E2_237.2,ZFP41,381,546
ZFP41_E2_237.30,ZFP41,1928,1507
ZFP41_E2_237.31,ZFP41,2425,1962
ZFP42_E4_330.27,ZFP42,1189,1317
ZFP42_E4_330.29,ZFP42,3332,2939
ZFP42_E4_330.3,ZFP42,991,1102
ZFP42_E4_330.4,ZFP42,1325,1755
ZFP42_E4_330.5,ZFP42,1469,1530
ZFP42_E4_330.9,ZFP42,1291,1572
ZFP57_E4_768.101,ZFP57,724,666
ZFP57_E4_768.119,ZFP57,1394,940
ZFP57_E4_768.120,ZFP57,751,646
ZFP57_E4_768.6,ZFP57,1725,1466
ZFP57_E4_768.7,ZFP57,1386,1341
ZFP57_E4_768.8,ZFP57,1527,1956
ZFP62_E2_2208.10,ZFP62,1132,1155
ZFP62_E2_2208.239,ZFP62,0,0
ZFP62_E2_2208.255,ZFP62,0,0
ZFP62_E2_2208.256,ZFP62,0,0
ZFP62_E2_2208.39,ZFP62,3573,3629
ZFP62_E2_2208.9,ZFP62,793,827
ZFP64_E2_81.4,ZFP64,1808,1231
ZFP64_E5_252.15,ZFP64,1820,693
ZFP64_E5_252.19,ZFP64,3467,2131
ZFP64_E5_252.20,ZFP64,0,0
ZFP64_E5_252.4,ZFP64,2186,1356
ZFP64_E5_252.7,ZFP64,0,0
ZFP64_E6_128.7,ZFP64,1301,713
ZFP69_E6_666.27,ZFP69,1718,1197
ZFP69_E6_666.28,ZFP69,2104,1963
ZFP69_E6_666.42,ZFP69,3170,2795
ZFP69_E6_666.49,ZFP69,1314,703
ZFP69_E6_666.52,ZFP69,2556,1804
ZFP69_E6_666.59,ZFP69,2588,2234
ZFP69B_E5_666.39,ZFP69B,3678,3254
ZFP69B_E5_666.40,ZFP69B,3463,5046
ZFP69B_E5_666.44,ZFP69B,2469,2049
ZFP69B_E5_666.47,ZFP69B,758,516
ZFP69B_E5_666.48,ZFP69B,3642,3462
ZFP69B_E5_666.52,ZFP69B,1687,1200
ZFP82_E5_1152.100,ZFP82,1309,1415
ZFP82_E5_1152.75,ZFP82,3377,3474
ZFP82_E5_1152.79,ZFP82,4709,5235
ZFP82_E5_1152.83,ZFP82,3911,4051
ZFP82_E5_1152.87,ZFP82,2786,2882
ZFP82_E5_1152.88,ZFP82,2245,2240
ZFP90_E5_1260.103,ZFP90,2402,1881
ZFP90_E5_1260.43,ZFP90,3465,3300
ZFP90_E5_1260.6,ZFP90,3700,3682
ZFP90_E5_1260.7,ZFP90,3889,2643
ZFP90_E5_1260.74,ZFP90,2250,2190
ZFP90_E5_1260.98,ZFP90,3073,2741
ZFP91_E10_47.0,ZFP91,2714,3517
ZFP91_E10_47.1,ZFP91,1662,2775
ZFP92_E4_657.25,ZFP92,2464,3328
ZFP92_E4_657.36,ZFP92,562,316
ZFP92_E4_657.37,ZFP92,1676,1874
ZFP92_E4_657.53,ZFP92,647,689
ZFP92_E4_657.72,ZFP92,3453,3267
ZFP92_E4_657.91,ZFP92,2283,2840
ZFPM1_E10_1266.121,ZFPM1,1320,824
ZFPM1_E10_1266.123,ZFPM1,1230,586
ZFPM1_E10_1266.201,ZFPM1,520,320
ZFPM1_E10_1266.321,ZFPM1,2309,1517
ZFPM1_E10_1266.33,ZFPM1,1207,976
ZFPM1_E10_1266.45,ZFPM1,192,153
ZFPM1_E8_47.2,ZFPM1,2812,2469
ZFPM2_E8_1788.114,ZFPM2,142,149
ZFPM2_E8_1788.155,ZFPM2,2084,2043
ZFPM2_E8_1788.156,ZFPM2,1567,1494
ZFPM2_E8_1788.34,ZFPM2,4929,3595
ZFPM2_E8_1788.36,ZFPM2,1588,1258
ZFPM2_E8_1788.80,ZFPM2,1536,1668
ZFX_E10_1119.23,ZFX,1153,578
ZFX_E10_1119.45,ZFX,2775,958
ZFX_E10_1119.46,ZFX,1679,1090
ZFX_E10_1119.5,ZFX,1644,705
ZFX_E10_1119.65,ZFX,2168,1523
ZFX_E10_1119.67,ZFX,2470,2517
ZFY_E8_588.0,ZFY,3092,2752
ZFY_E8_588.13,ZFY,1110,1120
ZFY_E8_588.16,ZFY,2148,2383
ZFY_E8_588.20,ZFY,2716,2515
ZFY_E8_588.26,ZFY,6597,6801
ZFY_E8_588.28,ZFY,5719,5846
ZGLP1_E3_94.1,ZGLP1,3765,4376
ZGLP1_E3_94.12,ZGLP1,2921,2738
ZGLP1_E3_94.15,ZGLP1,1088,1099
ZGLP1_E3_94.18,ZGLP1,800,1220
ZGLP1_E3_94.6,ZGLP1,2710,3036
ZGLP1_E3_94.7,ZGLP1,1272,1226
ZHX1_E3_1074.18,ZHX1,1043,565
ZHX1_E3_1074.30,ZHX1,428,525
ZHX1_E3_1074.47,ZHX1,825,569
ZHX1_E3_1074.63,ZHX1,1197,1501
ZHX1_E3_1074.71,ZHX1,1891,1998
ZHX1_E3_1074.93,ZHX1,1712,1501
ZHX2_E3_1239.114,ZHX2,2428,1841
ZHX2_E3_1239.116,ZHX2,682,1000
ZHX2_E3_1239.125,ZHX2,1098,1459
ZHX2_E3_1239.130,ZHX2,1474,1400
ZHX2_E3_1239.31,ZHX2,2412,3050
ZHX2_E3_1239.80,ZHX2,1460,1338
ZHX3_E3_1533.11,ZHX3,1100,788
ZHX3_E3_1533.208,ZHX3,3262,3965
ZHX3_E3_1533.209,ZHX3,1143,829
ZHX3_E3_1533.45,ZHX3,2138,1769
ZHX3_E3_1533.46,ZHX3,2364,2212
ZHX3_E3_1533.57,ZHX3,2332,1977
ZIC1_E1_157.1,ZIC1,2861,2658
ZIC1_E2_164.3,ZIC1,1503,1625
ZIC1_E2_164.4,ZIC1,1900,1708
ZIC1_E2_164.5,ZIC1,1900,2282
ZIC1_E2_164.9,ZIC1,1106,2009
ZIC2_E1_118.10,ZIC2,2021,3091
ZIC2_E1_118.17,ZIC2,1687,2383
ZIC2_E1_118.18,ZIC2,1933,3958
ZIC2_E2_137.10,ZIC2,402,754
ZIC2_E2_137.7,ZIC2,1634,2384
ZIC2_E2_137.8,ZIC2,861,1534
ZIC3_E1_118.1,ZIC3,2030,1753
ZIC3_E1_118.10,ZIC3,1799,2375
ZIC3_E1_118.19,ZIC3,1239,1770
ZIC3_E1_118.20,ZIC3,2165,3070
ZIC3_E2_137.2,ZIC3,3141,3139
ZIC3_E2_137.3,ZIC3,3473,3492
ZIC3_E2_137.4,ZIC3,1166,1026
ZIC4_E3_118.0,ZIC4,3089,2879
ZIC4_E3_118.10,ZIC4,804,710
ZIC4_E3_118.12,ZIC4,1695,1039
ZIC4_E3_118.5,ZIC4,594,518
ZIC4_E3_118.6,ZIC4,1308,1185
ZIC4_E4_53.1,ZIC4,1034,1167
ZIC5_E1_118.10,ZIC5,1495,1850
ZIC5_E1_118.16,ZIC5,5,13
ZIC5_E1_118.17,ZIC5,3607,4237
ZIC5_E1_118.4,ZIC5,2466,2483
ZIC5_E1_118.6,ZIC5,3395,2800
ZIC5_E1_118.8,ZIC5,1046,908
ZIC5_E2_75.1,ZIC5,2577,2810
ZIK1_E4_666.42,ZIK1,1152,1162
ZIK1_E4_666.46,ZIK1,1925,2733
ZIK1_E4_666.74,ZIK1,1147,871
ZIK1_E4_666.75,ZIK1,3932,5022
ZIK1_E4_666.76,ZIK1,1340,1127
ZIK1_E4_666.77,ZIK1,831,829
ZIM2_E11_492.0,ZIM2,0,0
ZIM2_E11_492.1,ZIM2,0,0
ZIM2_E11_492.13,ZIM2,1033,1288
ZIM2_E11_492.32,ZIM2,2768,3394
ZIM2_E11_492.34,ZIM2,2310,2467
ZIM2_E11_492.44,ZIM2,0,0
ZIM3_E5_492.12,ZIM3,3372,2952
ZIM3_E5_492.23,ZIM3,3656,3427
ZIM3_E5_492.24,ZIM3,2596,2499
ZIM3_E5_492.25,ZIM3,3125,3711
ZIM3_E5_492.30,ZIM3,3374,4158
ZIM3_E5_492.5,ZIM3,1727,3580
ZKSCAN1_E6_555.37,ZKSCAN1,1184,545
ZKSCAN1_E6_555.42,ZKSCAN1,2101,2118
ZKSCAN1_E6_555.57,ZKSCAN1,1818,1521
ZKSCAN1_E6_555.59,ZKSCAN1,2749,2443
ZKSCAN1_E6_555.60,ZKSCAN1,576,1093
ZKSCAN1_E6_555.61,ZKSCAN1,2778,2273
ZKSCAN2_E5_472.50,ZKSCAN2,3918,3825
ZKSCAN2_E6_245.10,ZKSCAN2,2262,1697
ZKSCAN2_E6_245.18,ZKSCAN2,4513,6751
ZKSCAN2_E6_245.7,ZKSCAN2,4638,5087
ZKSCAN2_E6_245.9,ZKSCAN2,5957,5011
ZKSCAN2_E7_411.15,ZKSCAN2,1264,1187
ZKSCAN3_E7_573.15,ZKSCAN3,3197,3279
ZKSCAN3_E7_573.29,ZKSCAN3,2966,3393
ZKSCAN3_E7_573.32,ZKSCAN3,1446,1254
ZKSCAN3_E7_573.43,ZKSCAN3,23,5
ZKSCAN3_E7_573.44,ZKSCAN3,2536,2364
ZKSCAN3_E7_573.55,ZKSCAN3,3346,4284
ZKSCAN4_E5_576.15,ZKSCAN4,2963,3873
ZKSCAN4_E5_576.22,ZKSCAN4,1799,1121
ZKSCAN4_E5_576.23,ZKSCAN4,1354,1744
ZKSCAN4_E5_576.45,ZKSCAN4,3239,3657
ZKSCAN4_E5_576.46,ZKSCAN4,2823,2658
ZKSCAN4_E5_576.47,ZKSCAN4,3572,3521
ZKSCAN5_E6_427.29,ZKSCAN5,2296,2222
ZKSCAN5_E6_427.32,ZKSCAN5,928,848
ZKSCAN5_E6_427.33,ZKSCAN5,887,1440
ZKSCAN5_E7_1055.33,ZKSCAN5,1589,1173
ZKSCAN5_E7_1055.38,ZKSCAN5,2460,2222
ZKSCAN5_E7_1055.88,ZKSCAN5,1135,946
ZKSCAN7_E6_1077.2,ZKSCAN7,1941,1911
ZKSCAN7_E6_1077.21,ZKSCAN7,1438,1431
ZKSCAN7_E6_1077.22,ZKSCAN7,4016,3650
ZKSCAN7_E6_1077.47,ZKSCAN7,2144,2058
ZKSCAN7_E6_1077.66,ZKSCAN7,1561,1408
ZKSCAN7_E6_1077.94,ZKSCAN7,1094,1134
ZKSCAN8_E7_744.1,ZKSCAN8,1733,2124
ZKSCAN8_E7_744.30,ZKSCAN8,2953,2718
ZKSCAN8_E7_744.31,ZKSCAN8,6910,7602
ZKSCAN8_E7_744.65,ZKSCAN8,1681,2343
ZKSCAN8_E7_744.8,ZKSCAN8,4207,4579
ZKSCAN8_E7_744.88,ZKSCAN8,1908,1946
ZMIZ1_E19_75.2,ZMIZ1,4337,1783
ZMIZ1_E19_75.5,ZMIZ1,2730,1576
ZMIZ1_E19_75.6,ZMIZ1,2970,2103
ZMIZ1_E20_68.0,ZMIZ1,2953,2133
ZMIZ1_E20_68.1,ZMIZ1,4238,2174
ZMIZ2_E13_75.3,ZMIZ2,2043,725
ZMIZ2_E13_75.4,ZMIZ2,2252,1101
ZMIZ2_E13_75.5,ZMIZ2,5055,2003
ZMIZ2_E14_68.2,ZMIZ2,2799,2718
ZMIZ2_E14_68.3,ZMIZ2,2034,1173
ZMIZ2_E14_68.7,ZMIZ2,3975,1388
ZNF10_E5_666.12,ZNF10,2856,2805
ZNF10_E5_666.23,ZNF10,3717,3573
ZNF10_E5_666.3,ZNF10,2611,1845
ZNF10_E5_666.38,ZNF10,2319,2343
ZNF10_E5_666.5,ZNF10,2545,1971
ZNF10_E5_666.53,ZNF10,2239,2838
ZNF100_E5_1155.37,ZNF100,2985,2760
ZNF100_E5_1155.44,ZNF100,4110,5313
ZNF100_E5_1155.49,ZNF100,2921,3405
ZNF100_E5_1155.50,ZNF100,3224,3766
ZNF100_E5_1155.84,ZNF100,4344,3605
ZNF100_E5_1155.91,ZNF100,2581,1953
ZNF101_E4_495.2,ZNF101,3242,2970
ZNF101_E4_495.3,ZNF101,3671,3841
ZNF101_E4_495.35,ZNF101,2406,2459
ZNF101_E4_495.4,ZNF101,1455,1016
ZNF101_E4_495.42,ZNF101,1950,2298
ZNF101_E4_495.43,ZNF101,3057,3562
ZNF107_E7_1755.101,ZNF107,1647,2133
ZNF107_E7_1755.125,ZNF107,1514,1577
ZNF107_E7_1755.2,ZNF107,2435,3871
ZNF107_E7_1755.5,ZNF107,5174,5381
ZNF107_E7_1755.82,ZNF107,2444,3025
ZNF112_E5_1077.2,ZNF112,3583,3702
ZNF112_E5_1077.54,ZNF112,1794,1682
ZNF112_E5_1077.55,ZNF112,1894,2005
ZNF112_E5_1077.56,ZNF112,887,742
ZNF112_E5_1077.63,ZNF112,2336,2385
ZNF112_E5_1077.95,ZNF112,651,1021
ZNF114_E6_321.10,ZNF114,4280,4422
ZNF114_E6_321.12,ZNF114,1903,1727
ZNF114_E6_321.21,ZNF114,2376,2384
ZNF114_E6_321.25,ZNF114,1993,1478
ZNF114_E6_321.26,ZNF114,2683,1585
ZNF114_E6_321.27,ZNF114,1932,1634
ZNF117_E4_915.20,ZNF117,1045,1309
ZNF117_E4_915.23,ZNF117,3346,4440
ZNF117_E4_915.30,ZNF117,3294,3627
ZNF117_E4_915.34,ZNF117,2136,2473
ZNF117_E4_915.62,ZNF117,1616,1661
ZNF117_E4_915.67,ZNF117,4509,4119
ZNF12_E5_1131.13,ZNF12,3056,2511
ZNF12_E5_1131.47,ZNF12,3470,3661
ZNF12_E5_1131.48,ZNF12,2614,2708
ZNF12_E5_1131.56,ZNF12,2854,2819
ZNF12_E5_1131.79,ZNF12,1805,1542
ZNF12_E5_1131.81,ZNF12,3381,4058
ZNF121_Ex_993.1,ZNF121,1693,1765
ZNF121_Ex_993.10,ZNF121,1731,1665
ZNF121_Ex_993.11,ZNF121,4236,3899
ZNF121_Ex_993.19,ZNF121,2628,2221
ZNF121_Ex_993.21,ZNF121,694,801
ZNF121_Ex_993.78,ZNF121,2843,1892
ZNF124_E4_582.28,ZNF124,1733,2057
ZNF124_E4_582.29,ZNF124,1088,1495
ZNF124_E4_582.36,ZNF124,2278,2160
ZNF124_E4_582.46,ZNF124,1515,1102
ZNF124_E4_582.50,ZNF124,2302,2728
ZNF124_E4_582.51,ZNF124,2779,3354
ZNF131_E6_47.0,ZNF131,4000,2138
ZNF131_E6_47.1,ZNF131,3363,1918
ZNF132_E3_1272.101,ZNF132,3793,3552
ZNF132_E3_1272.129,ZNF132,3350,2854
ZNF132_E3_1272.15,ZNF132,2243,2384
ZNF132_E3_1272.16,ZNF132,2436,1880
ZNF132_E3_1272.89,ZNF132,3973,4606
ZNF132_E3_1272.95,ZNF132,896,1109
ZNF133_E7_1230.126,ZNF133,3149,2228
ZNF133_E7_1230.171,ZNF133,1777,1275
ZNF133_E7_1230.19,ZNF133,2452,3051
ZNF133_E7_1230.87,ZNF133,1746,1124
ZNF133_E7_1230.89,ZNF133,2331,1505
ZNF133_E7_1230.94,ZNF133,2645,2460
ZNF134_E3_1116.14,ZNF134,2202,2079
ZNF134_E3_1116.59,ZNF134,2875,2726
ZNF134_E3_1116.84,ZNF134,2914,3009
ZNF134_E3_1116.89,ZNF134,2720,2698
ZNF134_E3_1116.98,ZNF134,2910,3768
ZNF134_E3_1116.99,ZNF134,3373,3950
ZNF135_E4_1170.126,ZNF135,980,750
ZNF135_E4_1170.157,ZNF135,2704,2622
ZNF135_E4_1170.29,ZNF135,2510,2196
ZNF135_E4_1170.30,ZNF135,1743,2054
ZNF135_E4_1170.53,ZNF135,2358,1640
ZNF135_E4_1170.81,ZNF135,2104,1950
ZNF136_E4_1110.64,ZNF136,3679,4627
ZNF136_E4_1110.65,ZNF136,2473,3301
ZNF136_E4_1110.74,ZNF136,2767,3014
