sgRNA,Gene,A2780_Ts8_D0,A2780_Ts8_D10
NFYC_E4_114.0,NFYC,1366,1
NFYC_E4_114.1,NFYC,1056,18
NFYC_E4_114.3,NFYC,786,1
NFYC_E4_114.7,NFYC,1034,1
NHLH1_E2_171.0,NHLH1,676,13
NHLH1_E2_171.1,NHLH1,1088,1831
NHLH1_E2_171.13,NHLH1,756,201
NHLH1_E2_171.17,NHLH1,591,123
NHLH1_E2_171.18,NHLH1,348,63
NHLH1_E2_171.19,NHLH1,842,423
NHLH2_E3_162.0,NHLH2,1270,1777
NHLH2_E3_162.16,NHLH2,1033,892
NHLH2_E3_162.19,NHLH2,183,1
NHLH2_E3_162.20,NHLH2,1115,1586
NHLH2_E3_162.21,NHLH2,326,180
NHLH2_E3_162.23,NHLH2,752,772
NKX1_1_E2_177.1,NKX1,1049,61
NKX1_1_E2_177.10,NKX1,728,492
NKX1_1_E2_177.15,NKX1,1571,372
NKX1_1_E2_177.16,NKX1,947,1499
NKX1_1_E2_177.3,NKX1,1988,1363
NKX1_1_E2_177.4,NKX1,1162,90
NKX1_2_E2_177.0,NKX1,1195,1235
NKX1_2_E2_177.11,NKX1,2540,1094
NKX1_2_E2_177.14,NKX1,896,1737
NKX1_2_E2_177.15,NKX1,583,850
NKX1_2_E2_177.16,NKX1,1640,5280
NKX1_2_E2_177.19,NKX1,1699,1084
NKX2_1_E3_174.0,NKX2,450,1
NKX2_1_E3_174.17,NKX2,191,395
NKX2_1_E3_174.2,NKX2,1439,1196
NKX2_1_E3_174.4,NKX2,684,179
NKX2_1_E3_174.8,NKX2,1335,503
NKX2_1_E3_174.9,NKX2,839,249
NKX2_2_E2_171.1,NKX2,846,9330
NKX2_2_E2_171.17,NKX2,484,286
NKX2_2_E2_171.18,NKX2,678,158
NKX2_2_E2_171.20,NKX2,810,4
NKX2_2_E2_171.21,NKX2,1182,1428
NKX2_2_E2_171.6,NKX2,987,145
NKX2_3_E2_177.14,NKX2,744,145
NKX2_3_E2_177.15,NKX2,51,1
NKX2_3_E2_177.16,NKX2,552,135
NKX2_3_E2_177.17,NKX2,831,214
NKX2_3_E2_177.2,NKX2,748,4178
NKX2_3_E2_177.9,NKX2,1038,67
NKX2_4_E2_174.0,NKX2,307,364
NKX2_4_E2_174.10,NKX2,1855,799
NKX2_4_E2_174.11,NKX2,1197,1341
NKX2_4_E2_174.2,NKX2,275,3
NKX2_4_E2_174.20,NKX2,279,17
NKX2_4_E2_174.21,NKX2,367,465
NKX2_5_E2_159.15,NKX2,505,454
NKX2_5_E2_159.16,NKX2,224,168
NKX2_5_E2_159.17,NKX2,975,1501
NKX2_5_E2_159.18,NKX2,529,748
NKX2_5_E2_159.19,NKX2,389,174
NKX2_5_E2_159.4,NKX2,168,1
NKX2_6_E2_177.0,NKX2,773,218
NKX2_6_E2_177.1,NKX2,359,945
NKX2_6_E2_177.10,NKX2,1215,6535
NKX2_6_E2_177.17,NKX2,1240,1339
NKX2_6_E2_177.18,NKX2,1053,290
NKX2_6_E2_177.19,NKX2,890,31
NKX2_8_E2_171.1,NKX2,688,1292
NKX2_8_E2_171.13,NKX2,385,469
NKX2_8_E2_171.16,NKX2,573,1
NKX2_8_E2_171.6,NKX2,910,81
NKX2_8_E2_171.7,NKX2,372,957
NKX2_8_E2_171.9,NKX2,1163,429
NKX3_1_E2_177.1,NKX3,1330,38
NKX3_1_E2_177.17,NKX3,894,126
NKX3_1_E2_177.20,NKX3,253,186
NKX3_1_E2_177.21,NKX3,917,311
NKX3_1_E2_177.5,NKX3,1186,1608
NKX3_1_E2_177.9,NKX3,1190,3755
NKX3_2_E2_177.1,NKX3,170,1
NKX3_2_E2_177.11,NKX3,439,72
NKX3_2_E2_177.12,NKX3,1307,342
NKX3_2_E2_177.21,NKX3,428,745
NKX3_2_E2_177.7,NKX3,1210,2428
NKX3_2_E2_177.9,NKX3,956,63
NKX6_1_E2_135.10,NKX6,1721,758
NKX6_1_E2_135.11,NKX6,2096,585
NKX6_1_E2_135.6,NKX6,1184,542
NKX6_1_E2_135.7,NKX6,1327,1030
NKX6_1_E2_135.8,NKX6,146,218
NKX6_1_E2_135.9,NKX6,1435,1286
NKX6_1_E3_42.3,NKX6,1315,389
NKX6_2_E2_135.0,NKX6,1413,948
NKX6_2_E2_135.11,NKX6,421,350
NKX6_2_E2_135.2,NKX6,242,1
NKX6_2_E2_135.7,NKX6,552,593
NKX6_2_E2_135.8,NKX6,395,1
NKX6_3_E2_42.3,NKX6,919,556
NOBOX_E5_203.1,NOBOX,545,2454
NOBOX_E5_203.2,NOBOX,1085,657
NOBOX_E5_203.21,NOBOX,1432,6711
NOBOX_E5_203.26,NOBOX,1760,221
NOBOX_E5_203.28,NOBOX,366,1069
NOBOX_E5_203.29,NOBOX,1471,266
NOTO_E2_129.0,NOTO,3368,1585
NOTO_E2_129.1,NOTO,1526,515
NOTO_E2_129.11,NOTO,1503,1197
NOTO_E2_129.9,NOTO,1286,731
NOTO_E3_48.2,NOTO,1817,518
NOTO_E3_48.3,NOTO,533,635
NPAS1_E2_156.0,NPAS1,909,298
NPAS1_E2_156.1,NPAS1,584,1071
NPAS1_E2_156.10,NPAS1,1036,595
NPAS1_E2_156.20,NPAS1,831,262
NPAS1_E2_156.21,NPAS1,214,111
NPAS1_E2_156.6,NPAS1,720,629
NPAS2_E3_149.10,NPAS2,1018,79
NPAS2_E3_149.11,NPAS2,2985,5955
NPAS2_E3_149.3,NPAS2,1130,549
NPAS2_E3_149.4,NPAS2,625,108
NPAS2_E3_149.5,NPAS2,1172,7705
NPAS2_E3_149.9,NPAS2,1501,881
NPAS3_E3_174.0,NPAS3,976,616
NPAS3_E3_174.10,NPAS3,1634,1442
NPAS3_E3_174.2,NPAS3,287,1
NPAS3_E3_174.7,NPAS3,1829,236
NPAS3_E3_174.8,NPAS3,2462,384
NPAS3_E3_174.9,NPAS3,1011,1556
NPAS4_E6_362.12,NPAS4,1602,345
NPAS4_E6_362.13,NPAS4,1118,225
NPAS4_E6_362.39,NPAS4,1143,8841
NPAS4_E6_362.4,NPAS4,629,936
NPAS4_E6_362.40,NPAS4,453,444
NPAS4_E6_362.8,NPAS4,338,3628
NR0B1_E1_386.20,NR0B1,1220,1398
NR0B1_E1_386.44,NR0B1,154,1
NR0B1_E1_386.58,NR0B1,1488,152
NR0B1_E1_386.68,NR0B1,1841,622
NR0B1_E2_220.4,NR0B1,2866,1276
NR0B1_E2_220.5,NR0B1,2423,941
NR0B2_E1_417.1,NR0B2,1523,316
NR0B2_E1_417.80,NR0B2,1295,1877
NR0B2_E1_417.81,NR0B2,1161,202
NR0B2_E2_220.14,NR0B2,1809,558
NR0B2_E2_220.23,NR0B2,972,469
NR0B2_E2_220.24,NR0B2,952,93
NR1D1_E3_89.6,NR1D1,1007,14168
NR1D1_E3_89.7,NR1D1,1658,2152
NR1D1_E3_89.8,NR1D1,1042,123
NR1D1_E4_145.5,NR1D1,717,96
NR1D1_E4_145.6,NR1D1,580,6
NR1D1_E5_248.53,NR1D1,2484,1731
NR1D2_E3_81.6,NR1D2,2200,1349
NR1H2_E5_274.13,NR1H2,1410,634
NR1H2_E5_274.14,NR1H2,413,1295
NR1H2_E5_274.35,NR1H2,653,4135
NR1H2_E5_274.52,NR1H2,675,100
NR1H2_E5_274.9,NR1H2,1740,1031
NR1H3_E4_267.17,NR1H3,1038,583
NR1H3_E4_267.21,NR1H3,979,1418
NR1H3_E4_267.23,NR1H3,538,259
NR1H3_E4_267.29,NR1H3,1503,439
NR1H3_E4_267.30,NR1H3,1090,1253
NR1H3_E4_267.7,NR1H3,2249,359
NR1H3_E5_35.0,NR1H3,1859,2145
Nr1h4_E2_76.5,Nr1h4,1232,76
Nr1h4_E2_76.7,Nr1h4,2970,4756
Nr1h4_E2_76.8,Nr1h4,1959,7883
Nr1h4_E3_153.14,Nr1h4,972,233
Nr1h4_E3_153.16,Nr1h4,1,1
Nr1h4_E3_153.5,Nr1h4,1,1
NR1I2_E3_134.0,NR1I2,524,56
NR1I2_E3_134.18,NR1I2,324,1
NR1I2_E3_134.23,NR1I2,1382,178
NR1I2_E3_134.27,NR1I2,1852,800
NR1I2_E4_50.0,NR1I2,1082,1946
NR1I2_E4_50.1,NR1I2,1214,367
NR1I3_E2_77.0,NR1I3,1928,413
NR1I3_E2_77.1,NR1I3,2352,2085
NR1I3_E2_77.5,NR1I3,2791,1344
NR1I3_E2_77.6,NR1I3,1662,1412
NR1I3_E3_131.4,NR1I3,1616,8889
NR1I3_E3_131.6,NR1I3,2486,4578
NR2C1_E5_180.3,NR2C1,998,2559
NR2C1_E5_180.4,NR2C1,1811,595
NR2C1_E5_180.5,NR2C1,1528,8104
NR2C1_E5_180.6,NR2C1,1724,173
NR2C1_E5_180.7,NR2C1,431,320
NR2C1_E5_180.8,NR2C1,553,98
NR2C2_E6_180.11,NR2C2,1112,1401
NR2C2_E6_180.12,NR2C2,574,1263
NR2C2_E6_180.15,NR2C2,2375,457
NR2C2_E6_180.16,NR2C2,2014,544
NR2C2_E6_180.6,NR2C2,846,133
NR2C2_E7_38.0,NR2C2,1371,414
NR2E1_E2_146.1,NR2E1,614,5854
NR2E1_E2_146.15,NR2E1,1853,294
NR2E1_E2_146.17,NR2E1,1444,2718
NR2E1_E2_146.3,NR2E1,804,1880
NR2E1_E2_146.6,NR2E1,1404,1478
NR2E1_E2_146.7,NR2E1,2165,1263
NR2E3_E2_127.0,NR2E3,738,4555
NR2E3_E2_127.12,NR2E3,1254,1805
NR2E3_E2_127.8,NR2E3,1371,8045
NR2E3_E2_127.9,NR2E3,547,66
NR2E3_E3_104.11,NR2E3,1679,1303
NR2E3_E4_41.2,NR2E3,894,373
NR2F1_E1_208.2,NR2F1,1621,3084
NR2F1_E1_208.21,NR2F1,1609,1068
NR2F1_E1_208.25,NR2F1,1170,2337
NR2F1_E1_208.3,NR2F1,1029,132
NR2F1_E1_208.5,NR2F1,486,281
NR2F1_E1_208.6,NR2F1,2339,1891
NR2F2_E1_208.19,NR2F2,2091,3557
NR2F2_E1_208.2,NR2F2,829,1189
NR2F2_E1_208.24,NR2F2,2209,2005
NR2F2_E1_208.3,NR2F2,884,166
NR2F2_E1_208.5,NR2F2,805,113
NR2F2_E1_208.6,NR2F2,1574,121
NR2F6_E1_113.1,NR2F6,6217,6491
NR2F6_E2_95.15,NR2F6,1828,1788
NR2F6_E2_95.17,NR2F6,1797,6729
NR3C1_E5_103.2,NR3C1,1556,1787
NR3C1_E6_117.0,NR3C1,1307,142
NR3C1_E6_117.2,NR3C1,528,350
NR3C1_E6_117.5,NR3C1,1299,2010
NR3C1_E6_117.6,NR3C1,1105,2
NR3C1_E6_117.7,NR3C1,834,4302
NR3C2_E5_103.11,NR3C2,2012,876
NR3C2_E5_103.5,NR3C2,2850,3132
NR3C2_E5_103.6,NR3C2,2490,738
NR3C2_E5_103.7,NR3C2,2072,1359
NR3C2_E5_103.8,NR3C2,1938,5025
NR3C2_E6_117.0,NR3C2,2355,2506
NR4A1_E3_84.1,NR4A1,2575,852
NR4A1_E3_84.6,NR4A1,514,955
NR4A1_E4_130.0,NR4A1,2287,1802
NR4A1_E4_130.16,NR4A1,1348,791
NR4A1_E4_130.17,NR4A1,2846,1235
NR4A1_E4_130.18,NR4A1,2046,591
NR4A2_E3_84.6,NR4A2,1195,910
NR4A2_E3_84.7,NR4A2,945,138
NR4A2_E4_130.1,NR4A2,57,69
NR4A2_E4_130.10,NR4A2,2735,4344
NR4A2_E4_130.8,NR4A2,569,283
NR4A2_E4_130.9,NR4A2,2123,172
NR4A3_E4_84.1,NR4A3,960,9399
NR4A3_E4_84.2,NR4A3,789,394
NR4A3_E4_84.6,NR4A3,1096,3431
NR4A3_E4_84.7,NR4A3,667,362
NR4A3_E4_84.9,NR4A3,871,300
NR4A3_E5_130.4,NR4A3,2537,4085
NR5A1_E2_66.1,NR5A1,1377,470
NR5A1_E2_66.2,NR5A1,1470,177
NR5A1_E3_142.4,NR5A1,598,322
NR5A1_E4_71.0,NR5A1,251,2
NR5A1_E4_71.1,NR5A1,467,1
NR5A1_E4_71.14,NR5A1,1043,23
NR5A1_E4_71.2,NR5A1,943,5
NR5A2_E3_66.0,NR5A2,1370,1066
NR5A2_E3_66.2,NR5A2,2358,2497
NR5A2_E3_66.3,NR5A2,3564,3063
NR5A2_E3_66.4,NR5A2,1997,1064
NR5A2_E3_66.6,NR5A2,3598,5283
NR5A2_E4_142.2,NR5A2,1959,3385
NR6A1_E3_232.12,NR6A1,879,1286
NR6A1_E3_232.20,NR6A1,972,1810
NR6A1_E3_232.25,NR6A1,711,399
NR6A1_E3_232.27,NR6A1,701,50
NR6A1_E3_232.28,NR6A1,960,973
NR6A1_E3_232.3,NR6A1,1373,2959
NRF1_E3_80.1,NRF1,1376,92
NRF1_E4_127.1,NRF1,1327,1
NRF1_E5_141.8,NRF1,1354,487
NRF1_E5_141.9,NRF1,876,1
NRF1_E6_159.27,NRF1,388,1
NRF1_E6_159.3,NRF1,2329,206
NRF1_E7_87.6,NRF1,1335,1680
NRF1_Ex_161.16,NRF1,1264,1000
NRL_E3_210.1,NRL,487,159
NRL_E3_210.18,NRL,2082,860
NRL_E3_210.2,NRL,817,370
NRL_E3_210.20,NRL,791,252
NRL_E3_210.21,NRL,609,470
NRL_E3_210.35,NRL,1700,2231
OLIG1_E1_189.0,OLIG1,1640,2591
OLIG1_E1_189.1,OLIG1,519,32
OLIG1_E1_189.23,OLIG1,597,2062
OLIG1_E1_189.24,OLIG1,952,2934
OLIG1_E1_189.28,OLIG1,541,1735
OLIG1_E1_189.7,OLIG1,1291,2214
OLIG2_E2_174.12,OLIG2,629,434
OLIG2_E2_174.13,OLIG2,1252,87
OLIG2_E2_174.14,OLIG2,1002,507
OLIG2_E2_174.17,OLIG2,651,5059
OLIG2_E2_174.3,OLIG2,3192,903
OLIG2_E2_174.4,OLIG2,327,13
OLIG3_E1_174.0,OLIG3,3644,4564
OLIG3_E1_174.14,OLIG3,438,61
OLIG3_E1_174.15,OLIG3,1431,2809
OLIG3_E1_174.4,OLIG3,1833,6223
OLIG3_E1_174.5,OLIG3,1862,2925
OLIG3_E1_174.6,OLIG3,90,1
ONECUT1_E2_165.10,ONECUT1,3442,9030
ONECUT1_E2_165.12,ONECUT1,1816,1246
ONECUT1_E2_165.13,ONECUT1,2486,7411
ONECUT1_E2_165.14,ONECUT1,2660,2902
ONECUT1_E2_165.5,ONECUT1,1796,223
ONECUT1_E2_165.6,ONECUT1,1959,570
ONECUT2_E2_165.0,ONECUT2,4151,2503
ONECUT2_E2_165.1,ONECUT2,1440,64
ONECUT2_E2_165.15,ONECUT2,779,27
ONECUT2_E2_165.16,ONECUT2,1036,1213
ONECUT2_E2_165.5,ONECUT2,1,1
ONECUT2_E2_165.7,ONECUT2,1417,2740
ONECUT3_E2_177.0,ONECUT3,2582,9662
ONECUT3_E2_177.13,ONECUT3,775,1044
ONECUT3_E2_177.2,ONECUT3,1157,497
ONECUT3_E2_177.6,ONECUT3,1,1
ONECUT3_E2_177.7,ONECUT3,920,2
ONECUT3_E2_177.9,ONECUT3,1074,1961
OSR1_E2_137.10,OSR1,2159,273
OSR1_E2_137.11,OSR1,940,212
OSR1_E2_69.1,OSR1,2412,1752
OSR1_E3_94.4,OSR1,611,9
OSR2_E3_101.11,OSR2,1277,370
OSR2_E3_101.12,OSR2,1886,1532
OSR2_E3_101.13,OSR2,1886,8167
OSR2_E3_101.7,OSR2,1800,382
OSR2_E3_101.8,OSR2,2593,1809
OSR2_E5_129.4,OSR2,1475,347
OTP_E2_132.0,OTP,1490,903
OTP_E2_132.13,OTP,1206,482
OTP_E2_132.14,OTP,375,1
OTP_E2_132.2,OTP,1910,3350
OTP_E2_132.5,OTP,541,5884
OTP_E2_132.8,OTP,648,1
OTX1_E4_135.0,OTX1,1197,625
OTX1_E4_135.1,OTX1,1497,474
OTX1_E4_135.10,OTX1,1071,1812
OTX1_E4_135.11,OTX1,2607,1910
OTX1_E4_135.12,OTX1,962,440
OTX1_E4_135.5,OTX1,788,790
OTX2_E2_135.0,OTX2,1209,266
OTX2_E2_135.1,OTX2,1026,2179
OTX2_E2_135.14,OTX2,1174,631
OTX2_E2_135.2,OTX2,563,40
OTX2_E2_135.7,OTX2,1370,1081
OTX2_E2_135.8,OTX2,902,1806
OVOL1_E3_31.0,OVOL1,1064,246
OVOL1_E4_47.0,OVOL1,1686,233
OVOL1_E4_47.1,OVOL1,2107,710
OVOL1_E4_47.2,OVOL1,1064,223
OVOL1_E4_47.3,OVOL1,3487,3493
OVOL2_E3_31.0,OVOL2,1431,36
OVOL2_E4_47.0,OVOL2,952,1102
OVOL2_E4_47.1,OVOL2,1528,88
OVOL3_E4_47.0,OVOL3,1694,771
OVOL3_E4_47.1,OVOL3,1251,585
OVOL3_E4_47.2,OVOL3,1571,502
OVOL3_E4_47.3,OVOL3,1514,612
OVOL3_E4_47.4,OVOL3,512,9
OVOL3_E4_47.5,OVOL3,797,3160
PATZ1_E1_392.12,PATZ1,1582,701
PATZ1_E1_392.29,PATZ1,377,35
PATZ1_E1_392.58,PATZ1,301,33
PATZ1_E2_64.1,PATZ1,4325,3264
PATZ1_E3_172.25,PATZ1,849,403
PATZ1_E4_138.12,PATZ1,537,1
PATZ1_E5_239.24,PATZ1,1139,770
PAX1_E2_384.11,PAX1,412,169
PAX1_E2_384.3,PAX1,225,155
PAX1_E2_384.33,PAX1,1292,95
PAX1_E2_384.4,PAX1,2754,1609
PAX1_E2_384.51,PAX1,644,1449
PAX1_E2_384.54,PAX1,1390,153462
PAX2_E2_167.32,PAX2,917,399
PAX2_E2_167.33,PAX2,1467,103
PAX2_E2_167.9,PAX2,804,290
PAX2_E3_198.10,PAX2,400,1
PAX2_E3_198.22,PAX2,1191,740
PAX2_E3_198.8,PAX2,1056,1789
PAX3_E2_222.12,PAX3,871,9
PAX3_E2_222.3,PAX3,655,10062
PAX3_E2_222.36,PAX3,853,1639
PAX3_E2_222.37,PAX3,2004,1509
PAX3_E5_135.10,PAX3,1135,50
PAX3_E5_135.11,PAX3,1148,523
PAX3_E6_39.0,PAX3,1926,2915
PAX4_E1_117.10,PAX4,2308,3348
PAX4_E1_117.11,PAX4,2027,6578
PAX4_E2_216.2,PAX4,1916,1277
PAX4_E2_216.36,PAX4,759,800
PAX4_E3_33.2,PAX4,996,236
PAX4_E3_33.3,PAX4,756,581
PAX4_E5_83.1,PAX4,2025,542
PAX4_E5_83.11,PAX4,2125,1797
PAX5_E2_166.24,PAX5,2144,3214
PAX5_E2_166.26,PAX5,1093,3223
PAX5_E2_166.9,PAX5,2032,481
PAX5_E3_198.27,PAX5,1484,2234
PAX5_E3_198.28,PAX5,992,5185
PAX5_E3_198.29,PAX5,1,1
PAX6_E5_129.12,PAX6,820,125
PAX6_E5_129.5,PAX6,1417,2154
PAX6_E6_216.12,PAX6,1636,844
PAX6_E6_216.13,PAX6,470,112
PAX6_E6_216.21,PAX6,1446,384
PAX6_E7_36.0,PAX6,1793,2816
PAX6_E9_83.3,PAX6,1289,408
PAX7_E2_222.12,PAX7,1907,1002
PAX7_E2_222.17,PAX7,1361,487
PAX7_E2_222.41,PAX7,432,70
PAX7_E5_138.0,PAX7,2557,2254
PAX7_E5_138.14,PAX7,1016,178
PAX7_E5_138.6,PAX7,876,1346
PAX7_E5_138.7,PAX7,725,131
PAX7_E6_39.0,PAX7,968,2033
PAX7_E6_39.1,PAX7,500,847
PAX8_E3_166.23,PAX8,535,1891
PAX8_E3_166.25,PAX8,1964,661
PAX8_E3_166.8,PAX8,239,525
PAX8_E4_198.16,PAX8,1771,834
PAX8_E4_198.17,PAX8,496,35
PAX8_E4_198.2,PAX8,1131,1322
PAX9_E3_378.11,PAX9,1151,101
PAX9_E3_378.13,PAX9,1051,1183
PAX9_E3_378.14,PAX9,611,262
PAX9_E3_378.5,PAX9,1532,986
PAX9_E3_378.55,PAX9,420,1
PAX9_E3_378.57,PAX9,514,5
PBRM1_E26_202.10,PBRM1,2429,109
PBRM1_E26_202.11,PBRM1,1105,121
PBRM1_E26_202.13,PBRM1,358,120
PBRM1_E26_202.18,PBRM1,666,2
PBRM1_E26_202.19,PBRM1,639,29
PBRM1_E26_202.8,PBRM1,1417,6
PBX1_E5_136.0,PBX1,2178,461
PBX1_E5_136.11,PBX1,605,745
PBX1_E5_136.2,PBX1,1546,861
PBX1_E5_136.3,PBX1,2878,2925
PBX1_E5_136.8,PBX1,2457,669
PBX1_E5_136.9,PBX1,2825,6772
PBX1_E6_45.0,PBX1,278,276
PBX2_E5_136.0,PBX2,1474,2149
PBX2_E5_136.1,PBX2,1106,1991
PBX2_E5_136.12,PBX2,539,1838
PBX2_E5_136.17,PBX2,3445,7443
PBX2_E6_45.0,PBX2,2871,1638
PBX2_E6_45.1,PBX2,1757,677
PBX3_E5_136.0,PBX3,2510,1296
PBX3_E5_136.10,PBX3,2077,4983
PBX3_E5_136.8,PBX3,2058,2773
PBX3_E5_136.9,PBX3,1798,2428
PBX3_E6_45.0,PBX3,1627,271
PBX3_E6_45.1,PBX3,2435,5693
PBX4_E5_136.0,PBX4,312,78
PBX4_E5_136.1,PBX4,903,592
PBX4_E5_136.12,PBX4,1795,903
PBX4_E5_136.13,PBX4,1371,1481
PBX4_E5_136.15,PBX4,1523,6538
PBX4_E5_136.9,PBX4,1282,29
PBX4_E6_48.0,PBX4,1137,936
PDX1_E2_177.13,PDX1,1820,2240
PDX1_E2_177.18,PDX1,666,216
PDX1_E2_177.3,PDX1,1166,571
PDX1_E2_177.4,PDX1,1391,178
PDX1_E2_177.5,PDX1,442,59
PDX1_E2_177.8,PDX1,699,443
PGR_E2_103.11,PGR,3304,430
PGR_E2_103.6,PGR,2606,802
PGR_E2_103.7,PGR,928,72
PGR_E3_117.1,PGR,960,563
PGR_E3_117.6,PGR,862,238
PGR_E3_117.7,PGR,1718,238
PHOX2A_E2_135.2,PHOX2A,1422,1058
PHOX2A_E2_135.3,PHOX2A,1860,1437
PHOX2A_E2_135.5,PHOX2A,1611,419
PHOX2A_E2_135.7,PHOX2A,886,9468
PHOX2A_E3_42.0,PHOX2A,587,291
PHOX2A_E3_42.2,PHOX2A,864,1124
PHOX2B_E2_135.13,PHOX2B,817,255
PHOX2B_E2_135.6,PHOX2B,591,808
PHOX2B_E2_135.9,PHOX2B,430,5419
PHOX2B_E3_42.0,PHOX2B,622,672
PHOX2B_E3_42.2,PHOX2B,1199,833
PHOX2B_E3_42.3,PHOX2B,116,1
PIAS1_Ex_220.0,PIAS1,1898,1718
PIAS1_Ex_220.13,PIAS1,4507,2816
PIAS1_Ex_220.17,PIAS1,3664,975
PIAS1_Ex_220.2,PIAS1,2167,468
PIAS1_Ex_220.3,PIAS1,1028,142
PIAS1_Ex_220.9,PIAS1,1,1
PIAS2_E9_129.0,PIAS2,2750,639
PIAS2_E9_129.1,PIAS2,2151,2236
PIAS2_E9_129.3,PIAS2,607,4317
PIAS2_E9_129.6,PIAS2,1,1
PIAS2_E9_129.7,PIAS2,2982,11041
PIAS2_E9_129.8,PIAS2,3689,1463
PIAS3_E9_129.10,PIAS3,1935,642
PIAS3_E9_129.11,PIAS3,3182,221
PIAS3_E9_129.12,PIAS3,1093,513
PIAS3_E9_129.4,PIAS3,1180,1423
PIAS3_E9_129.5,PIAS3,2068,3210
PIAS3_E9_129.6,PIAS3,1179,377
PIAS4_E9_132.10,PIAS4,1643,696
PIAS4_E9_132.2,PIAS4,4729,643
PIAS4_E9_132.3,PIAS4,1070,341
PIAS4_E9_132.5,PIAS4,1016,71
PIAS4_E9_132.8,PIAS4,2626,2300
PIAS4_E9_132.9,PIAS4,2087,802
PITX1_E2_135.14,PITX1,1031,858
PITX1_E2_135.5,PITX1,1193,46
PITX1_E2_135.6,PITX1,1299,4405
PITX1_E2_135.7,PITX1,995,207
PITX1_E3_42.0,PITX1,972,1585
PITX1_E3_42.1,PITX1,1157,260
PITX2_E2_135.4,PITX2,1107,4930
PITX2_E2_135.5,PITX2,1059,81
PITX2_E2_135.7,PITX2,1195,1755
PITX2_E2_135.8,PITX2,643,824
PITX2_E2_135.9,PITX2,788,147
PITX2_E3_42.0,PITX2,2704,1551
PITX3_E3_135.11,PITX3,373,1
PITX3_E3_135.3,PITX3,1661,4408
PITX3_E3_135.9,PITX3,1010,1337
PITX3_E4_42.0,PITX3,1180,1034
PITX3_E4_42.1,PITX3,295,1
PITX3_E4_42.2,PITX3,1027,1354
PKNOX1_E8_72.0,PKNOX1,1689,320
PKNOX1_E8_72.1,PKNOX1,1075,8331
PKNOX1_E8_72.5,PKNOX1,1310,2447
PKNOX1_E8_72.6,PKNOX1,606,629
PKNOX1_E8_72.7,PKNOX1,498,444
PKNOX2_E10_72.0,PKNOX2,823,1000
PKNOX2_E10_72.1,PKNOX2,1483,3264
PKNOX2_E10_72.2,PKNOX2,1062,807
PKNOX2_E10_72.3,PKNOX2,1293,375
PKNOX2_E10_72.4,PKNOX2,1907,2260
PKNOX2_E11_77.9,PKNOX2,2281,7426
PLAG1_E4_110.0,PLAG1,2252,5594
PLAG1_E4_110.1,PLAG1,2176,2299
PLAG1_E4_110.2,PLAG1,4641,9004
PLAG1_E4_110.5,PLAG1,1275,1545
PLAG1_E4_110.6,PLAG1,2465,617
PLAG1_E5_67.1,PLAG1,3598,5901
PLAGL1_E7_67.0,PLAGL1,1487,409
PLAGL1_E7_67.1,PLAGL1,1921,30
PLAGL1_E7_67.2,PLAGL1,950,221
PLAGL1_E7_67.3,PLAGL1,1707,452
PLAGL1_E7_67.4,PLAGL1,1757,7411
PLAGL1_E7_67.6,PLAGL1,828,163
PLAGL2_E3_457.14,PLAGL2,372,501
PLAGL2_E3_457.21,PLAGL2,941,1604
PLAGL2_E3_457.22,PLAGL2,1135,867
PLAGL2_E3_457.27,PLAGL2,2024,173
PLAGL2_E3_457.30,PLAGL2,769,446
PLAGL2_E3_457.43,PLAGL2,1255,147
PMS1_E10_52.0,PMS1,1790,557
PMS1_E9_143.0,PMS1,2864,2039
PMS1_E9_143.1,PMS1,1658,585
PMS1_E9_143.2,PMS1,1818,909
PMS1_E9_143.3,PMS1,1846,2481
PMS1_E9_143.5,PMS1,3207,2619
PMS1_E9_143.6,PMS1,3567,3620
POU1F1_E6_154.7,POU1F1,734,37
POU2F1_E11_63.0,POU2F1,1431,1
POU2F1_E11_63.4,POU2F1,1228,1
POU2F1_E11_63.5,POU2F1,1266,4
POU2F1_E12_108.3,POU2F1,1658,56
POU2F1_E12_108.4,POU2F1,1765,897
POU2F2_E10_63.1,POU2F2,1700,6202
POU2F2_E10_63.2,POU2F2,1293,162
POU2F2_E11_108.2,POU2F2,828,44
POU2F2_E11_108.4,POU2F2,256,1
POU2F2_E11_108.5,POU2F2,579,288
POU2F2_E11_108.7,POU2F2,697,927
POU2F3_E10_108.10,POU2F3,582,634
POU2F3_E10_108.11,POU2F3,936,94
POU2F3_E10_108.7,POU2F3,1749,2325
POU2F3_E9_63.0,POU2F3,1061,550
POU2F3_E9_63.4,POU2F3,1051,2324
POU2F3_E9_63.5,POU2F3,1823,3298
POU3F1_E1_174.0,POU3F1,1504,348
POU3F1_E1_174.1,POU3F1,1219,2304
POU3F1_E1_174.20,POU3F1,1036,1572
POU3F1_E1_174.21,POU3F1,548,484
POU3F1_E1_174.4,POU3F1,1646,3252
POU3F1_E1_174.8,POU3F1,773,818
POU3F2_E1_174.16,POU3F2,508,222
POU3F2_E1_174.17,POU3F2,1189,2330
POU3F2_E1_174.18,POU3F2,268,189
POU3F2_E1_174.2,POU3F2,1216,996
POU3F2_E1_174.29,POU3F2,1475,111
POU3F2_E1_174.9,POU3F2,1288,1956
POU3F3_E1_174.0,POU3F3,1206,2934
