sgRNA,Gene,Snu-1_WT_C13_D=0,Snu-1_WT_C13_D=10
LONRF3_2280.317,LONRF3,448,541
LONRF3_2280.57,LONRF3,1274,1758
LONRF3_2280.296,LONRF3,482,514
LONRF3_2280.59,LONRF3,708,769
LONRF3_2280.293,LONRF3,1062,1544
LONRF3_2280.62,LONRF3,765,1325
LONRF3_2280.65,LONRF3,227,249
LONRF3_2280.66,LONRF3,480,252
LONRF3_2280.90,LONRF3,233,550
LONRF3_2280.260,LONRF3,1487,1446
LONRF3_2280.230,LONRF3,1315,1371
LONRF3_2280.229,LONRF3,766,616
LONRF3_2280.228,LONRF3,1141,967
LONRF3_2280.226,LONRF3,1060,1145
LONRF3_2280.225,LONRF3,1363,1939
LONRF3_2280.146,LONRF3,1515,1869
LONRF3_2280.204,LONRF3,627,817
LRSAM1_2172.300,LRSAM1,749,430
LRSAM1_2172.23,LRSAM1,651,349
LRSAM1_2172.283,LRSAM1,811,939
LRSAM1_2172.200,LRSAM1,346,368
LRSAM1_2172.189,LRSAM1,330,484
LRSAM1_2172.179,LRSAM1,374,370
LRSAM1_2172.164,LRSAM1,1759,1628
LRSAM1_2172.144,LRSAM1,275,194
LRSAM1_2172.160,LRSAM1,874,757
LRSAM1_2172.155,LRSAM1,286,238
LRSAM1_2172.153,LRSAM1,389,588
LRSAM1_2172.151,LRSAM1,418,252
LTN1_5439.216,LTN1,809,813
LTN1_5439.217,LTN1,676,516
LTN1_5439.227,LTN1,728,1229
LTN1_5439.225,LTN1,342,471
LTN1_5439.221,LTN1,1181,1103
LTN1_5439.220,LTN1,1204,1110
MAP3K1_4539.218,MAP3K1,2293,1200
MAP3K1_4539.280,MAP3K1,1536,2372
MAP3K1_4539.273,MAP3K1,1908,2593
MAP3K1_4539.251,MAP3K1,2041,2372
MAP3K1_4539.268,MAP3K1,924,681
MAP3K1_4539.265,MAP3K1,1666,1255
MAP3K1_4539.112,MAP3K1,799,992
MAP3K1_4539.427,MAP3K1,1621,1162
MAP3K1_4539.114,MAP3K1,761,479
MAP3K1_4539.115,MAP3K1,1177,1171
MAP3K1_4539.423,MAP3K1,1063,877
MARCH1_870.96,MARCHF1,398,326
MARCH1_870.90,MARCHF1,690,893
MARCH1_870.77,MARCHF1,774,1056
MARCH1_870.14,MARCHF1,1403,1079
MARCH1_870.75,MARCHF1,700,1183
MARCH1_870.71,MARCHF1,1164,1602
MARCH1_870.70,MARCHF1,1256,1045
MARCH1_870.69,MARCHF1,2011,1977
MARCH1_870.24,MARCHF1,521,571
MARCH1_870.38,MARCHF1,545,722
MARCH1_870.42,MARCHF1,899,703
MARCH10_2541.121,MARCHF10,950,856
MARCH10_2541.124,MARCHF10,779,602
MARCH10_2541.174,MARCHF10,438,518
MARCH10_2541.128,MARCHF10,324,482
MARCH10_2541.167,MARCHF10,1264,1207
MARCH10_2541.129,MARCHF10,1008,873
MARCH10_2541.163,MARCHF10,1652,1407
MARCH11_1209.142,MARCHF11,1022,906
MARCH11_1209.65,MARCHF11,401,646
MARCH11_1209.139,MARCHF11,1115,1154
MARCH11_1209.137,MARCHF11,1592,1807
MARCH11_1209.70,MARCHF11,584,812
MARCH11_1209.71,MARCHF11,862,1124
MARCH11_1209.125,MARCHF11,536,400
MARCH2_741.121,MARCHF2,850,1166
MARCH2_741.119,MARCHF2,559,488
MARCH2_741.118,MARCHF2,317,315
MARCH2_741.24,MARCHF2,313,388
MARCH2_741.114,MARCHF2,1368,1146
MARCH2_741.26,MARCHF2,1023,1195
MARCH2_741.112,MARCHF2,259,92
MARCH2_741.41,MARCHF2,609,674
MARCH2_741.80,MARCHF2,1274,1157
MARCH3_762.13,MARCHF3,1039,1390
MARCH3_762.90,MARCHF3,1028,1453
MARCH3_762.19,MARCHF3,1,1
MARCH3_762.20,MARCHF3,1,1
MARCH3_762.21,MARCHF3,619,622
MARCH3_762.22,MARCHF3,1143,1508
MARCH3_762.86,MARCHF3,1854,2271
MARCH3_762.31,MARCHF3,582,1065
MARCH3_762.72,MARCHF3,280,458
MARCH4_1233.49,MARCHF4,973,1037
MARCH4_1233.247,MARCHF4,1681,1030
MARCH4_1233.179,MARCHF4,686,750
MARCH4_1233.175,MARCHF4,877,1114
MARCH4_1233.54,MARCHF4,686,797
MARCH4_1233.55,MARCHF4,540,622
MARCH4_1233.173,MARCHF4,674,505
MARCH4_1233.170,MARCHF4,721,723
MARCH4_1233.58,MARCHF4,633,1023
MARCH4_1233.59,MARCHF4,766,702
MARCH4_1233.67,MARCHF4,1182,1000
MARCH4_1233.160,MARCHF4,219,318
MARCH4_1233.153,MARCHF4,692,683
MARCH5_837.4,MARCHF5,1361,823
MARCH5_837.5,MARCHF5,633,339
MARCH5_837.7,MARCHF5,624,451
MARCH5_837.70,MARCHF5,443,254
MARCH5_837.69,MARCHF5,468,380
MARCH5_837.12,MARCHF5,543,347
MARCH5_837.68,MARCHF5,470,204
MARCH5_837.22,MARCHF5,2070,885
MARCH5_837.31,MARCHF5,589,502
MARCH6_2733.1,MARCHF6,658,374
MARCH6_2733.302,MARCHF6,154,121
MARCH6_2733.2,MARCHF6,1097,538
MARCH6_2733.300,MARCHF6,1105,992
MARCH6_2733.11,MARCHF6,1056,996
MARCH6_2733.86,MARCHF6,1260,961
MARCH6_2733.243,MARCHF6,2846,2131
MARCH6_2733.133,MARCHF6,443,420
MARCH6_2733.157,MARCHF6,1107,1233
MARCH6_2733.191,MARCHF6,1275,1257
MARCH6_2418.79,MARCHF6,705,764
MARCH6_2418.230,MARCHF6,2846,2131
MARCH6_2418.95,MARCHF6,183,41
MARCH7_2001.64,MARCHF7,1290,1845
MARCH7_2001.65,MARCHF7,616,533
MARCH7_2001.91,MARCHF7,1984,1980
MARCH7_2001.67,MARCHF7,795,1052
MARCH7_2001.88,MARCHF7,1213,1568
MARCH8_876.76,MARCHF8,1357,1216
MARCH8_876.72,MARCHF8,662,582
MARCH8_876.14,MARCHF8,1278,1202
MARCH8_876.66,MARCHF8,554,633
MARCH8_876.15,MARCHF8,616,870
MARCH8_876.63,MARCHF8,470,626
MARCH8_876.62,MARCHF8,1045,1208
MARCH8_876.61,MARCHF8,661,637
MARCH8_876.23,MARCHF8,565,998
MARCH8_876.32,MARCHF8,1043,1238
MARCH9_1041.179,MARCHF9,728,398
MARCH9_1041.58,MARCHF9,1149,934
MARCH9_1041.173,MARCHF9,353,145
MARCH9_1041.59,MARCHF9,1095,551
MARCH9_1041.168,MARCHF9,1228,181
MARCH9_1041.60,MARCHF9,784,522
MARCH9_1041.62,MARCHF9,607,473
MARCH9_1041.72,MARCHF9,993,697
MDM2_1335.102,MDM2,1629,1312
MDM2_1335.37,MDM2,1432,996
MDM2_1335.64,MDM2,1050,1072
MDM2_1335.51,MDM2,706,499
MDM2_1335.53,MDM2,1780,1563
MDM2_1335.62,MDM2,1200,1525
MDM2_1335.61,MDM2,1157,1273
MDM2_1335.60,MDM2,678,379
MDM2_1335.58,MDM2,1252,178
MDM4_1473.8,MDM4,963,853
MDM4_1473.35,MDM4,548,659
MDM4_1473.98,MDM4,861,163
MDM4_1473.59,MDM4,1511,532
MDM4_1473.62,MDM4,551,277
MDM4_1473.78,MDM4,1721,1208
MDM4_1473.64,MDM4,1182,807
MDM4_1473.65,MDM4,907,449
MDM4_1473.68,MDM4,790,370
MDM4_1473.70,MDM4,1068,574
MEX3A_1563.53,MEX3A,673,861
MEX3A_1563.62,MEX3A,1291,1196
MEX3A_1563.71,MEX3A,378,397
MEX3A_1563.84,MEX3A,521,318
MEX3A_1563.264,MEX3A,676,911
MEX3A_1563.184,MEX3A,555,349
MEX3A_1563.182,MEX3A,740,1274
MEX3A_1563.181,MEX3A,346,258
MEX3A_1563.180,MEX3A,1509,1529
MEX3A_1563.172,MEX3A,962,632
MEX3A_1563.173,MEX3A,234,171
MEX3A_1563.178,MEX3A,368,376
MEX3B_1710.174,MEX3B,700,921
MEX3B_1710.327,MEX3B,468,132
MEX3B_1710.34,MEX3B,545,784
MEX3B_1710.51,MEX3B,835,760
MEX3B_1710.62,MEX3B,392,393
MEX3B_1710.173,MEX3B,1403,1596
MEX3B_1710.155,MEX3B,562,701
MEX3B_1710.156,MEX3B,805,766
MEX3B_1710.167,MEX3B,547,271
MEX3B_1710.158,MEX3B,401,483
MEX3B_1710.159,MEX3B,528,442
MEX3C_1980.119,MEX3C,953,1335
MEX3C_1980.238,MEX3C,1361,1420
MEX3C_1980.233,MEX3C,1450,1169
MEX3C_1980.172,MEX3C,1100,726
MEX3C_1980.183,MEX3C,853,623
MEX3C_1980.177,MEX3C,664,1101
MEX3C_1980.176,MEX3C,554,910
MEX3C_1980.175,MEX3C,561,922
MEX3C_1980.174,MEX3C,1023,1273
MEX3D_2001.473,MEX3D,711,590
MEX3D_2001.99,MEX3D,704,860
MEX3D_2001.117,MEX3D,491,502
MEX3D_2001.437,MEX3D,410,681
MEX3D_2001.136,MEX3D,72,26
MEX3D_2001.228,MEX3D,404,421
MEX3D_2001.229,MEX3D,303,302
MEX3D_2001.264,MEX3D,652,386
MEX3D_2001.234,MEX3D,268,400
MEX3D_2001.258,MEX3D,711,446
MEX3D_2001.235,MEX3D,381,297
MGRN1_1731.272,MGRN1,862,1009
MGRN1_1731.63,MGRN1,602,454
MGRN1_1731.267,MGRN1,267,381
MGRN1_1731.266,MGRN1,507,554
MGRN1_1731.258,MGRN1,701,755
MGRN1_1731.257,MGRN1,375,161
MGRN1_1731.256,MGRN1,150,123
MGRN1_1731.255,MGRN1,553,655
MGRN1_1731.65,MGRN1,265,367
MGRN1_1731.244,MGRN1,581,185
MGRN1_1731.205,MGRN1,1143,1321
MIB1_3021.23,MIB1,414,170
MIB1_3021.38,MIB1,637,594
MIB1_3021.63,MIB1,1047,646
MIB1_3021.141,MIB1,2629,2957
MIB1_3021.166,MIB1,521,350
MIB1_3021.172,MIB1,1038,1304
MIB1_3021.218,MIB1,2537,1813
MIB1_3021.182,MIB1,785,1020
MIB1_3021.217,MIB1,1756,1930
MIB1_3021.215,MIB1,1319,1634
MIB1_3021.184,MIB1,615,826
MIB1_3021.203,MIB1,1425,1024
MIB1_3021.202,MIB1,1418,948
MIB1_3021.201,MIB1,492,463
MIB1_3021.200,MIB1,2280,2378
MIB1_3021.197,MIB1,1214,906
MIB1_3021.199,MIB1,1315,1441
MIB1_3021.186,MIB1,1048,1867
MIB1_3021.209,MIB1,2234,2978
MIB2_3213.669,MIB2,42,21
MIB2_3213.84,MIB2,227,200
MIB2_3213.117,MIB2,742,461
MIB2_3213.551,MIB2,911,793
MIB2_3213.539,MIB2,454,401
MIB2_3213.291,MIB2,1278,908
MIB2_3213.303,MIB2,519,196
MIB2_3213.374,MIB2,1031,1109
MIB2_3213.375,MIB2,379,323
MIB2_3213.438,MIB2,52,78
MIB2_3213.437,MIB2,645,725
MIB2_3213.376,MIB2,1595,1385
MIB2_3213.434,MIB2,1025,600
MIB2_3213.414,MIB2,1144,957
MIB2_3213.412,MIB2,317,223
MIB2_3213.391,MIB2,847,947
MIB2_3213.393,MIB2,615,467
MIB2_3213.405,MIB2,332,283
MIB2_3213.400,MIB2,326,583
MID1_2004.0,MID1,1392,1733
MID1_2004.245,MID1,1057,1543
MID1_2004.241,MID1,838,943
MID1_2004.237,MID1,625,732
MID1_2004.236,MID1,832,923
MID1_2004.230,MID1,440,326
MID1_2004.203,MID1,819,789
MID1_2004.190,MID1,1135,1217
MID1_2004.52,MID1,1586,1462
MID1_2004.72,MID1,1747,2008
MID1_2004.108,MID1,569,537
MID2_2208.267,MID2,838,1028
MID2_2208.265,MID2,1,1
MID2_2208.260,MID2,869,807
MID2_2208.5,MID2,1166,1643
MID2_2208.257,MID2,341,334
MID2_2208.6,MID2,558,524
MID2_2208.252,MID2,836,1245
MID2_2208.210,MID2,1463,1887
MID2_2208.199,MID2,2044,2226
MID2_2208.180,MID2,840,800
MID2_2208.71,MID2,1384,1357
MID2_2208.92,MID2,2191,2208
MID2_2208.108,MID2,897,848
MKRN1_1449.54,MKRN1,602,740
MKRN1_1449.143,MKRN1,841,827
MKRN1_1449.138,MKRN1,584,582
MKRN1_1449.137,MKRN1,601,259
MKRN1_1449.136,MKRN1,1102,955
MKRN1_1449.135,MKRN1,1,1
MKRN1_1449.70,MKRN1,861,568
MKRN1_1449.71,MKRN1,523,552
MKRN2_1251.47,MKRN2,1716,2590
MKRN2_1251.111,MKRN2,892,852
MKRN2_1251.172,MKRN2,977,1549
MKRN2_1251.122,MKRN2,907,883
MKRN2_1251.41,MKRN2,941,1139
MKRN2_1251.48,MKRN2,1200,2066
MKRN2_1251.52,MKRN2,443,426
MKRN2_1251.110,MKRN2,901,1507
MKRN2_1251.53,MKRN2,1558,1396
MKRN2_1251.54,MKRN2,279,384
MKRN2_1251.109,MKRN2,225,273
MKRN2_1251.108,MKRN2,784,1196
MKRN3_1524.35,MKRN3,1301,1771
MKRN3_1524.92,MKRN3,1108,708
MKRN3_1524.184,MKRN3,824,729
MKRN3_1524.182,MKRN3,1021,768
MKRN3_1524.106,MKRN3,582,925
MKRN3_1524.177,MKRN3,1003,940
MKRN3_1524.108,MKRN3,850,626
MKRN3_1524.173,MKRN3,1,1
MKRN3_1524.126,MKRN3,730,758
MNAT1_930.0,MNAT1,594,210
MNAT1_930.77,MNAT1,889,660
MNAT1_930.76,MNAT1,870,868
MNAT1_930.75,MNAT1,853,528
MNAT1_930.74,MNAT1,580,604
MNAT1_930.71,MNAT1,2187,1298
MNAT1_930.5,MNAT1,1268,1360
MNAT1_930.68,MNAT1,936,643
MNAT1_930.17,MNAT1,764,865
MNAT1_930.55,MNAT1,503,688
MNAT1_930.37,MNAT1,642,428
MUL1_1059.150,MUL1,690,567
MUL1_1059.129,MUL1,856,1356
MUL1_1059.122,MUL1,1403,987
MUL1_1059.49,MUL1,382,357
MUL1_1059.88,MUL1,679,797
MUL1_1059.70,MUL1,1306,1216
MUL1_1059.87,MUL1,1124,949
MUL1_1059.86,MUL1,92,193
MUL1_1059.85,MUL1,979,640
MUL1_1059.80,MUL1,1429,1218
MUL1_1059.73,MUL1,469,461
MYCBP2_14037.166,MYCBP2,395,332
MYCBP2_14037.199,MYCBP2,1144,1040
MYCBP2_14037.267,MYCBP2,1190,926
MYCBP2_14037.344,MYCBP2,1487,2003
MYCBP2_14037.1109,MYCBP2,1525,1287
MYCBP2_14037.1075,MYCBP2,563,698
MYCBP2_14037.1034,MYCBP2,759,800
MYCBP2_14037.627,MYCBP2,792,362
MYCBP2_14037.725,MYCBP2,731,702
MYCBP2_14037.792,MYCBP2,445,400
MYCBP2_14037.789,MYCBP2,637,414
MYCBP2_14037.728,MYCBP2,750,754
MYCBP2_14037.730,MYCBP2,633,689
MYCBP2_14037.731,MYCBP2,1867,1983
MYLIP_1338.17,MYLIP,1345,1599
MYLIP_1338.145,MYLIP,1053,1842
MYLIP_1338.49,MYLIP,564,531
MYLIP_1338.61,MYLIP,1596,1279
MYLIP_1338.88,MYLIP,978,1253
MYLIP_1338.89,MYLIP,809,664
MYLIP_1338.102,MYLIP,1400,1877
MYLIP_1338.97,MYLIP,806,1059
MYLIP_1338.96,MYLIP,1530,1520
MYLIP_1338.92,MYLIP,255,236
NEURL1_1725.20,NEURL1,1162,1020
NEURL1_1725.38,NEURL1,979,1461
NEURL1_1725.83,NEURL1,434,750
NEURL1_1725.98,NEURL1,464,855
NEURL1_1725.131,NEURL1,1372,1053
NEURL1_1725.132,NEURL1,502,359
NEURL1_1725.150,NEURL1,259,171
NEURL1_1725.149,NEURL1,750,1193
NEURL1_1725.148,NEURL1,448,816
NEURL1_1725.145,NEURL1,712,429
NEURL1_1725.142,NEURL1,952,1214
NEURL1B_1668.323,NEURL1B,659,564
NEURL1B_1668.27,NEURL1B,344,139
NEURL1B_1668.242,NEURL1B,932,1420
NEURL1B_1668.224,NEURL1B,1018,769
NEURL1B_1668.137,NEURL1B,554,561
NEURL1B_1668.139,NEURL1B,453,338
NEURL1B_1668.160,NEURL1B,920,1075
NEURL1B_1668.159,NEURL1B,360,587
NEURL1B_1668.145,NEURL1B,252,396
NEURL1B_1668.155,NEURL1B,780,734
NEURL1B_1668.153,NEURL1B,800,1063
NEURL3_789.151,NEURL3,889,528
NEURL3_789.11,NEURL3,510,497
NEURL3_789.24,NEURL3,957,672
NEURL3_789.91,NEURL3,643,648
NEURL3_789.87,NEURL3,1322,1017
NEURL3_789.84,NEURL3,498,585
NEURL3_789.64,NEURL3,1149,1130
NEURL3_789.82,NEURL3,1285,1453
NFXL1_2736.203,NFXL1,1864,2489
NFXL1_2736.75,NFXL1,483,575
NFXL1_2736.68,NFXL1,2871,2906
NFXL1_2736.73,NFXL1,2634,3167
NFXL1_2736.79,NFXL1,1731,1346
NFXL1_2736.184,NFXL1,3860,4235
NFXL1_2736.146,NFXL1,655,906
NFXL1_2736.134,NFXL1,1778,1710
NFXL1_2736.127,NFXL1,1342,1156
NHLRC1_1188.6,NHLRC1,704,548
NHLRC1_1188.218,NHLRC1,520,336
NHLRC1_1188.9,NHLRC1,952,1579
NHLRC1_1188.211,NHLRC1,68,202
NHLRC1_1188.13,NHLRC1,590,699
NHLRC1_1188.203,NHLRC1,879,818
NHLRC1_1188.31,NHLRC1,985,942
NHLRC1_1188.160,NHLRC1,958,1376
NHLRC1_1188.73,NHLRC1,280,213
NHLRC1_1188.119,NHLRC1,1008,1362
NSMCE2_744.48,NSMCE2,684,508
NSMCE2_744.40,NSMCE2,712,440
NSMCE2_744.38,NSMCE2,1332,574
NSMCE2_744.23,NSMCE2,366,149
NSMCE2_744.35,NSMCE2,1150,387
PARK2_1398.6,PARK2,384,553
PARK2_1398.170,PARK2,490,448
PARK2_1398.149,PARK2,1308,1765
PARK2_1398.142,PARK2,260,255
PARK2_1398.83,PARK2,351,618
PARK2_1398.87,PARK2,290,558
PARK2_1398.92,PARK2,1344,1190
PARK2_1398.97,PARK2,483,507
PARK2_1398.123,PARK2,538,922
PARK2_1398.122,PARK2,487,815
PARK2_1398.100,PARK2,529,592
PARK2_1398.103,PARK2,428,344
PARK2_1398.104,PARK2,155,286
PCGF1_780.7,PCGF1,1880,1585
PCGF1_780.88,PCGF1,577,335
PCGF1_780.8,PCGF1,377,157
PCGF1_780.87,PCGF1,437,238
PCGF1_780.84,PCGF1,875,380
PCGF1_780.83,PCGF1,1277,603
PCGF1_780.81,PCGF1,1089,750
PCGF1_780.79,PCGF1,1542,1676
PCGF1_780.13,PCGF1,1266,674
PCGF1_780.22,PCGF1,815,383
PCGF1_780.30,PCGF1,711,507
PCGF2_1035.2,PCGF2,728,340
PCGF2_1035.4,PCGF2,834,1304
PCGF2_1035.205,PCGF2,828,1085
PCGF2_1035.5,PCGF2,1022,757
PCGF2_1035.203,PCGF2,1121,801
PCGF2_1035.200,PCGF2,557,780
PCGF2_1035.198,PCGF2,962,690
PCGF2_1035.12,PCGF2,1324,1156
PCGF2_1035.65,PCGF2,1091,753
PCGF2_1035.93,PCGF2,1371,334
PCGF3_729.97,PCGF3,322,416
PCGF3_729.95,PCGF3,1015,989
PCGF3_729.4,PCGF3,932,812
PCGF3_729.93,PCGF3,536,413
PCGF3_729.92,PCGF3,535,751
PCGF3_729.88,PCGF3,692,986
PCGF3_729.83,PCGF3,984,900
PCGF5_771.55,PCGF5,1234,1592
PCGF5_771.3,PCGF5,1913,1965
PCGF5_771.54,PCGF5,910,1479
PCGF5_771.4,PCGF5,1943,1896
PCGF5_771.5,PCGF5,1043,1260
PCGF5_771.51,PCGF5,637,862
PDZRN3_3201.504,PDZRN3,642,753
PDZRN3_3201.4,PDZRN3,316,446
PDZRN3_3201.502,PDZRN3,520,695
PDZRN3_3201.6,PDZRN3,799,669
PDZRN3_3201.497,PDZRN3,482,321
PDZRN3_3201.9,PDZRN3,597,688
PDZRN3_3201.18,PDZRN3,217,208
PDZRN3_3201.446,PDZRN3,973,786
PDZRN3_3201.79,PDZRN3,874,1093
PDZRN3_3201.111,PDZRN3,1228,1223
PDZRN4_3111.4,PDZRN4,332,223
PDZRN4_3111.396,PDZRN4,52,145
PDZRN4_3111.395,PDZRN4,211,175
PDZRN4_3111.6,PDZRN4,201,596
PDZRN4_3111.392,PDZRN4,641,994
PDZRN4_3111.11,PDZRN4,394,247
PDZRN4_3111.113,PDZRN4,765,876
PDZRN4_3111.311,PDZRN4,829,1086
PDZRN4_3111.310,PDZRN4,909,889
PEX10_1041.134,PEX10,370,230
PEX10_1041.204,PEX10,403,162
PEX10_1041.42,PEX10,510,934
PEX10_1041.173,PEX10,1142,1556
PEX10_1041.137,PEX10,1677,1671
PEX10_1041.132,PEX10,586,691
PEX10_1041.107,PEX10,1517,1174
PEX10_1041.128,PEX10,738,668
PEX10_1041.110,PEX10,1066,817
PEX10_1041.124,PEX10,609,779
PEX12_1080.16,PEX12,1150,1102
PEX12_1080.96,PEX12,592,395
PEX12_1080.34,PEX12,416,535
PEX12_1080.62,PEX12,1380,1011
PEX12_1080.61,PEX12,640,742
PEX12_1080.47,PEX12,918,784
PEX12_1080.48,PEX12,701,400
PEX12_1080.49,PEX12,1089,914
PEX12_1080.57,PEX12,915,599
PEX2_918.70,PEX2,323,348
PEX2_918.16,PEX2,1,1
PEX2_918.27,PEX2,1057,929
PEX2_918.37,PEX2,615,537
PEX2_918.47,PEX2,474,320
PEX2_918.46,PEX2,852,761
PEX2_918.43,PEX2,1339,1608
PEX2_918.39,PEX2,2392,3061
PHF7_1146.138,PHF7,1,1
PHF7_1146.14,PHF7,1493,1095
PHF7_1146.127,PHF7,2279,1126
PHF7_1146.101,PHF7,1940,2011
PHF7_1146.99,PHF7,2038,1969
PHF7_1146.53,PHF7,1,1
PHF7_1146.54,PHF7,1,1
PHF7_1146.116,PHF7,777,705
PHF7_1146.114,PHF7,2116,2232
PHF7_1146.113,PHF7,852,543
PHF7_1146.110,PHF7,748,750
PHF7_1146.108,PHF7,1523,1580
PHRF1_4950.42,PHRF1,883,927
PHRF1_4950.1068,PHRF1,857,1011
PHRF1_4950.44,PHRF1,418,761
PHRF1_4950.1067,PHRF1,805,511
PHRF1_4950.1066,PHRF1,1680,1692
PHRF1_4950.1062,PHRF1,1568,1747
PHRF1_4950.49,PHRF1,1131,1349
PHRF1_4950.60,PHRF1,1583,1428
PHRF1_4950.64,PHRF1,1041,926
PIAS1_1956.3,PIAS1,1615,1682
PIAS1_1956.11,PIAS1,1813,1257
PIAS1_1956.168,PIAS1,621,813
PIAS1_1956.155,PIAS1,991,1204
PIAS1_1956.39,PIAS1,2560,1911
PIAS1_1956.140,PIAS1,2980,2482
PIAS1_1956.138,PIAS1,1938,1321
PIAS1_1956.136,PIAS1,3348,2699
PIAS1_1956.43,PIAS1,1649,1542
PIAS1_1956.100,PIAS1,889,1003
PIAS1_1956.91,PIAS1,548,279
PIAS2_1866.187,PIAS2,1491,1596
PIAS2_1866.30,PIAS2,1189,1652
PIAS2_1866.123,PIAS2,3125,2906
PIAS2_1866.122,PIAS2,2437,3028
PIAS2_1866.121,PIAS2,1,1
PIAS2_1866.44,PIAS2,2255,2553
PIAS2_1866.115,PIAS2,1343,1481
PIAS3_1887.9,PIAS3,314,229
PIAS3_1887.335,PIAS3,730,729
PIAS3_1887.310,PIAS3,668,563
PIAS3_1887.29,PIAS3,1105,825
PIAS3_1887.273,PIAS3,825,1341
PIAS3_1887.257,PIAS3,641,733
PIAS3_1887.238,PIAS3,949,432
PIAS3_1887.237,PIAS3,3074,2663
PIAS3_1887.236,PIAS3,1711,1805
PIAS3_1887.232,PIAS3,1006,585
PIAS3_1887.231,PIAS3,1853,1365
PIAS3_1887.230,PIAS3,929,939
PIAS3_1887.226,PIAS3,896,1094
PIAS4_1533.69,PIAS4,855,880
PIAS4_1533.299,PIAS4,1165,768
PIAS4_1533.28,PIAS4,757,690
PIAS4_1533.37,PIAS4,1122,671
PIAS4_1533.186,PIAS4,50,18
PIAS4_1533.182,PIAS4,1435,1736
PIAS4_1533.181,PIAS4,2474,1971
PIAS4_1533.179,PIAS4,516,376
PIAS4_1533.71,PIAS4,3969,3752
PIAS4_1533.175,PIAS4,1028,608
PJA1_1368.94,PJA1,884,1121
PJA1_1368.118,PJA1,1015,1481
PJA1_1368.101,PJA1,968,908
PJA1_1368.115,PJA1,415,307
PJA1_1368.113,PJA1,1203,677
PJA1_1368.109,PJA1,325,263
PJA2_2127.104,PJA2,833,705
PJA2_2127.110,PJA2,945,894
PJA2_2127.114,PJA2,1469,1044
PJA2_2127.136,PJA2,567,432
PJA2_2127.115,PJA2,2638,2665
PJA2_2127.133,PJA2,1224,1026
PJA2_2127.131,PJA2,560,239
PJA2_2127.129,PJA2,1809,2367
PJA2_2127.127,PJA2,1341,1252
PML_2649.480,PML,507,637
PML_2649.479,PML,202,350
PML_2649.478,PML,773,895
PML_2649.11,PML,517,261
PML_2649.14,PML,276,282
PML_2649.474,PML,664,983
PML_2649.470,PML,905,671
PML_2649.457,PML,705,789
PML_2649.26,PML,276,563
PML_2649.47,PML,1,1
PML_2649.364,PML,1000,1283
PML_2649.304,PML,826,932
PML_2649.148,PML,1109,1172
PML_2649.279,PML,843,809
PPP1R11_381.2,PPP1R11,827,195
PPP1R11_381.7,PPP1R11,1420,1958
PPP1R11_381.9,PPP1R11,932,208
PPP1R11_381.11,PPP1R11,1889,1899
PRAM1_2013.161,PRAM1,514,340
PRAM1_2013.159,PRAM1,446,472
PRAM1_2013.122,PRAM1,1,1
PRAM1_2013.127,PRAM1,962,1013
RAG1_3132.371,RAG1,258,354
RAG1_3132.353,RAG1,1300,1113
RAG1_3132.34,RAG1,1094,824
RAG1_3132.326,RAG1,1623,1824
RAG1_3132.325,RAG1,2231,2547
RAG1_3132.45,RAG1,2092,1861
RAG1_3132.47,RAG1,596,626
RAG1_3132.321,RAG1,1069,1231
RAG1_3132.310,RAG1,958,1200
RAG1_3132.277,RAG1,1267,1045
RAG1_3132.259,RAG1,252,303
RAG1_3132.129,RAG1,1136,1588
RAPSN_1239.218,RAPSN,792,766
RAPSN_1239.12,RAPSN,196,89
RAPSN_1239.201,RAPSN,784,796
RAPSN_1239.180,RAPSN,647,666
RAPSN_1239.70,RAPSN,745,682
RAPSN_1239.76,RAPSN,585,274
RAPSN_1239.141,RAPSN,1027,920
RAPSN_1239.108,RAPSN,592,1101
RAPSN_1239.134,RAPSN,656,662
RAPSN_1239.133,RAPSN,994,1282
RAPSN_1239.111,RAPSN,256,654
RAPSN_1239.124,RAPSN,165,41
RAPSN_1239.121,RAPSN,642,411
RBBP6_5379.1,RBBP6,1120,410
RBBP6_5379.486,RBBP6,820,263
RBBP6_5379.10,RBBP6,1114,1263
RBBP6_5379.22,RBBP6,915,713
RBBP6_5379.26,RBBP6,2133,1585
RBBP6_5379.27,RBBP6,888,463
RBBP6_5379.448,RBBP6,1193,1375
RBBP6_5379.447,RBBP6,804,337
RBBP6_5379.446,RBBP6,880,858
RBBP6_5379.445,RBBP6,1608,1734
RBBP6_5379.296,RBBP6,1668,1530
RBBP6_5379.242,RBBP6,1350,1278
RBCK1_1533.8,RBCK1,405,318
RBCK1_1533.22,RBCK1,657,485
RBCK1_1533.39,RBCK1,296,286
RBCK1_1533.76,RBCK1,661,204
RBCK1_1533.222,RBCK1,722,439
RBCK1_1533.93,RBCK1,880,716
RBCK1_1533.94,RBCK1,386,414
RBCK1_1533.215,RBCK1,214,250
RBCK1_1533.102,RBCK1,845,932
RBCK1_1533.105,RBCK1,491,454
RBCK1_1533.114,RBCK1,953,503
RBCK1_1533.195,RBCK1,616,459
RBCK1_1533.191,RBCK1,1482,1261
RBCK1_1533.187,RBCK1,1755,1821
RBX1_327.8,RBX1,679,719
RBX1_327.30,RBX1,1591,1278
RBX1_327.27,RBX1,518,898
