sgRNA,Gene,A2780_Ts2_D0,A2780_Ts2_D10
DLX6_E2_129.7,DLX6,3682,2801
DMBX1_E2_147.0,DMBX1,2292,42
DMBX1_E2_147.1,DMBX1,969,85
DMBX1_E2_147.23,DMBX1,2749,4097
DMBX1_E2_147.5,DMBX1,122,1
DMBX1_E3_42.0,DMBX1,303,6
DMBX1_E3_42.2,DMBX1,1148,16625
DMRT1_E1_141.12,DMRT1,651,129
DMRT1_E1_141.13,DMRT1,1592,515
DMRT1_E1_141.2,DMRT1,1520,42
DMRT1_E1_141.3,DMRT1,1817,164
DMRT1_E1_141.5,DMRT1,1142,56
DMRT1_E1_141.8,DMRT1,188,1
DMRT2_E2_141.1,DMRT2,1470,464
DMRT2_E2_141.13,DMRT2,1496,83
DMRT2_E2_141.16,DMRT2,1634,125
DMRT2_E2_141.17,DMRT2,2735,2145
DMRT2_E2_141.4,DMRT2,635,158
DMRT2_E2_141.9,DMRT2,129,1
DMRT3_E1_141.10,DMRT3,6005,1273
DMRT3_E1_141.4,DMRT3,4210,166
DMRT3_E1_141.6,DMRT3,3518,2453
DMRT3_E1_141.7,DMRT3,200,1
DMRT3_E1_141.8,DMRT3,373,1
DMRT3_E1_141.9,DMRT3,1809,988
DMRTA1_E1_141.0,DMRTA1,1545,37
DMRTA1_E1_141.10,DMRTA1,714,50
DMRTA1_E1_141.15,DMRTA1,1283,210
DMRTA1_E1_141.17,DMRTA1,1193,3
DMRTA1_E1_141.18,DMRTA1,4581,721
DMRTA1_E1_141.9,DMRTA1,677,602
DMRTA2_E2_141.0,DMRTA2,1145,39
DMRTA2_E2_141.16,DMRTA2,2362,14167
DMRTA2_E2_141.17,DMRTA2,2794,32518
DMRTA2_E2_141.18,DMRTA2,2787,248
DMRTA2_E2_141.19,DMRTA2,3171,50025
DMRTA2_E2_141.7,DMRTA2,4234,391
DMRTB1_E1_141.10,DMRTB1,70,1
DMRTB1_E1_141.13,DMRTB1,2430,4437
DMRTB1_E1_141.14,DMRTB1,1099,30309
DMRTB1_E1_141.4,DMRTB1,789,1081
DMRTB1_E1_141.6,DMRTB1,1595,1334
DMRTB1_E1_141.7,DMRTB1,385,22
DMRTC2_E2_113.0,DMRTC2,3070,5047
DMRTC2_E2_113.13,DMRTC2,1442,121
DMRTC2_E2_113.14,DMRTC2,1123,61
DMRTC2_E2_113.15,DMRTC2,196,17
DMRTC2_E2_113.4,DMRTC2,1816,173
DMRTC2_E2_113.9,DMRTC2,812,1
DMTF1_E12_110.10,DMTF1,3452,6744
DMTF1_E12_110.2,DMTF1,3797,9287
DMTF1_E12_110.3,DMTF1,3287,723
DMTF1_E12_110.5,DMTF1,644,17
DMTF1_E12_110.6,DMTF1,869,6
DMTF1_E12_110.8,DMTF1,1288,68
DNAJC1_E11_449.30,DNAJC1,2054,197
DNAJC1_E11_449.37,DNAJC1,1629,21
DNAJC1_E11_449.48,DNAJC1,1952,685
DNAJC1_E11_449.65,DNAJC1,3285,1930
DNAJC1_E12_33.0,DNAJC1,2086,258
DNAJC1_E9_114.14,DNAJC1,8030,6250
DNAJC2_E13_71.0,DNAJC2,1758,215
DNAJC2_E14_101.1,DNAJC2,5790,1767
DNAJC2_E14_101.2,DNAJC2,3811,2006
DNAJC2_E16_155.0,DNAJC2,1576,1296
DNAJC2_E16_155.15,DNAJC2,3555,280
DNAJC2_E16_155.5,DNAJC2,1686,99
DPRX_E2_132.0,DPRX,2379,40
DPRX_E2_132.10,DPRX,1505,158
DPRX_E2_132.11,DPRX,4780,7808
DPRX_E2_132.2,DPRX,2441,653
DPRX_E2_132.3,DPRX,2961,289
DPRX_E2_132.4,DPRX,1438,48
DRGX_E3_33.0,DRGX,539,1
DRGX_E3_33.1,DRGX,392,1
DRGX_E4_102.1,DRGX,727,451
DRGX_E4_102.3,DRGX,2834,1291
DRGX_E4_102.4,DRGX,3648,1069
DRGX_E5_42.2,DRGX,2563,9046
DUXA_E2_135.0,DUXA,2544,224
DUXA_E2_135.5,DUXA,5692,4001
DUXA_E3_112.5,DUXA,1505,13
DUXA_E4_146.10,DUXA,1184,129
DUXA_E4_146.11,DUXA,705,46
DUXA_E4_146.9,DUXA,765,433
E2F1_E2_88.2,E2F1,1394,1496
E2F1_E3_220.17,E2F1,905,46
E2F1_E3_220.2,E2F1,1108,32527
E2F1_E3_220.24,E2F1,1041,11
E2F1_E3_220.3,E2F1,2998,1578
E2F1_E3_220.4,E2F1,3308,1911
E2F2_E3_194.0,E2F2,2637,76
E2F2_E3_194.10,E2F2,4522,1427
E2F2_E3_194.12,E2F2,3112,545
E2F2_E3_194.16,E2F2,224,3
E2F2_E3_194.17,E2F2,1127,322
E2F2_E3_194.22,E2F2,426,1
E2F3_E3_194.11,E2F3,1787,3276
E2F3_E3_194.14,E2F3,2054,9
E2F3_E3_194.2,E2F3,339,1
E2F3_E3_194.3,E2F3,1383,19
E2F3_E3_194.6,E2F3,1334,786
E2F3_E3_194.7,E2F3,1870,15
E2F4_E1_87.4,E2F4,1190,25910
E2F4_E1_87.8,E2F4,1491,401
E2F4_E2_110.1,E2F4,1394,595
E2F4_E2_110.10,E2F4,978,1
E2F4_E2_110.8,E2F4,393,3
E2F4_E2_110.9,E2F4,583,3
E2F5_E1_87.0,E2F5,915,298
E2F5_E1_87.4,E2F5,270,1
E2F5_E1_87.5,E2F5,744,696
E2F5_E1_87.6,E2F5,2446,5557
E2F5_E2_110.2,E2F5,2873,263
E2F5_E2_110.5,E2F5,2299,308
E2F6_E3_194.0,E2F6,1055,49
E2F6_E3_194.1,E2F6,1671,437
E2F6_E3_194.2,E2F6,971,597
E2F6_E3_194.3,E2F6,419,29
E2F6_E3_194.4,E2F6,1356,10
E2F6_E3_194.9,E2F6,1914,204
E2F7_E4_115.1,E2F7,2013,36
E2F7_E4_115.6,E2F7,373,10
E2F7_E4_115.7,E2F7,748,28
E2F7_E5_291.5,E2F7,2676,677
E2F7_E6_159.6,E2F7,1820,96
E2F7_E7_113.2,E2F7,278,2
E2F8_E4_110.0,E2F8,5706,1851
E2F8_E4_110.14,E2F8,553,1
E2F8_E4_110.15,E2F8,1379,583
E2F8_E5_98.1,E2F8,4426,1733
E2F8_E6_162.12,E2F8,2399,145
E2F8_E6_162.13,E2F8,2894,182
E2F8_E7_126.5,E2F8,2179,171
E4F1_E7_173.16,E4F1,139,1
E4F1_E7_173.18,E4F1,1212,14
E4F1_E7_173.22,E4F1,917,21
E4F1_E7_173.23,E4F1,1095,46
E4F1_E7_173.4,E4F1,223,1
E4F1_E7_173.5,E4F1,252,1
EAF2_E1_67.0,EAF2,986,14
EAF2_E3_137.0,EAF2,2170,9
EAF2_E3_137.1,EAF2,3682,741
EAF2_E3_137.2,EAF2,4463,1175
EAF2_E3_137.3,EAF2,5020,314
EAF2_E3_137.5,EAF2,1470,58
EAF2_E3_137.6,EAF2,1019,351
EBF1_E1_32.0,EBF1,824,77
EBF1_E11_72.4,EBF1,3899,1100
EBF1_E12_51.1,EBF1,1455,98
EBF1_E2_157.14,EBF1,1400,1
EBF1_E2_157.2,EBF1,2451,30
EBF1_E6_69.1,EBF1,3612,1099
EBF1_E8_105.6,EBF1,1529,45
EBF1_E8_105.7,EBF1,3793,2422
EBF2_E2_157.12,EBF2,1205,225
EBF2_E2_157.13,EBF2,759,48
EBF2_E2_157.2,EBF2,1663,59
EBF2_E2_157.9,EBF2,2125,646
EBF2_E6_69.2,EBF2,3730,64
EBF2_E6_69.3,EBF2,486,13
EBF2_E8_105.2,EBF2,418,9
EBF3_E11_72.2,EBF3,790,50
EBF3_E11_72.4,EBF3,1375,2511
EBF3_E12_51.0,EBF3,1302,142
EBF3_E12_51.1,EBF3,395,16
EBF3_E2_157.2,EBF3,1791,14
EBF3_E3_64.2,EBF3,1593,134
EBF3_E5_74.5,EBF3,3756,249
EBF3_E8_105.0,EBF3,4267,1038
EBF4_E3_157.15,EBF4,1276,30
EBF4_E3_157.2,EBF4,1396,23
EBF4_E3_157.4,EBF4,1562,17
EBF4_E4_64.2,EBF4,1,1
EBF4_E4_64.3,EBF4,1,1
EBF4_E5_56.0,EBF4,1761,890
EBF4_E8_82.3,EBF4,762,1
EBF4_E9_105.9,EBF4,437,1
EGR1_E2_75.0,EGR1,151,27
EGR1_E2_75.1,EGR1,692,189
EGR1_E2_75.2,EGR1,201,78
EGR1_E2_75.4,EGR1,2776,255
EGR1_E2_78.1,EGR1,1943,224
EGR1_E2_78.4,EGR1,1662,302
EGR2_E2_243.1,EGR2,363,6
EGR2_E2_243.20,EGR2,1824,186
EGR2_E2_243.21,EGR2,2105,409
EGR2_E2_243.26,EGR2,1815,958
EGR2_E2_243.32,EGR2,47,1
EGR2_E2_243.33,EGR2,904,487
EGR3_E2_237.0,EGR3,1413,6
EGR3_E2_237.1,EGR3,403,22
EGR3_E2_237.10,EGR3,1604,14
EGR3_E2_237.27,EGR3,416,1
EGR3_E2_237.28,EGR3,1806,162
EGR3_E2_237.29,EGR3,1638,63
EGR4_E2_162.10,EGR4,838,33
EGR4_E2_162.13,EGR4,805,341
EGR4_E2_162.15,EGR4,951,86
EGR4_E2_162.3,EGR4,1519,122
EGR4_E2_162.4,EGR4,2069,69
EGR4_E2_162.9,EGR4,115,1
EHF_E8_188.11,EHF,3137,661
EHF_E8_188.12,EHF,2959,69
EHF_E8_188.18,EHF,907,75
EHF_E8_188.3,EHF,3568,1517
EHF_E8_188.5,EHF,1095,107
EHF_E9_76.2,EHF,626,405
EHF_E9_76.3,EHF,1345,75
ELF1_E7_188.16,ELF1,1793,215
ELF1_E7_188.18,ELF1,3466,254
ELF1_E7_188.19,ELF1,6168,1487
ELF1_E7_188.3,ELF1,5418,1417
ELF1_E8_61.0,ELF1,787,9
ELF1_E8_61.4,ELF1,2131,144
ELF2_E7_188.1,ELF2,1442,12
ELF2_E7_188.11,ELF2,3000,383
ELF2_E7_188.12,ELF2,3267,689
ELF2_E7_188.13,ELF2,2428,196
ELF2_E8_61.1,ELF2,4109,683
ELF2_E8_61.3,ELF2,1381,1767
ELF3_E8_188.3,ELF3,2789,343
ELF3_E8_188.4,ELF3,1432,3
ELF3_E8_188.9,ELF3,713,24
ELF3_E9_76.0,ELF3,1923,72
ELF3_E9_76.6,ELF3,410,119
ELF3_E9_76.7,ELF3,277,1
ELF4_E7_188.17,ELF4,3674,861
ELF4_E7_188.18,ELF4,319,1
ELF4_E7_188.19,ELF4,1869,281
ELF4_E7_188.20,ELF4,1677,256
ELF4_E8_61.0,ELF4,4416,7605
ELF4_E8_61.2,ELF4,760,33
ELF5_E6_182.10,ELF5,4741,540
ELF5_E6_182.11,ELF5,1212,8
ELF5_E6_182.9,ELF5,703,73
ELF5_E7_73.3,ELF5,531,9
ELF5_E7_73.4,ELF5,8,1
ELF5_E7_73.5,ELF5,1,1
ELK1_E3_198.20,ELK1,2518,2549
ELK1_E3_198.21,ELK1,1906,2390
ELK1_E3_198.25,ELK1,1623,371
ELK1_E3_198.5,ELK1,2279,37
ELK1_E3_198.6,ELK1,2349,801
ELK1_E4_54.1,ELK1,913,39
ELK3_E2_153.0,ELK3,1435,5
ELK3_E2_153.1,ELK3,549,3
ELK3_E2_153.10,ELK3,1674,10
ELK3_E2_153.5,ELK3,2281,71
ELK3_E2_153.6,ELK3,3977,1927
ELK3_E2_153.8,ELK3,972,420
ELK4_E2_159.1,ELK4,3186,1509
ELK4_E2_159.13,ELK4,1837,2377
ELK4_E2_159.2,ELK4,2717,6552
ELK4_E2_159.6,ELK4,1740,4374
ELK4_E2_159.7,ELK4,932,53
ELK4_E2_159.9,ELK4,685,180
EMX1_E2_129.10,EMX1,733,23
EMX1_E2_129.11,EMX1,2774,259
EMX1_E2_129.2,EMX1,2494,221
EMX1_E2_129.4,EMX1,2154,257
EMX1_E2_129.5,EMX1,1,1
EMX1_E3_48.4,EMX1,1898,19
EMX2_E2_129.1,EMX2,1102,6
EMX2_E2_129.10,EMX2,1367,57
EMX2_E2_129.2,EMX2,2729,323
EMX2_E2_129.3,EMX2,1795,54
EMX2_E2_129.4,EMX2,1085,45
EMX2_E2_129.5,EMX2,1,1
EN1_E2_180.0,EN1,588,1
EN1_E2_180.13,EN1,461,1
EN1_E2_180.18,EN1,1647,1008
EN1_E2_180.19,EN1,2750,16005
EN1_E2_180.21,EN1,2122,34
EN1_E2_180.22,EN1,2271,395
EN2_E2_180.10,EN2,3401,591
EN2_E2_180.13,EN2,457,17
EN2_E2_180.15,EN2,986,17
EN2_E2_180.19,EN2,483,1
EN2_E2_180.2,EN2,2244,236
EN2_E2_180.20,EN2,2200,6293
EOMES_E1_83.11,EOMES,1340,22
EOMES_E1_83.12,EOMES,1566,3466
EOMES_E2_155.1,EOMES,2698,1273
EOMES_E2_155.2,EOMES,2010,803
EOMES_E2_155.22,EOMES,3899,6489
EOMES_E4_159.11,EOMES,981,374
EOMES_E4_159.12,EOMES,2232,37325
ERF_E2_182.12,ERF,3593,1472
ERF_E2_182.30,ERF,296,1
ERF_E2_182.6,ERF,642,111
ERF_E2_182.7,ERF,95,1
ERF_E3_70.0,ERF,3175,327
ERF_E3_70.4,ERF,1953,95
ERG_E12_252.10,ERG,1,1
ERG_E12_252.19,ERG,1960,42
ERG_E12_252.24,ERG,1463,69
ERG_E12_252.31,ERG,1180,29
ERG_E12_252.35,ERG,4093,5457
ERG_E12_252.9,ERG,1,1
ESR1_E2_106.0,ESR1,3016,118
ESR1_E2_106.8,ESR1,2908,17679
ESR1_E3_117.4,ESR1,2206,132
ESR1_E3_117.5,ESR1,599,1
ESR1_E3_117.8,ESR1,3501,980
ESR1_E3_117.9,ESR1,2402,1755
ESR2_E3_106.0,ESR2,1394,430
ESR2_E3_106.1,ESR2,275,2
ESR2_E3_106.2,ESR2,789,8
ESR2_E4_117.4,ESR2,1174,156
ESR2_E4_117.6,ESR2,2042,226
ESR2_E4_117.7,ESR2,688,137
ESRRA_E2_109.16,ESRRA,1416,7173
ESRRA_E2_109.7,ESRRA,1211,1031
ESRRA_E3_117.16,ESRRA,1085,602
ESRRA_E4_62.0,ESRRA,1221,40
ESRRA_E4_62.2,ESRRA,519,1
ESRRA_E4_62.9,ESRRA,1532,131
ESRRB_E4_106.14,ESRRB,1632,1074
ESRRB_E4_106.5,ESRRB,3456,329
ESRRB_E5_117.15,ESRRB,174,1
ESRRB_E5_117.2,ESRRB,1125,81
ESRRB_E6_65.0,ESRRB,644,37
ESRRB_E6_65.3,ESRRB,2497,927
ESRRG_E3_109.2,ESRRG,1869,69
ESRRG_E3_109.9,ESRRG,3344,1129
ESRRG_E4_117.0,ESRRG,1995,224
ESRRG_E4_117.7,ESRRG,3384,16871
ESRRG_E5_65.0,ESRRG,36,1
ESRRG_E5_65.1,ESRRG,837,222
ESX1_E2_89.0,ESX1,679,35
ESX1_E2_89.1,ESX1,2065,1025
ESX1_E2_89.2,ESX1,1447,106
ESX1_E2_89.3,ESX1,1706,2482
ESX1_E2_89.4,ESX1,587,8
ESX1_E2_89.5,ESX1,597,1
ETS1_E10_141.4,ETS1,1580,250
ETS1_E10_141.6,ETS1,1331,38
ETS1_E10_141.7,ETS1,2590,179
ETS1_E9_111.1,ETS1,2119,264
ETS1_E9_111.6,ETS1,1823,1623
ETS1_E9_111.8,ETS1,1936,75
ETS2_E10_111.1,ETS2,2845,1764
ETS2_E10_111.5,ETS2,822,5
ETS2_E11_141.5,ETS2,4722,1411
ETS2_E11_141.6,ETS2,976,1
ETS2_E11_141.7,ETS2,367,48
ETS2_E11_141.8,ETS2,589,1
ETV1_E12_108.3,ETV1,3885,843
ETV1_E12_108.4,ETV1,1589,476
ETV1_E12_108.5,ETV1,2789,377
ETV1_E13_102.3,ETV1,1848,146
ETV1_E13_102.5,ETV1,1042,116
ETV1_E13_102.6,ETV1,1130,26
ETV2_E6_111.4,ETV2,1082,30
ETV2_E6_111.8,ETV2,623,43
ETV2_E7_141.10,ETV2,2136,14
ETV2_E7_141.11,ETV2,601,3
ETV2_E7_141.12,ETV2,1674,22
ETV2_E7_141.13,ETV2,2090,1252
ETV3_E3_185.11,ETV3,1368,29
ETV3_E3_185.12,ETV3,1436,995
ETV3_E3_185.14,ETV3,75,7
ETV3_E3_185.2,ETV3,1248,52
ETV3_E3_185.25,ETV3,1119,81
ETV3_E3_185.8,ETV3,1713,86
ETV4_E11_111.13,ETV4,1104,37
ETV4_E11_111.6,ETV4,2376,6281
ETV4_E11_111.7,ETV4,1953,36
ETV4_E11_111.8,ETV4,1189,47
ETV4_E12_102.3,ETV4,799,2
ETV4_E12_102.4,ETV4,1383,28
ETV5_E11_108.13,ETV5,454,1
ETV5_E11_108.2,ETV5,3332,114
ETV5_E11_108.4,ETV5,291,23
ETV5_E12_102.1,ETV5,3588,1013
ETV5_E12_102.5,ETV5,1870,5
ETV5_E12_102.6,ETV5,1931,125
ETV6_E6_141.10,ETV6,2493,1328
ETV6_E6_141.11,ETV6,910,59
ETV6_E6_141.12,ETV6,2095,12
ETV6_E6_141.2,ETV6,2324,441
ETV6_E6_141.8,ETV6,516,3
ETV6_E7_101.6,ETV6,814,925
ETV7_E6_141.17,ETV7,1041,24
ETV7_E6_141.3,ETV7,1648,1159
ETV7_E6_141.5,ETV7,1,1
ETV7_E7_101.6,ETV7,993,39
ETV7_E7_101.8,ETV7,469,6
ETV7_E7_101.9,ETV7,1400,73
EVX1_E2_135.0,EVX1,1490,4616
EVX1_E2_135.1,EVX1,719,18
EVX1_E2_135.14,EVX1,4102,470
EVX1_E2_135.5,EVX1,1117,89
EVX1_E2_135.6,EVX1,1893,46034
EVX1_E2_135.9,EVX1,465,142
EVX2_E2_135.0,EVX2,738,13
EVX2_E2_135.15,EVX2,248,1
EVX2_E2_135.16,EVX2,686,24
EVX2_E2_135.17,EVX2,763,62
EVX2_E2_135.4,EVX2,1222,155
EVX2_E2_135.5,EVX2,3279,543
FERD3L_E1_171.0,FERD3L,1555,114
FERD3L_E1_171.16,FERD3L,2175,92
FERD3L_E1_171.2,FERD3L,1149,919
FERD3L_E1_171.24,FERD3L,1663,11
FERD3L_E1_171.26,FERD3L,1824,26
FERD3L_E1_171.6,FERD3L,2611,522
FEV_E3_249.2,FEV,714,11
FEV_E3_249.20,FEV,1312,133
FEV_E3_249.21,FEV,2338,3740
FEV_E3_249.28,FEV,379,1
FEV_E3_249.3,FEV,1315,73
FEV_E3_249.4,FEV,412,160
FEZF1_E2_135.7,FEZF1,2036,547
FEZF1_E3_133.1,FEZF1,3509,215
FEZF1_E3_133.2,FEZF1,984,15
FEZF1_E3_133.7,FEZF1,677,3
FEZF1_E3_133.8,FEZF1,1111,41
FEZF1_E4_191.10,FEZF1,1027,1495
FEZF1_E4_191.11,FEZF1,2907,131
FEZF2_E3_117.3,FEZF2,1329,142
FEZF2_E3_117.8,FEZF2,426,57
FEZF2_E4_133.2,FEZF2,982,12
FEZF2_E4_133.5,FEZF2,171,1
FEZF2_E4_133.7,FEZF2,44,1
FEZF2_E5_80.4,FEZF2,1320,153
FIGLA_E1_39.0,FIGLA,831,2145
FIGLA_E1_39.1,FIGLA,3708,681
FIGLA_E1_39.2,FIGLA,239,4
FIGLA_E2_135.0,FIGLA,1950,404
FIGLA_E2_135.3,FIGLA,3149,6529
FIGLA_E2_135.5,FIGLA,1713,452
FIZ1_E2_186.1,FIZ1,567,19
FIZ1_E2_186.2,FIZ1,1866,10109
FIZ1_E2_186.27,FIZ1,1976,342
FIZ1_E3_1065.222,FIZ1,2206,338
FIZ1_E3_1065.232,FIZ1,663,1
FIZ1_E3_1065.233,FIZ1,415,17
FLI1_E9_252.10,FLI1,1636,591
FLI1_E9_252.11,FLI1,491,20
FLI1_E9_252.24,FLI1,1571,201
FLI1_E9_252.30,FLI1,2606,140
FLI1_E9_252.31,FLI1,1298,434
FLI1_E9_252.35,FLI1,1362,13
FOS_E3_75.0,FOS,1729,32
FOS_E3_75.1,FOS,2862,8685
FOS_E3_75.2,FOS,1151,28
FOS_E3_75.3,FOS,1399,11
FOS_E3_75.6,FOS,1491,91
FOS_E4_96.0,FOS,1136,114
FOSB_E3_63.2,FOSB,1260,4998
FOSB_E3_63.3,FOSB,120,1
FOSB_E3_63.4,FOSB,863,7
FOSB_E3_63.5,FOSB,307,1
FOSB_E4_99.2,FOSB,937,4011
FOSB_E4_99.5,FOSB,1149,1461
FOSL1_E3_63.2,FOSL1,1627,827
FOSL1_E3_63.3,FOSL1,306,1279
FOSL1_E3_63.4,FOSL1,1060,1
FOSL1_E3_63.5,FOSL1,1264,65
FOSL1_E3_63.6,FOSL1,2122,80
FOSL1_E4_78.2,FOSL1,1871,31
FOSL2_E3_75.1,FOSL2,2993,248
FOSL2_E3_75.2,FOSL2,871,1
FOSL2_E3_75.5,FOSL2,147,27
FOSL2_E3_75.6,FOSL2,602,74
FOSL2_E3_75.7,FOSL2,1104,331
FOXA1_E2_234.12,FOXA1,992,53
FOXA1_E2_234.24,FOXA1,1957,222
FOXA1_E2_234.25,FOXA1,3862,436
FOXA1_E2_234.26,FOXA1,1282,159
FOXA1_E2_234.8,FOXA1,1167,1843
FOXA1_E2_234.9,FOXA1,1082,1
FOXA2_E2_234.14,FOXA2,989,47
FOXA2_E2_234.15,FOXA2,821,1121
FOXA2_E2_234.16,FOXA2,1108,2337
FOXA2_E2_234.6,FOXA2,2028,1260
FOXA2_E2_234.7,FOXA2,1228,9
FOXA2_E2_234.8,FOXA2,1029,21
FOXA3_E2_234.10,FOXA3,1136,1045
FOXA3_E2_234.23,FOXA3,4414,1894
FOXA3_E2_234.24,FOXA3,621,39
FOXA3_E2_234.29,FOXA3,256,1
FOXA3_E2_234.34,FOXA3,1405,128
FOXA3_E2_234.9,FOXA3,1995,549
FOXB1_E2_234.0,FOXB1,1787,428
FOXB1_E2_234.2,FOXB1,5973,2826
FOXB1_E2_234.25,FOXB1,1534,789
FOXB1_E2_234.5,FOXB1,3616,810
FOXB1_E2_234.6,FOXB1,1550,37
FOXB1_E2_234.7,FOXB1,2433,104
FOXB2_E1_234.0,FOXB2,3740,583
FOXB2_E1_234.21,FOXB2,476,1
FOXB2_E1_234.22,FOXB2,1016,13
FOXB2_E1_234.24,FOXB2,1690,33
FOXB2_E1_234.26,FOXB2,739,2253
FOXB2_E1_234.5,FOXB2,2671,230
FOXC1_E1_234.10,FOXC1,1571,32
FOXC1_E1_234.11,FOXC1,438,15
FOXC1_E1_234.17,FOXC1,193,1
FOXC1_E1_234.32,FOXC1,551,32
FOXC1_E1_234.35,FOXC1,873,15
FOXC1_E1_234.37,FOXC1,595,4
FOXC2_E1_234.16,FOXC2,1882,22
FOXC2_E1_234.17,FOXC2,179,1
FOXC2_E1_234.18,FOXC2,792,481
FOXC2_E1_234.31,FOXC2,49,1
FOXC2_E1_234.32,FOXC2,564,816
FOXC2_E1_234.9,FOXC2,430,76
FOXD1_E1_234.15,FOXD1,437,150
FOXD1_E1_234.19,FOXD1,124,1
FOXD1_E1_234.33,FOXD1,1584,168
FOXD1_E1_234.39,FOXD1,600,16
FOXD2_E1_234.2,FOXD2,899,3
FOXD2_E1_234.21,FOXD2,1492,320
FOXD2_E1_234.29,FOXD2,1411,144
FOXD2_E1_234.33,FOXD2,1172,31
FOXD2_E1_234.34,FOXD2,796,168
FOXD2_E1_234.35,FOXD2,2137,72
FOXD3_E1_234.2,FOXD3,2526,901
FOXD3_E1_234.3,FOXD3,1530,97
FOXD3_E1_234.31,FOXD3,520,1
FOXD3_E1_234.32,FOXD3,1170,1
FOXD3_E1_234.4,FOXD3,758,28
FOXD4_E1_234.38,FOXD4,1409,12820
FOXD4_E1_234.40,FOXD4,634,191
FOXD4_E1_234.41,FOXD4,1478,10
FOXD4_E1_234.42,FOXD4,910,203
FOXD4L1_E1_234.10,FOXD4L1,542,14
FOXD4L1_E1_234.11,FOXD4L1,253,1
FOXD4L1_E1_234.12,FOXD4L1,940,22
FOXD4L1_E1_234.13,FOXD4L1,247,2
FOXD4L1_E1_234.36,FOXD4L1,63,1
FOXD4L1_E1_234.9,FOXD4L1,19,1
FOXD4L5_E1_234.29,FOXD4L5,1,1
FOXD4L5_E1_234.30,FOXD4L5,393,3
FOXD4L5_E1_234.31,FOXD4L5,335,2
FOXD4L5_E1_234.35,FOXD4L5,515,1
FOXD4L6_E1_234.28,FOXD4L6,1863,3992
FOXD4L6_E1_234.30,FOXD4L6,1,1
FOXD4L6_E1_234.31,FOXD4L6,448,2
FOXD4L6_E1_234.32,FOXD4L6,414,30
FOXD4L6_E1_234.4,FOXD4L6,399,1
FOXD4L6_E1_234.5,FOXD4L6,4997,2302
FOXE1_E1_300.14,FOXE1,162,1
FOXE1_E1_300.18,FOXE1,128,1
FOXE1_E1_300.19,FOXE1,916,252
FOXE1_E1_300.20,FOXE1,1317,3201
FOXE1_E1_300.24,FOXE1,505,74
FOXE1_E1_300.5,FOXE1,478,26
FOXE3_E1_234.2,FOXE3,701,7
FOXE3_E1_234.25,FOXE3,579,49
FOXE3_E1_234.26,FOXE3,352,13
FOXE3_E1_234.27,FOXE3,504,116
FOXE3_E1_234.3,FOXE3,473,14
FOXE3_E1_234.5,FOXE3,384,74
FOXF1_E1_234.0,FOXF1,1479,903
FOXF1_E1_234.33,FOXF1,89,1
FOXF1_E1_234.34,FOXF1,424,92
FOXF1_E1_234.36,FOXF1,820,51
FOXF1_E1_234.39,FOXF1,1649,4113
FOXF1_E1_234.41,FOXF1,3667,893
FOXF2_E1_234.0,FOXF2,346,17
FOXF2_E1_234.24,FOXF2,731,56
FOXF2_E1_234.25,FOXF2,1668,5
FOXF2_E1_234.29,FOXF2,1598,270
FOXF2_E1_234.3,FOXF2,1802,3116
FOXF2_E1_234.4,FOXF2,2795,69
FOXG1_E1_234.11,FOXG1,1773,233
FOXG1_E1_234.16,FOXG1,1369,80
FOXG1_E1_234.17,FOXG1,1033,1
FOXG1_E1_234.32,FOXG1,1130,177
FOXG1_E1_234.8,FOXG1,442,4
FOXG1_E1_234.9,FOXG1,112,1
FOXH1_E1_78.0,FOXH1,2689,186
FOXH1_E1_78.11,FOXH1,3018,3998
FOXH1_E1_78.7,FOXH1,1149,267
FOXH1_E1_78.8,FOXH1,3057,3302
FOXH1_E2_105.3,FOXH1,1181,411
FOXH1_E2_105.5,FOXH1,309,1
FOXI1_E1_208.0,FOXI1,1422,1076
FOXI1_E1_208.20,FOXI1,1448,227
FOXI1_E1_208.21,FOXI1,1178,1233
FOXI1_E1_208.25,FOXI1,1969,499
FOXI1_E1_208.26,FOXI1,641,1
FOXI1_E1_208.28,FOXI1,1389,3
FOXI1_E2_26.0,FOXI1,1582,52
FOXI2_E1_208.0,FOXI2,516,50
FOXI2_E1_208.1,FOXI2,366,1
FOXI2_E1_208.16,FOXI2,4770,865
FOXI2_E1_208.22,FOXI2,971,36
FOXI2_E1_208.24,FOXI2,1060,1
FOXI2_E1_208.3,FOXI2,1338,361
FOXI2_E2_26.0,FOXI2,601,17
FOXJ1_E2_138.10,FOXJ1,761,3
FOXJ1_E2_138.16,FOXJ1,1028,109
FOXJ1_E2_138.17,FOXJ1,685,641
FOXJ1_E2_138.9,FOXJ1,501,1
FOXJ1_E3_96.2,FOXJ1,1026,210
FOXJ1_E3_96.3,FOXJ1,920,61
FOXJ2_E2_138.0,FOXJ2,1412,505
FOXJ2_E2_138.16,FOXJ2,797,187
FOXJ2_E2_138.8,FOXJ2,1162,14
FOXJ2_E2_138.9,FOXJ2,1921,457
FOXJ2_E3_75.1,FOXJ2,1500,500
FOXJ2_E3_75.7,FOXJ2,2358,188
FOXJ3_E3_138.12,FOXJ3,3432,522
FOXJ3_E4_75.0,FOXJ3,2888,2471
FOXJ3_E4_75.1,FOXJ3,1529,3330
FOXJ3_E4_75.2,FOXJ3,1720,126
